Winner,Loser
Creighton,Missouri St.
Drake,Indiana St.
Drexel,Fairfield
Fla. Atlantic,Siena
George Washington,UAB
Louisville,Georgetown
Gonzaga,Portland
Ark.-Pine Bluff,Jacksonville St.
Kentucky,Lamar University
Saint Peter's,Lehigh
Bucknell,Loyola Maryland
Tulsa,Mercer
Michigan St.,Indiana
Baylor,Mississippi St.
Lafayette,Monmouth
Montana,Portland St.
Montana St.,Eastern Wash.
Southeast Mo. St.,Morehead St.
Houston,N.C. A&T
NJIT,Fairleigh Dickinson
Nevada,Cedarville
New Mexico St.,New Mexico
Niagara,UMBC
North Dakota St.,Oakland
Ohio St.,Northwestern
SMU,Oklahoma St.
UMKC,Oral Roberts
Iowa,Purdue
Colgate,Quinnipiac
Rice,A&M-Corpus Christi
Richmond,Liberty
Saint Joseph's,Morgan St.
Sam Houston St.,Samford
Syracuse,Seton Hall
South Dakota St.,Fort Wayne
South Dakota,Southern Utah
Stony Brook,Cornell
Temple,Buffalo
Texas St.,Huston-Tillotson
Toledo,Cleveland St.
South Fla.,UConn
Western Caro.,UNC Asheville
UNLV,Central Ark.
UTSA,UC Riverside
West Virginia,Villanova
Bradley,Wichita St.
South Carolina,Wofford
Wagner,Air Force
Alabama,Jacksonville
Alabama St.,Reinhardt
Mt. St. Mary's,American
UTEP,Ark.-Pine Bluff
Texas A&M,Arkansas Tech
Butler,Green Bay
Cal Poly,Hope Int'l
Cal St. Fullerton,UC Davis
Chattanooga,Longwood
Oklahoma,Cincinnati
Jacksonville St.,Colorado St.
Davidson,Penn
Denver,Troy
Eastern Ky.,Austin Peay
Evansville,Southern Ill.
FGCU,Maine
Rutgers,Florida
Pacific,Fresno St.
Fordham,Georgia Tech
Boston College,Harvard
Ill.-Chicago,Detroit Mercy
Illinois St.,UNI
Hofstra,Iona
Rhode Island,James Madison
Kansas,Howard
Arkansas St.,Kent St.
LSU,Grambling
La Salle,Boston U.
North Texas,Little Rock
Louisiana Tech,Spring Hill
Loyola Chicago,Wright St.
Belmont,Marshall
Memphis,Robert Morris
Michigan,Penn St.
Middle Tenn.,FIU
Valparaiso,Milwaukee
East Carolina,N.C. Central
NC State,Campbell
New Hampshire,Sacred Heart
North Carolina,Elon
Northern Ariz.,Sacramento St.
Seattle U,Omaha
Washington,Oregon St.
Pepperdine,San Francisco
Saint Mary's (CA),BYU
Coppin St.,San Jose St.
Santa Clara,Eastern Mich.
California,Southern California
Southern Miss.,Alcorn
Southern U.,Loyola (LA)
St. Francis Brooklyn,Brown
Stanford,UCLA
Tennessee,The Citadel
Tennessee St.,UT Martin
SIUE,Tennessee Tech
CSUN,UC Irvine
UCF,Stetson
UTRGV,UT Arlington
Hampton,Utah Valley
Akron,VCU
Marquette,Vanderbilt
Washington St.,Oregon
Weber St.,Idaho St.
La.-Monroe,Western Ky.
Miami (OH),William & Mary
Wake Forest,Yale
Auburn,Ga. Southern
CSU Bakersfield,Pomona-Pitzer
Massachusetts,Central Conn. St.
Columbia,Lafayette
Georgia,Delaware St.
Duke,Western Mich.
Air Force,Eastern Mich.
UNCW,Furman
Col. of Charleston,George Mason
Longwood,Hampton
Hawaii,South Carolina St.
Stetson,James Madison
Binghamton,Manhattan
Navy,Mercer
Miami (FL),Appalachian St.
Montana,Eastern Wash.
Eastern Ill.,Murray St.
LIU Brooklyn,NJIT
North Dakota St.,Fort Wayne
North Florida,Palm Beach Atl.
South Dakota St.,Oakland
Ohio,Kennesaw St.
Old Dominion,Missouri
Dayton,Ole Miss
Coppin St.,Omaha
South Dakota,Oral Roberts
Montana St.,Portland St.
Florida St.,Princeton
SFA,Texas-Tyler
San Diego St.,Redlands
Seattle U,San Jose St.
Santa Clara,Wagner
Seton Hall,West Virginia
Niagara,St. Bonaventure
Stony Brook,Rider
Delaware,Temple
Arkansas,Texas Southern
Houston,Texas St.
Texas Tech,Southeastern La.
UCF,Rhode Island
UMKC,Southern Utah
Richmond,UNCG
Chattanooga,Utah Valley
Vermont,Northeastern
Virginia,Towson
IUPUI,Western Ill.
UAB,Alabama A&M
Mt. St. Mary's,Albany (NY)
Arizona,Arizona St.
La.-Monroe,Arkansas St.
Army West Point,St. Francis Brooklyn
Bucknell,Cornell
California,UCLA
Liberty,Charleston So.
Ball St.,Chicago St.
Cleveland St.,Youngstown St.
High Point,Coastal Caro.
New Hampshire,Colgate
Colorado,Utah
George Washington,Delaware St.
Missouri St.,Drake
Drexel,Saint Francis (PA)
East Carolina,UVa-Wise
Georgetown,Providence
Xavier,Gonzaga
Harvard,Saint Joseph's
Dartmouth,Holy Cross
Duquesne,Houston Baptist
Boise St.,Idaho
Ill.-Chicago,Wright St.
Indiana,Ohio St.
Indiana St.,Bradley
SIUE,Jacksonville St.
Kansas St.,Howard
La Salle,Hartford
Lamar University,Lyon
Bryant,Lehigh
Denver,Little Rock
Louisiana,Fla. Atlantic
SMU,Louisiana Tech
Kentucky,Louisville
Loyola Chicago,Detroit Mercy
McNeese,Southern Miss.
Memphis,Charlotte
Nebraska,Michigan St.
Middle Tenn.,South Alabama
Butler,Milwaukee
Iowa St.,Mississippi Val.
Morehead St.,Austin Peay
NC State,Western Caro.
New Mexico St.,Ark.-Pine Bluff
Kansas,North Dakota
North Texas,Troy
Northern Colo.,Northern Ariz.
Oklahoma,Northwestern St.
Oklahoma St.,Virginia Tech
Washington St.,Oregon St.
Pepperdine,Saint Mary's (CA)
Purdue,Illinois
Quinnipiac,Boston U.
Radford,Gardner-Webb
Texas,Rice
Weber St.,Sacramento St.
New Mexico,Saint Louis
Maryland,Samford
BYU,San Diego
San Francisco,Loyola Marymount
Stanford,Southern California
TCU,Tulsa
Eastern Ky.,Tennessee St.
UT Martin,Tennessee Tech
UTRGV,Tulane
UConn,St. John's (NY)
Winthrop,UNC Asheville
Hawaii,UNLV
South Carolina,USC Upstate
Mississippi St.,Utah St.
VMI,Presbyterian
Valparaiso,Green Bay
Washington,Oregon
Western Ky.,FIU
Wichita St.,Creighton
Wisconsin,Iowa
Florida,Yale
Pittsburgh,Cincinnati
Duke,Penn
Clemson,ETSU
UNI,Evansville
Fairfield,Canisius
Southern Ill.,Illinois St.
Marquette,Villanova
Marshall,Akron
Michigan,Minnesota
Navy,Norfolk St.
North Carolina,Monmouth
Northwestern,Penn St.
Florida A&M,Princeton
South Fla.,Rutgers
DePaul,Syracuse
UTSA,Bowling Green
Albany (NY),Hartford
Brown,American
Baylor,Texas A&M
Auburn,Bethune-Cookman
Binghamton,Maine
Boston College,Rhode Island
CSU Bakersfield,New Mexico St.
Cal Poly,UC Santa Barbara
Cal St. Fullerton,Pacific
Campbell,Coastal Caro.
Columbia,Fairleigh Dickinson
UNCW,Delaware
Fresno St.,Boise St.
Ga. Southern,Brewton-Parker
Georgia St.,Drexel
High Point,Charleston So.
Northern Colo.,Idaho St.
Kennesaw St.,Stetson
Kent St.,Shawnee St.
LSU,Virginia
Jacksonville,Lipscomb
Loyola Maryland,Niagara
Manhattan,Rider
Mercer,FGCU
Miami (FL),UNCG
NJIT,Lafayette
New Hampshire,UMBC
North Florida,Belmont
Northern Ill.,Roosevelt
Ohio,Robert Morris
James Madison,Old Dominion
Liberty,Presbyterian
Marist,Saint Peter's
Sam Houston St.,Jarvis Christian
Southeast Mo. St.,Jacksonville St.
Tennessee,Chattanooga
The Citadel,UVa-Wise
Towson,Northeastern
UC Irvine,Long Beach St.
UC Riverside,CSUN
Radford,UNC Asheville
Hofstra,VCU
VMI,Gardner-Webb
Vanderbilt,Miami (OH)
Stony Brook,Vermont
George Mason,William & Mary
Wake Forest,Wofford
Air Force,Johnson & Wales (CO)
Jackson St.,Alabama A&M
Grambling,Alabama St.
Texas Southern,Alcorn
Army West Point,Longwood
Dartmouth,Bucknell
Maryland,Cornell
Creighton,Drake
Florida,UAB
Georgia Tech,Alabama
Fordham,Harvard
IUPUI,UMKC
Siena,Iona
Little Rock,Kentucky
Lehigh,UMES
St. John's (NY),Louisville
Western Mich.,Milwaukee
Mississippi Val.,Ark.-Pine Bluff
Missouri,Oklahoma
N.C. A&T,Carver
New Mexico,Houston Baptist
Ohio St.,Nebraska
Ole Miss,SMU
Oakland,Oral Roberts
UTRGV,Oswego St.
San Francisco,Morgan St.
Arkansas,Savannah St.
Seton Hall,UConn
South Carolina,South Carolina St.
Prairie View,Southern U.
Fort Wayne,Southern Utah
Toledo,Ind.-Northwest
Utah Valley,Wyoming
Western Ill.,South Dakota
Wisconsin,Michigan St.
Yale,Holy Cross
Ball St.,Florida A&M
Jacksonville,Belmont
Buffalo,Buffalo St.
Colgate,Columbia
Delaware,Hofstra
Drexel,Towson
SIUE,Eastern Ill.
Florida St.,Auburn
Georgetown,Marquette
Howard,Coppin St.
Missouri St.,Illinois St.
UNI,Indiana St.
Iowa St.,Texas
Kansas,Kansas St.
Kennesaw St.,FGCU
La Salle,Xavier
A&M-Corpus Christi,Lamar University
Marshall,UTEP
Mercer,Stetson
Minnesota,Iowa
Murray St.,Eastern Ky.
NC State,Delaware St.
North Dakota,Mayville St.
North Florida,Lipscomb
Northeastern,UNCW
Northwestern,Illinois
Cincinnati,Notre Dame
Old Dominion,George Mason
Lafayette,Penn
Charlotte,Richmond
Texas St.,SFA
Duquesne,Saint Joseph's
Dayton,Saint Louis
Bradley,Southern Ill.
Southern Miss.,East Carolina
St. Bonaventure,George Washington
Providence,Syracuse
TCU,Rice
Temple,Duke
Memphis,Tennessee
Oklahoma St.,Texas Tech
UCF,Tulane
Houston,Tulsa
ETSU,USC Upstate
UT Arlington,Southeastern La.
UTSA,Nicholls St.
VCU,Georgia St.
Rutgers,West Virginia
Evansville,Wichita St.
William & Mary,James Madison
Grambling,Alabama A&M
Jackson St.,Alabama St.
UMBC,Albany (NY)
Prairie View,Alcorn
UCLA,Arizona
Arkansas St.,Denver
CSU Bakersfield,UNLV
Long Beach St.,Cal Poly
UC Santa Barbara,Cal St. Fullerton
Charleston So.,Campbell
Saint Peter's,Canisius
Central Conn. St.,Saint Francis (PA)
Chattanooga,Western Caro.
Colorado,Washington
Elon,Ga. Southern
Fairleigh Dickinson,Wagner
Fla. Atlantic,La.-Monroe
Utah St.,Fresno St.
Furman,The Citadel
Presbyterian,High Point
Fort Wayne,IUPUI
Cleveland St.,Ill.-Chicago
Sacred Heart,LIU Brooklyn
Western Ky.,Louisiana
Youngstown St.,Loyola Chicago
Loyola Maryland,Manhattan
Loyola Marymount,BYU
Massachusetts,Fordham
Indiana,Michigan
Troy,Middle Tenn.
Idaho St.,Montana St.
Jacksonville St.,Morehead St.
Monmouth,Mt. St. Mary's
Idaho,Nevada
Hartford,New Hampshire
Oral Roberts,North Dakota St.
Oregon,Stanford
Oregon St.,California
Gonzaga,Pepperdine
DePaul,Pittsburgh
Portland St.,Northern Ariz.
Penn St.,Purdue
St. Francis Brooklyn,Quinnipiac
Winthrop,Radford
Bryant,Robert Morris
Samford,Appalachian St.
San Diego,Saint Mary's (CA)
San Diego St.,San Diego Christian
Portland,Santa Clara
South Alabama,North Texas
Southern Utah,South Dakota St.
Villanova,South Fla.
UT Martin,Southeast Mo. St.
Southern California,Arizona St.
Texas Southern,Southern U.
Binghamton,Stony Brook
Tennessee Tech,Tennessee St.
Pacific,UC Irvine
UC Davis,UC Riverside
UNC Asheville,VMI
UNCG,Davidson
Vermont,Boston U.
Utah,Washington St.
Eastern Wash.,Weber St.
Oakland,Western Ill.
Wofford,Col. of Charleston
Belmont,Lipscomb
Wright St.,Butler
Air Force,Chicago St.
Detroit Mercy,Valparaiso
Siena,Fairfield
Iona,Niagara
Rider,Marist
Miami (OH),Akron
Georgia,Alabama
Alabama A&M,Ark.-Pine Bluff
Alabama St.,Mississippi Val.
Cornell,Albright
Alcorn,Jackson St.
American,Colgate
Arkansas St.,North Texas
Army West Point,Bucknell
CSU Bakersfield,UTRGV
Cal Poly,Cal St. Fullerton
Presbyterian,Campbell
Central Conn. St.,Robert Morris
Central Mich.,Toledo
Chattanooga,Appalachian St.
Cincinnati,St. John's (NY)
Charleston So.,Coastal Caro.
Furman,Col. of Charleston
Colorado,Washington St.
Bradley,Creighton
Davidson,Ga. Southern
William & Mary,Delaware
South Alabama,Denver
Drake,UNI
ETSU,Mercer
Houston Baptist,Eastern Ill.
Eastern Ky.,Southeast Mo. St.
Fairleigh Dickinson,Mt. St. Mary's
Little Rock,Fla. Atlantic
N.C. Central,Florida A&M
Clemson,Florida St.
Idaho,Fresno St.
George Mason,Georgia St.
Georgia Tech,Duke
Hampton,Howard
Harvard,Dartmouth
Gardner-Webb,High Point
UNCW,Hofstra
UTEP,Houston
Oakland,IUPUI
Youngstown St.,Ill.-Chicago
Illinois,Nebraska
Illinois St.,Evansville
Indiana St.,Missouri St.
Iowa,Ohio St.
Texas A&M,Iowa St.
Stetson,Jacksonville
James Madison,Northeastern
Oklahoma,Kansas
Buffalo,Kent St.
Kentucky,South Carolina
LSU,Ole Miss
FIU,La.-Monroe
Lamar University,Central Ark.
Holy Cross,Lehigh
CSUN,Long Beach St.
Middle Tenn.,Louisiana
Cleveland St.,Loyola Chicago
Loyola Maryland,Canisius
Rice,Marshall
A&M-Corpus Christi,McNeese
UAB,Memphis
Virginia,Miami (FL)
Milwaukee,Green Bay
Arkansas,Mississippi St.
Kansas St.,Missouri
Idaho St.,Montana
Austin Peay,Murray St.
N.C. A&T,Bethune-Cookman
Longwood,NJIT
Navy,Lafayette
Louisiana Tech,New Mexico St.
Norfolk St.,UMES
North Carolina,Boston College
New Mexico,North Dakota
Southern Utah,North Dakota St.
FGCU,North Florida
Eastern Wash.,Northern Ariz.
Northern Ill.,Eastern Mich.
Louisville,Notre Dame
Bowling Green,Ohio
Old Dominion,Towson
Colorado St.,Omaha
Oral Roberts,South Dakota St.
Oregon St.,Stanford
Portland,Pepperdine
Portland St.,Weber St.
Quinnipiac,LIU Brooklyn
Rhode Island,Richmond
SFA,Southeastern La.
Sacramento St.,Northern Colo.
Sacred Heart,St. Francis Brooklyn
Bryant,Saint Francis (PA)
Saint Joseph's,Charlotte
Saint Louis,George Washington
The Citadel,Samford
San Diego,Loyola Marymount
BYU,San Francisco
Gonzaga,Santa Clara
Savannah St.,Coppin St.
Providence,Seton Hall
South Carolina St.,Morgan St.
Southern U.,Grambling
Duquesne,St. Bonaventure
Syracuse,Marquette
Temple,Dayton
Tennessee,Florida
Jacksonville St.,Tennessee St.
Tennessee Tech,Morehead St.
Texas,Oklahoma St.
Texas Southern,Prairie View
Northwestern St.,Texas St.
Texas Tech,Baylor
Tulane,Southern Miss.
Tulsa,SMU
UC Davis,UC Irvine
Pacific,UC Riverside
East Carolina,UCF
UCLA,Arizona St.
Rutgers,UConn
Maine,UMBC
UMKC,South Dakota
UNC Asheville,Liberty
USC Upstate,Kennesaw St.
UT Arlington,Nicholls St.
UT Martin,SIUE
Utah St.,Nevada
Utah Valley,Seattle U
Winthrop,VMI
Vanderbilt,Auburn
Wake Forest,Virginia Tech
Monmouth,Wagner
Utah,Washington
West Virginia,Georgetown
Fort Wayne,Western Ill.
Western Ky.,Troy
Ball St.,Western Mich.
Southern Ill.,Wichita St.
Western Caro.,Wofford
Fordham,Xavier
Boston U.,Binghamton
Elon,Columbia
Detroit Mercy,Butler
Manhattan,Fairfield
Penn St.,Indiana
Marist,Iona
La Salle,Massachusetts
Michigan,Wisconsin
Minnesota,Purdue
NC State,Maryland
Siena,Niagara
Johnson & Wales (CO),Omaha
Oregon,California
Saint Peter's,Rider
Hawaii,San Jose St.
Southern California,Arizona
Stony Brook,Albany (NY)
Princeton,TCNJ
Sam Houston St.,UTSA
Drexel,VCU
Wright St.,Valparaiso
Hartford,Vermont
Villanova,DePaul
Yale,St. Joseph's (L.I.)
Alabama St.,Ark.-Pine Bluff
Alcorn,Grambling
ETSU,Kennesaw St.
Arkansas St.,Fla. Atlantic
Georgetown,Cincinnati
James Madison,Hampton
FGCU,Jacksonville
Alabama A&M,Mississippi Val.
N.C. A&T,Florida A&M
N.C. Central,Bethune-Cookman
Norfolk St.,Howard
Stetson,North Florida
Oklahoma St.,Oklahoma
Saint Mary's (CA),San Francisco
Savannah St.,Morgan St.
South Carolina St.,Coppin St.
Southern U.,Jackson St.
USC Upstate,Mercer
Air Force,UTRGV
UConn,West Virginia
Wyoming,Idaho St.
CSU Bakersfield,NJIT
Drake,Bradley
Florida,Georgia
Virginia Tech,Florida St.
Gardner-Webb,Charleston So.
Monmouth,Harvard
Indiana St.,Evansville
Kansas St.,Baylor
Penn,La Salle
Providence,Louisville
North Carolina,Miami (FL)
Michigan St.,Iowa
Notre Dame,South Fla.
Illinois,Ohio St.
San Diego St.,Chicago St.
Seton Hall,DePaul
Southeastern La.,Champion Chris.
Missouri St.,Southern Ill.
Toledo,Ball St.
Creighton,UNI
VMI,Liberty
South Carolina,Vanderbilt
Washington,Seattle U
Wichita St.,Illinois St.
Albany (NY),New Hampshire
Lafayette,Army West Point
Bowling Green,Akron
Bucknell,Colgate
Eastern Mich.,Central Mich.
Colorado St.,Denver
George Washington,Rhode Island
NC State,Georgia Tech
Kent St.,Miami (OH)
Auburn,Kentucky
Alabama,LSU
Lehigh,American
Brown,Longwood
Maine,Boston U.
Marquette,St. John's (NY)
UAB,Marshall
Maryland,Wake Forest
Massachusetts,Charlotte
McNeese,Lamar University
Memphis,Southern Miss.
Michigan,Northwestern
Iowa St.,Missouri
Holy Cross,Navy
Hofstra,Northeastern
Nicholls St.,Northwestern St.
Ohio,Buffalo
Delaware,Old Dominion
Ole Miss,Arkansas
Nebraska,Penn St.
Pittsburgh,Rutgers
SMU,Rice
Central Ark.,SFA
Saint Joseph's,Fordham
St. Bonaventure,Dayton
UMBC,Stony Brook
Villanova,Syracuse
Saint Louis,Temple
Tennessee St.,Morehead St.
Texas,Texas A&M
Texas Tech,Kansas
Tulsa,UTEP
UCF,Houston
UT Arlington,Sam Houston St.
TCU,UTRGV
UTSA,A&M-Corpus Christi
Western Mich.,Northern Ill.
Towson,William & Mary
Xavier,Duquesne
Appalachian St.,Furman
Mt. St. Mary's,Central Conn. St.
Boston College,Clemson
Coastal Caro.,Gardner-Webb
California,Colorado
Davidson,Western Caro.
Green Bay,Detroit Mercy
Drexel,George Mason
Eastern Ill.,UT Martin
Austin Peay,Eastern Ky.
The Citadel,Elon
Fresno St.,Hawaii
Georgia St.,UNCW
High Point,Winthrop
Houston Baptist,Crowley's Ridge
IUPUI,Southern Utah
Louisiana Tech,Idaho
Iona,Manhattan
LIU Brooklyn,Fairleigh Dickinson
La.-Monroe,Little Rock
Louisiana,South Alabama
FIU,Middle Tenn.
Milwaukee,Wright St.
Indiana,Minnesota
St. Francis Brooklyn,Monmouth
Northern Ariz.,Montana
Weber St.,Montana St.
Murray St.,Jacksonville St.
Nevada,San Jose St.
North Dakota,Valley City St.
North Dakota St.,UMKC
Arizona St.,Oregon
Arizona,Oregon St.
CSUN,Pacific
Pepperdine,Loyola Marymount
Northern Colo.,Portland St.
Charleston So.,Presbyterian
Robert Morris,Quinnipiac
Liberty,Radford
Siena,Rider
Sacramento St.,Eastern Wash.
Saint Francis (PA),Sacred Heart
Saint Mary's (CA),Gonzaga
Ga. Southern,Samford
Santa Clara,San Diego
San Francisco,Portland
South Dakota St.,South Dakota
Southeast Mo. St.,SIUE
Stanford,Utah
Mississippi St.,Tennessee
Long Beach St.,UC Davis
UC Irvine,Cal Poly
UC Riverside,UC Santa Barbara
Campbell,UNC Asheville
Col. of Charleston,UNCG
New Mexico St.,Utah St.
VCU,James Madison
Vermont,Binghamton
Duke,Virginia
Wagner,Bryant
Western Ill.,Oral Roberts
North Texas,Western Ky.
Purdue,Wisconsin
Chattanooga,Wofford
Canisius,Marist
Butler,Cleveland St.
Evansville,Drake
Illinois St.,Creighton
Southern Ill.,Indiana St.
Fairfield,Loyola Maryland
Mercer,Kennesaw St.
Niagara,Saint Peter's
Columbia,Penn
Cornell,Princeton
South Fla.,Seton Hall
UNI,Missouri St.
Seattle U,Utah Valley
Valparaiso,Youngstown St.
Wichita St.,Bradley
Southeastern La.,A&M-Corpus Christi
Alabama St.,Alabama A&M
Albany (NY),Maine
American,Holy Cross
Navy,Army West Point
Austin Peay,Jacksonville St.
Ball St.,Eastern Mich.
Baylor,Oklahoma St.
Belmont,Stetson
Bethune-Cookman,South Carolina St.
Boise St.,Air Force
Boston College,Virginia Tech
Lafayette,Bucknell
Miami (OH),Buffalo
CSU Bakersfield,Cal St. Fullerton
California,Utah
Campbell,Gardner-Webb
Northwestern St.,Central Ark.
Wagner,Central Conn. St.
Northern Ill.,Central Mich.
Samford,Chattanooga
Cincinnati,Villanova
Coastal Caro.,Presbyterian
NJIT,Cobleskill St.
Stanford,Colorado
Appalachian St.,Davidson
Delaware St.,UMES
UNCW,Drexel
Rhode Island,Duquesne
Jacksonville,ETSU
Southeast Mo. St.,Eastern Ill.
Morehead St.,Eastern Ky.
Northern Colo.,Eastern Wash.
Col. of Charleston,Elon
St. Francis Brooklyn,Fairleigh Dickinson
South Carolina,Florida
Fresno St.,San Jose St.
Western Caro.,Furman
James Madison,George Mason
Georgia St.,Towson
Loyola Marymount,Gonzaga
Coppin St.,Hampton
Harvard,George Washington
IUPUI,Oral Roberts
Ill.-Chicago,Loyola Chicago
Kansas,Iowa St.
Oklahoma,Kansas St.
Kent St.,Bowling Green
LIU Brooklyn,Monmouth
Arkansas,LSU
Dayton,La Salle
Colgate,Lehigh
Lipscomb,FGCU
Arkansas St.,Little Rock
Dartmouth,Longwood
Louisiana,FIU
Louisville,DePaul
Manhattan,Siena
Marshall,UCF
Texas St.,McNeese
Houston,Memphis
Iowa,Michigan
Northwestern,Michigan St.
Fla. Atlantic,Middle Tenn.
Milwaukee,Detroit Mercy
Mississippi St.,Alabama
Mississippi Val.,Alcorn
Missouri,Texas
Weber St.,Montana
Mt. St. Mary's,Bryant
Howard,N.C. A&T
Wake Forest,NC State
Nevada,Hawaii
New Mexico St.,Idaho
Morgan St.,Norfolk St.
Florida St.,North Carolina
North Dakota St.,South Dakota
La.-Monroe,North Texas
Northern Ariz.,Montana St.
Notre Dame,UConn
Fort Wayne,Oakland
Akron,Ohio
Old Dominion,Hofstra
Auburn,Ole Miss
Briar Cliff (IA),Omaha
Arizona,Oregon
Arizona St.,Oregon St.
Long Beach St.,Pacific
Cornell,Penn
San Francisco,Pepperdine
Marquette,Pittsburgh
Jackson St.,Prairie View
Columbia,Princeton
Saint Francis (PA),Quinnipiac
VMI,Radford
Robert Morris,Sacred Heart
UTEP,SMU
Sacramento St.,Idaho St.
Massachusetts,Saint Joseph's
Charlotte,Saint Louis
Saint Mary's (CA),Portland
Nicholls St.,Sam Houston St.
BYU,Santa Clara
Florida A&M,Savannah St.
Troy,South Alabama
South Dakota St.,UMKC
Southern Miss.,UAB
Ark.-Pine Bluff,Southern U.
Xavier,St. Bonaventure
Boston U.,Stony Brook
Syracuse,Providence
Colorado St.,TCU
Richmond,Temple
Tennessee,Kentucky
Tennessee St.,SIUE
Murray St.,Tennessee Tech
Grambling,Texas Southern
Texas A&M,Texas Tech
Western Mich.,Toledo
Tulane,Rice
East Carolina,Tulsa
CSUN,UC Davis
UC Santa Barbara,UC Irvine
UC Riverside,Cal Poly
High Point,UNC Asheville
The Citadel,UNCG
San Diego St.,UNLV
North Florida,USC Upstate
Lamar University,UT Arlington
SFA,UTSA
Louisiana Tech,Utah St.
Delaware,VCU
Vanderbilt,Georgia
New Hampshire,Vermont
West Virginia,Rutgers
Western Ill.,Southern Utah
Northeastern,William & Mary
Liberty,Winthrop
Wofford,Ga. Southern
Green Bay,Wright St.
Wyoming,New Mexico
Yale,Brown
Binghamton,Hartford
Butler,Youngstown St.
Canisius,Saint Peter's
Creighton,Southern Ill.
Drake,Illinois St.
Clemson,Duke
Missouri St.,Evansville
St. John's (NY),Georgetown
Maryland,Georgia Tech
Ohio St.,Indiana
Iona,Loyola Maryland
Penn St.,Minnesota
Niagara,Marist
Southern California,UCLA
Chicago St.,St. Francis (IL)
Bradley,UNI
Valparaiso,Cleveland St.
Washington,Washington St.
Denver,Western Ky.
Indiana St.,Wichita St.
Wisconsin,Nebraska
Boston U.,Albany (NY)
Ark.-Pine Bluff,Alcorn
Belmont,FGCU
Seattle U,Eastern Wash.
Fairfield,Rider
Fairleigh Dickinson,Longwood
Florida A&M,South Carolina St.
Morgan St.,Hampton
Howard,N.C. Central
Kansas,Baylor
Lipscomb,Stetson
Marquette,Louisville
Mississippi Val.,Southern U.
Missouri,Texas A&M
Coppin St.,Norfolk St.
North Florida,ETSU
Rutgers,Notre Dame
Portland St.,Idaho St.
Grambling,Prairie View
San Diego,BYU
Bethune-Cookman,Savannah St.
Stony Brook,New Hampshire
Syracuse,Pittsburgh
Austin Peay,Tennessee St.
Jackson St.,Texas Southern
Jacksonville,USC Upstate
Utah Valley,St. Mary (KS)
Vermont,Maine
Colorado St.,Boise St.
Winthrop,Campbell
Florida St.,Maryland
DePaul,Georgetown
Radford,High Point
Kentucky,Arkansas
LSU,Auburn
Michigan,Michigan St.
Nevada,Omaha
North Dakota,North Dakota St.
Pacific,CSU Bakersfield
Purdue,Iowa
Oklahoma,Texas Tech
Hartford,UMBC
UNC Asheville,Coastal Caro.
Western Caro.,Toccoa Falls
Navy,American
Army West Point,Colgate
Miami (OH),Bowling Green
Buffalo,Akron
Central Ark.,Nicholls St.
Central Mich.,Ball St.
Missouri St.,Creighton
George Mason,Delaware
Southern Ill.,Drake
Hofstra,Drexel
UTEP,East Carolina
Evansville,Bradley
Fresno St.,Cal St. San Marcos
George Washington,Richmond
Northeastern,Georgia St.
Nebraska,Indiana
Illinois St.,Indiana St.
Iowa St.,Oklahoma St.
UNCW,James Madison
Kansas St.,Texas
Charlotte,Kennesaw St.
Lehigh,Bucknell
West Virginia,Marshall
Duquesne,Massachusetts
McNeese,Southeastern La.
UCF,Memphis
Miami (FL),Clemson
Ole Miss,Mississippi St.
Morehead St.,Murray St.
Ohio,Kent St.
Towson,Old Dominion
Fordham,Rhode Island
Rice,UAB
SMU,Houston
Xavier,Saint Joseph's
New Mexico,San Diego St.
Villanova,Seton Hall
South Fla.,St. John's (NY)
Temple,La Salle
Georgia,Tennessee
Sam Houston St.,Texas St.
Toledo,Northern Ill.
Tulsa,Tulane
Cal St. Fullerton,UC Riverside
UConn,Cincinnati
UNLV,TCU
A&M-Corpus Christi,UT Arlington
UTSA,Northwestern St.
Eastern Mich.,Western Mich.
UNI,Wichita St.
Wisconsin,Northwestern
Air Force,Wyoming
Utah,Arizona
SIUE,Austin Peay
Cal Poly,Long Beach St.
Radford,Campbell
Central Conn. St.,Bryant
Colorado,Arizona St.
Davidson,Col. of Charleston
La.-Monroe,Denver
Duke,Wake Forest
Eastern Ky.,UT Martin
Elon,Samford
Saint Peter's,Fairfield
Troy,Fla. Atlantic
Furman,Ga. Southern
Winthrop,Gardner-Webb
Georgia Tech,Virginia
VMI,High Point
Holy Cross,Lafayette
South Dakota,IUPUI
Ill.-Chicago,Butler
Penn St.,Illinois
LIU Brooklyn,Mt. St. Mary's
Little Rock,Louisiana
Loyola Chicago,Valparaiso
Loyola Maryland,Siena
BYU,Loyola Marymount
Maine,Hartford
Middle Tenn.,Arkansas St.
Montana,Northern Colo.
NC State,Boston College
NJIT,Houston Baptist
New Hampshire,Boston U.
Canisius,Niagara
Virginia Tech,North Carolina
Weber St.,Northern Ariz.
Southern Utah,Oakland
Oral Roberts,Fort Wayne
Oregon St.,UCLA
Saint Mary's (CA),Pepperdine
Sacred Heart,Quinnipiac
Fairleigh Dickinson,Robert Morris
Montana St.,Sacramento St.
Monmouth,Saint Francis (PA)
Portland,San Diego
Gonzaga,San Francisco
San Jose St.,New Mexico St.
South Alabama,FIU
Oregon,Southern California
Eastern Ill.,Tennessee St.
