Winner,Loser
UTEP,Auburn
Hawaii,Clemson
Kansas State,Long Beach State
Xavier,Southern Illinois
BYU,Cal State San Marcos
Georgia,Winthrop
Illinois,Minnesota
Loyola Marymount,Vanguard
Wisconsin,Nebraska
North Texas,New Orleans
Notre Dame,Pitt
Saint Louis,Texas Southern
Southern Miss,Belhaven (MS)
St. John's (NY),Providence
Texas Tech,Cal State Bakersfield
Virginia,Maryland-Eastern Shore
Western Illinois,Eureka
Arkansas,Charlotte
Jacksonville State,Arkansas-Pine Bluff
Baylor,Mississippi State
Wichita State,Bradley
Loyola (MD),Bucknell
Canisius,Binghamton
Charleston Southern,Erskine
Quinnipiac,Colgate
Colorado,New Orleans
Missouri State,Creighton
Drake,Indiana State
Drexel,Fairfield
Duquesne,Bowling Green State
Siena,Florida Atlantic
Alabama-Birmingham,George Washington
Gonzaga,Portland
Houston,North Carolina A&T
Purdue,Iowa
Kentucky,Lamar
Lafayette,Monmouth
Georgetown,Louisville
Marist,Columbia
Maryland,Albany (NY)
Michigan State,Indiana
Oral Roberts,UMKC
Montana,Portland State
Eastern Washington,Montana State
Nevada,Cedarville
UNLV,Central Arkansas
New Mexico,New Mexico State
Niagara,UMBC
NJIT,Fairleigh Dickinson
North Dakota State,Oakland
Ohio State,Northwestern
Oklahoma State,SMU
Presbyterian,Army
Rice,Texas A&M-Corpus Christi
Richmond,Liberty
St. Joseph's,Morgan State
Lehigh,St. Peter's
Sam Houston State,Samford
South Carolina,Wofford
Southern Utah,South Dakota
South Dakota State,Fort Wayne
UConn,South Florida
Southeast Missouri State,Morehead State
Stony Brook,Cornell
Syracuse,Seton Hall
Temple,Buffalo
Colorado State,UTEP
UC-Riverside,UTSA
Texas State,Huston-Tillotson
Cleveland State,Toledo
Tulsa,Mercer
West Virginia,Villanova
Western Carolina,North Carolina-Asheville
Wagner,Air Force
VCU,Akron
Alabama,Jacksonville
Alabama State,Reinhardt
Kent State,Arkansas State
Belmont,Marshall
Harvard,Boston College
Butler,Green Bay
Cal Poly,Hope International
Cal State Fullerton,UC-Davis
UC-Irvine,Cal State Northridge
University of California,USC
UCF,Stetson
Chattanooga,Longwood
Cincinnati,Oklahoma
Colorado State,Jacksonville State
San Jose State,Coppin State
Davidson,Penn
Denver,Troy
East Carolina,North Carolina Central
Eastern Kentucky,Austin Peay
Evansville,Southern Illinois
Florida Gulf Coast,Maine
Fordham,Georgia Tech
Utah Valley,Hampton
Hofstra,Iona
UIC,Detroit
Illinois State,Northern Iowa
Rhode Island,James Madison
Kansas,Howard
La Salle,Boston University
Western Kentucky,Louisiana-Monroe
LSU,Grambling
Louisiana Tech,Spring Hill
Wright State,Loyola (IL)
Vanderbilt,Marquette
Memphis,Robert Morris
Miami (OH),William & Mary
Michigan,Penn State
Middle Tennessee,Florida International
Mount St. Mary's,American
Sacred Heart,New Hampshire
UNC,Elon
North Carolina State,Campbell
Little Rock,North Texas
Northern Arizona,Sacramento State
Fresno State,Pacific
Pepperdine,San Francisco
Rutgers,Florida
Saint Mary's (CA),BYU
Santa Clara,Eastern Michigan
Seattle,Omaha
Southern,Loyola (LA)
Southern Illinois-Edwardsville,Tennessee Tech
Southern Miss,Alcorn State
St. Francis (NY),Brown
Stanford,UCLA
Tennessee,Citadel
Tennessee State,UT-Martin
Texas A&M,Arkansas Tech
UTEP,Arkansas-Pine Bluff
Texas-Arlington,Texas-Rio Grande Valley
Milwaukee,Valparaiso
Wake Forest,Yale
Washington,Oregon State
Oregon,Washington State
Weber State,Idaho State
Air Force,Eastern Michigan
Arkansas,Texas Southern
Auburn,Georgia Southern
Manhattan,Binghamton
Cal State Bakersfield,Pomona-Pitzer
UCF,Rhode Island
Chattanooga,Utah Valley
George Mason,College of Charleston
Columbia,Lafayette
Coppin State,Omaha
Dayton,Ole Miss
Temple,Delaware
Duke,Western Michigan
Murray State,Eastern Illinois
Princeton,Florida State
Georgia,Delaware State
Hampton,Longwood
Hawaii,South Carolina State
Houston,Texas State
IUPUI,Western Illinois
James Madison,Stetson
LIU-Brooklyn,NJIT
UMass,Central Connecticut
Miami (FL),Appalachian State
Southern Utah,UMKC
Montana,Eastern Washington
Montana State,Portland State
Mercer,Navy
St. Bonaventure,Niagara
North Carolina-Wilmington,Furman
North Dakota State,Fort Wayne
North Florida,Palm Beach Atlantic
Ohio,Kennesaw State
Missouri,Old Dominion
Richmond,North Carolina-Greensboro
San Diego State,Redlands
Wagner,Santa Clara
San Jose State,Seattle
Seton Hall,West Virginia
Oral Roberts,South Dakota
South Dakota State,Oakland
Stephen F. Austin,Texas-Tyler
Stony Brook,Rider
Texas Tech,Southeastern Louisiana
Northeastern,Vermont
Virginia,Towson
Alabama-Birmingham,Alabama A&M
Arizona,Arizona State
Army,St. Francis (NY)
Ball State,Chicago State
Boise State,Idaho
BYU,San Diego
Lehigh,Bryant
Bucknell,Cornell
Butler,Milwaukee
University of California,UCLA
Charleston Southern,Liberty
Youngstown State,Cleveland State
Colorado,Utah
UConn,St. John's (NY)
Holy Cross,Dartmouth
Little Rock,Denver
Drexel,Saint Francis (PA)
Duquesne,Houston Baptist
East Carolina,Virginia Wise
Eastern Kentucky,Tennessee State
Florida,Yale
George Washington,Delaware State
Georgetown,Providence
Harvard,St. Joseph's
UNLV,Hawaii
Coastal Carolina,High Point
Wright State,UIC
Indiana,Ohio State
Indiana State,Bradley
Iowa State,Mississippi Valley State
Kansas,North Dakota
Kansas State,Howard
Kentucky,Louisville
La Salle,Hartford
Lamar,Lyon
Louisiana,Florida Atlantic
Arkansas State,Louisiana-Monroe
Detroit,Loyola (IL)
Maryland,Samford
Southern Miss,McNeese State
Memphis,Charlotte
Middle Tennessee,South Alabama
Mississippi State,Utah State
Missouri State,Drake
Morehead State,Austin Peay
Albany (NY),Mount St. Mary's
Michigan State,Nebraska
New Hampshire,Colgate
New Mexico,Saint Louis
New Mexico State,Arkansas-Pine Bluff
North Carolina State,Western Carolina
North Texas,Troy
Northern Colorado,Northern Arizona
Oklahoma,Northwestern State
Virginia Tech,Oklahoma State
Saint Mary's (CA),Pepperdine
Purdue,Illinois
Quinnipiac,Boston University
Gardner-Webb,Radford
Loyola Marymount,San Francisco
South Carolina,South Carolina Upstate
Southern Illinois-Edwardsville,Jacksonville State
SMU,Louisiana Tech
Stanford,USC
Tennessee Tech,UT-Martin
Texas,Rice
Tulsa,Texas Christian
Tulane,Texas-Rio Grande Valley
Valparaiso,Green Bay
Virginia Military Institute,Presbyterian
Washington,Oregon
Washington State,Oregon State
Weber State,Sacramento State
Florida International,Western Kentucky
Creighton,Wichita State
North Carolina-Asheville,Winthrop
Iowa,Wisconsin
Gonzaga,Xavier
Clemson,ETSU
Syracuse,DePaul
Duke,Penn
Fairfield,Canisius
Princeton,Florida A&M
Marquette,Villanova
Akron,Marshall
Michigan,Minnesota
Norfolk State,Navy
UNC,Monmouth
Evansville,Northern Iowa
Northwestern,Penn State
Cincinnati,Pitt
South Florida,Rutgers
Southern Illinois,Illinois State
UTSA,Bowling Green State
Albany (NY),Hartford
Auburn,Bethune-Cookman
Baylor,Texas A&M
Maine,Binghamton
Rhode Island,Boston College
American,Brown
UCSB,Cal Poly
New Mexico State,Cal State Bakersfield
Cal State Fullerton,Pacific
Long Beach State,UC-Irvine
Cal State Northridge,UC-Riverside
Campbell,Coastal Carolina
Citadel,Virginia Wise
Columbia,Fairleigh Dickinson
Fresno State,Boise State
George Mason,William & Mary
Georgia Southern,Brewton-Parker
Georgia State,Drexel
High Point,Charleston Southern
VCU,Hofstra
Lipscomb,Jacksonville
Old Dominion,James Madison
Stetson,Kennesaw State
Kent State,Shawnee State
Presbyterian,Liberty
Virginia,LSU
Niagara,Loyola (MD)
Rider,Manhattan
Marist,St. Peter's
Mercer,Florida Gulf Coast
Miami (FL),North Carolina-Greensboro
UMBC,New Hampshire
NJIT,Lafayette
North Carolina-Wilmington,Delaware
Belmont,North Florida
Idaho State,Northern Colorado
Northern Illinois,Roosevelt
Robert Morris,Ohio
North Carolina-Asheville,Radford
Sam Houston State,Jarvis Christian
Southeast Missouri State,Jacksonville State
Stony Brook,Vermont
Tennessee,Chattanooga
Northeastern,Towson
Vanderbilt,Miami (OH)
Virginia Military Institute,Gardner-Webb
Wofford,Wake Forest
Air Force,Johnson & Wales (CO)
Arkansas,Savannah State
Kentucky,Little Rock
Army,Longwood
Creighton,Drake
Bucknell,Dartmouth
Florida,Alabama-Birmingham
Fordham,Harvard
Alabama,Georgia Tech
Alabama State,Grambling
Iona,Siena
Fort Wayne,Southern Utah
IUPUI,UMKC
Jackson State,Alabama A&M
Lehigh,Maryland-Eastern Shore
Maryland,Cornell
Ole Miss,SMU
Mississippi Valley State,Arkansas-Pine Bluff
Missouri,Oklahoma
New Mexico,Houston Baptist
North Carolina A&T,Carver Bible
Oral Roberts,Oakland
Ohio State,Nebraska
Southern,Prairie View
San Francisco,Morgan State
Seton Hall,UConn
South Carolina,South Carolina State
Louisville,St. John's (NY)
Texas-Rio Grande Valley,SUNY-Oswego
Texas Southern,Alcorn State
Toledo,Indiana-Northwest
Wyoming,Utah Valley
Western Illinois,South Dakota
Western Michigan,Milwaukee
Michigan State,Wisconsin
Yale,Holy Cross
Ball State,Florida A&M
Southern Illinois,Bradley
Buffalo,Buffalo State
UCF,Tulane
Charlotte,Richmond
Cincinnati,Notre Dame
Columbia,Colgate
Dayton,Saint Louis
Delaware,Hofstra
Drexel,Towson
Temple,Duke
St. Joseph's,Duquesne
ETSU,South Carolina Upstate
Wichita State,Evansville
Florida State,Auburn
Georgetown,Marquette
Houston,Tulsa
Coppin State,Howard
Iowa State,Texas
Belmont,Jacksonville
Kansas,Kansas State
Florida Gulf Coast,Kennesaw State
La Salle,Xavier
Penn,Lafayette
Marshall,UTEP
Memphis,Tennessee
Mercer,Stetson
Iowa,Minnesota
Illinois State,Missouri State
Murray State,Eastern Kentucky
North Carolina State,Delaware State
North Dakota,Mayville State
North Florida,Lipscomb
North Carolina-Wilmington,Northeastern
Northern Iowa,Indiana State
Illinois,Northwestern
Oklahoma State,Texas Tech
Syracuse,Providence
West Virginia,Rutgers
Eastern Illinois,Southern Illinois-Edwardsville
Southern Miss,East Carolina
St. Bonaventure,George Washington
Lamar,Texas A&M-Corpus Christi
Texas-Arlington,Southeastern Louisiana
Texas Christian,Rice
UTSA,Nicholls State
Stephen F. Austin,Texas State
Georgia State,VCU
William & Mary,James Madison
UCLA,Arizona
Denver,Arkansas State
Stony Brook,Binghamton
Robert Morris,Bryant
UNLV,Cal State Bakersfield
UC-Riverside,UC-Davis
UCSB,Cal State Fullerton
Central Connecticut,Saint Francis (PA)
Charleston Southern,Campbell
Chattanooga,Western Carolina
Cleveland State,UIC
Colorado,Washington
DePaul,Pitt
Weber State,Eastern Washington
Georgia Southern,Elon
Wagner,Fairleigh Dickinson
Florida Atlantic,Louisiana-Monroe
Furman,Citadel
Gonzaga,Pepperdine
Grambling,Alabama A&M
Hartford,New Hampshire
Nevada,Idaho
Montana State,Idaho State
Indiana,Michigan
Fort Wayne,IUPUI
Alabama State,Jackson State
Morehead State,Jacksonville State
Long Beach State,Cal Poly
BYU,Loyola Marymount
Loyola (MD),Manhattan
Albany (NY),UMBC
UMass,Fordham
Monmouth,Mount St. Mary's
North Carolina-Asheville,Virginia Military Institute
Davidson,North Carolina-Greensboro
Western Illinois,Oakland
George Mason,Old Dominion
Oral Roberts,North Dakota State
Oregon,Stanford
Oregon State,University of California
UC-Irvine,Pacific
Penn State,Purdue
Portland,Santa Clara
Portland State,Northern Arizona
Prairie View,Alcorn State
High Point,Presbyterian
LIU-Brooklyn,Sacred Heart
St. Peter's,Canisius
Appalachian State,Samford
Saint Mary's (CA),San Diego
San Diego State,San Diego Christian
North Texas,South Alabama
Arizona State,USC
South Dakota State,Southern Utah
St. Francis (NY),Quinnipiac
Southeast Missouri State,UT-Martin
Tennessee Tech,Tennessee State
Texas Southern,Southern
Middle Tennessee,Troy
Utah,Washington State
Utah State,Fresno State
Vermont,Boston University
South Florida,Villanova
Louisiana,Western Kentucky
Winthrop,Radford
Wofford,College of Charleston
Youngstown State,Loyola (IL)
Air Force,Chicago State
Lipscomb,Belmont
Valparaiso,Detroit
Iona,Niagara
Rider,Marist
Siena,Fairfield
Butler,Wright State
Alabama A&M,Arkansas-Pine Bluff
Memphis,Alabama-Birmingham
Mississippi Valley State,Alabama State
Alcorn State,Jackson State
American,Colgate
UCLA,Arizona State
Arkansas,Mississippi State
Little Rock,Florida Atlantic
Arkansas State,North Texas
Bucknell,Army
Murray State,Austin Peay
Ball State,Western Michigan
Bowling Green State,Ohio
Creighton,Bradley
BYU,San Francisco
Bryant,Saint Francis (PA)
Buffalo,Kent State
Cal Poly,Cal State Fullerton
Cal State Bakersfield,Texas-Rio Grande Valley
Long Beach State,Cal State Northridge
UC-Irvine,UC-Davis
Central Connecticut,Robert Morris
Central Michigan,Toledo
Coastal Carolina,Charleston Southern
Chattanooga,Appalachian State
St. John's (NY),Cincinnati
Citadel,Samford
Clemson,Florida State
Cleveland State,Loyola (IL)
Colorado,Washington State
Colorado State,Omaha
Cornell,Albright
Davidson,Georgia Southern
Northern Iowa,Drake
Duquesne,St. Bonaventure
UCF,East Carolina
ETSU,Mercer
Eastern Kentucky,Southeast Missouri State
Eastern Washington,Northern Arizona
Mount St. Mary's,Fairleigh Dickinson
North Florida,Florida Gulf Coast
Louisiana-Monroe,Florida International
Xavier,Fordham
College of Charleston,Furman
Gardner-Webb,High Point
George Mason,Georgia State
Alabama,Georgia
Duke,Georgia Tech
Gonzaga,Santa Clara
Hampton,Howard
Harvard,Dartmouth
Hawaii,San Jose State
Holy Cross,Lehigh
Eastern Illinois,Houston Baptist
Idaho,Fresno State
Montana,Idaho State
Illinois,Nebraska
Illinois State,Evansville
Missouri State,Indiana State
Ohio State,Iowa
Western Illinois,Fort Wayne
Jacksonville State,Tennessee State
Northeastern,James Madison
Kansas State,Missouri
Kentucky,South Carolina
Lamar,Central Arkansas
Longwood,NJIT
LSU,Ole Miss
New Mexico State,Louisiana Tech
Notre Dame,Louisville
Loyola (MD),Canisius
Maine,UMBC
Akron,Miami (OH)
Middle Tennessee,Louisiana
Milwaukee,Green Bay
South Dakota,UMKC
Wagner,Monmouth
Lafayette,Navy
New Mexico,North Dakota
Norfolk State,Maryland-Eastern Shore
UNC,Boston College
North Carolina-Asheville,Liberty
Bethune-Cookman,North Carolina A&T
Florida A&M,North Carolina Central
North Carolina-Wilmington,Hofstra
Eastern Michigan,Northern Illinois
Northwestern State,Texas State
Oakland,IUPUI
Kansas,Oklahoma
Old Dominion,Towson
Oral Roberts,South Dakota State
Stanford,Oregon State
UC-Riverside,Pacific
Portland,Pepperdine
Weber State,Portland State
Campbell,Presbyterian
Seton Hall,Providence
LIU-Brooklyn,Quinnipiac
Richmond,Rhode Island
Marshall,Rice
Rutgers,UConn
Northern Colorado,Sacramento State
St. Francis (NY),Sacred Heart
Charlotte,St. Joseph's
Saint Louis,George Washington
Loyola Marymount,San Diego
Savannah State,Coppin State
Denver,South Alabama
Morgan State,South Carolina State
South Carolina Upstate,Kennesaw State
Southern,Grambling
Wichita State,Southern Illinois
North Dakota State,Southern Utah
Stephen F. Austin,Southeastern Louisiana
Stetson,Jacksonville
Syracuse,Marquette
Dayton,Temple
Tennessee,Florida
Southern Illinois-Edwardsville,UT-Martin
Tennessee Tech,Morehead State
Texas,Oklahoma State
Iowa State,Texas A&M
McNeese State,Texas A&M-Corpus Christi
Texas-Arlington,Nicholls State
UTEP,Houston
Texas Southern,Prairie View
Baylor,Texas Tech
Southern Miss,Tulane
SMU,Tulsa
Washington,Utah
Nevada,Utah State
Utah Valley,Seattle
Vanderbilt,Auburn
Virginia,Miami (FL)
Wake Forest,Virginia Tech
West Virginia,Georgetown
Western Carolina,Wofford
Troy,Western Kentucky
Delaware,William & Mary
Winthrop,Virginia Military Institute
Youngstown State,UIC
Boston University,Binghamton
Detroit,Butler
Drexel,VCU
Columbia,Elon
Vermont,Hartford
La Salle,UMass
Manhattan,Fairfield
Iona,Marist
Michigan,Wisconsin
Purdue,Minnesota
North Carolina State,Maryland
University of California,Oregon
Indiana,Penn State
Princeton,TCNJ
Rider,St. Peter's
UTSA,Sam Houston State
Siena,Niagara
Arizona,USC
Stony Brook,Albany (NY)
Villanova,DePaul
Wright State,Valparaiso
Yale,St. Joseph's (NY)
Air Force,Texas-Rio Grande Valley
Mississippi Valley State,Alabama A&M
Alabama State,Arkansas-Pine Bluff
Grambling,Alcorn State
Florida Atlantic,Arkansas State
UConn,West Virginia
ETSU,Kennesaw State
Florida Gulf Coast,Jacksonville
Cincinnati,Georgetown
James Madison,Hampton
Norfolk State,Howard
North Carolina A&T,Florida A&M
North Carolina Central,Bethune-Cookman
Oklahoma State,Oklahoma
Saint Mary's (CA),San Francisco
Savannah State,Morgan State
Coppin State,South Carolina State
Mercer,South Carolina Upstate
Southern,Jackson State
Stetson,North Florida
Wyoming,Idaho State
Cal State Bakersfield,NJIT
Creighton,Northern Iowa
Drake,Bradley
Florida,Georgia
Gardner-Webb,Charleston Southern
Illinois,Ohio State
Indiana State,Evansville
Baylor,Kansas State
Michigan State,Iowa
Missouri State,Southern Illinois
Harvard,Monmouth
UNC,Miami (FL)
Notre Dame,South Florida
La Salle,Penn
Providence,Louisville
San Diego State,Chicago State
Seton Hall,DePaul
Vanderbilt,South Carolina
Southeastern Louisiana,Champion Baptist
Ball State,Toledo
Virginia Military Institute,Liberty
Florida State,Virginia Tech
Washington,Seattle
Wichita State,Illinois State
Alabama,LSU
Marshall,Alabama-Birmingham
Albany (NY),New Hampshire
Kentucky,Auburn
Akron,Bowling Green State
Longwood,Brown
Bucknell,Colgate
Stephen F. Austin,Central Arkansas
UCF,Houston
Colorado State,Denver
Old Dominion,Delaware
Central Michigan,Eastern Michigan
George Washington,Rhode Island
Northeastern,Hofstra
Holy Cross,Navy
Missouri,Iowa State
Kent State,Miami (OH)
Lafayette,Army
Lehigh,American
Boston University,Maine
Marquette,St. John's (NY)
Maryland,Wake Forest
Stony Brook,UMBC
UMass,Charlotte
McNeese State,Lamar
Memphis,Southern Miss
Michigan,Northwestern
Ole Miss,Arkansas
Nebraska,Penn State
Northwestern State,Nicholls State
Georgia Tech,North Carolina State
Ohio,Buffalo
Rutgers,Pitt
St. Joseph's,Fordham
Temple,Saint Louis
Rice,SMU
St. Bonaventure,Dayton
Tennessee State,Morehead State
Texas,Texas A&M
Texas-Arlington,Sam Houston State
Texas Christian,Texas-Rio Grande Valley
Texas A&M-Corpus Christi,UTSA
Kansas,Texas Tech
William & Mary,Towson
Tulsa,UTEP
Syracuse,Villanova
Western Michigan,Northern Illinois
Xavier,Duquesne
Appalachian State,Furman
Arizona,Oregon State
Oregon,Arizona State
Austin Peay,Eastern Kentucky
Boston College,Clemson
Pacific,Cal State Northridge
University of California,Colorado
Cal Poly,UC-Irvine
UC-Riverside,UCSB
North Carolina-Asheville,Campbell
Charleston Southern,Presbyterian
Chattanooga,Wofford
Elon,Citadel
Coastal Carolina,Gardner-Webb
North Carolina-Greensboro,College of Charleston
Davidson,Western Carolina
Drexel,George Mason
Duke,Virginia
Eastern Illinois,UT-Martin
Middle Tennessee,Florida International
Hawaii,Fresno State
Georgia Southern,Samford
Georgia State,North Carolina-Wilmington
Detroit,Green Bay
High Point,Winthrop
Houston Baptist,Crowley's Ridge
Minnesota,Indiana
Manhattan,Iona
Southern Utah,IUPUI
Liberty,Radford
Long Beach State,UC-Davis
LIU-Brooklyn,Fairleigh Dickinson
South Alabama,Louisiana
Little Rock,Louisiana-Monroe
Idaho,Louisiana Tech
Milwaukee,Wright State
Mississippi State,Tennessee
Central Connecticut,Mount St. Mary's
Murray State,Jacksonville State
Nevada,San Jose State
New Mexico State,Utah State
North Dakota,Valley City State
North Dakota State,UMKC
North Texas,Western Kentucky
Montana,Northern Arizona
Portland State,Northern Colorado
Loyola Marymount,Pepperdine
Wisconsin,Purdue
Quinnipiac,Robert Morris
Eastern Washington,Sacramento State
Sacred Heart,Saint Francis (PA)
Saint Mary's (CA),Gonzaga
San Francisco,Portland
San Diego,Santa Clara
Siena,Rider
South Dakota State,South Dakota
Southeast Missouri State,Southern Illinois-Edwardsville
St. Francis (NY),Monmouth
Stanford,Utah
Vermont,Binghamton
VCU,James Madison
Wagner,Bryant
Weber State,Montana State
Oral Roberts,Western Illinois
Cleveland State,Butler
Canisius,Marist
Penn,Columbia
Cornell,Princeton
Drake,Evansville
Loyola (MD),Fairfield
Creighton,Illinois State
Mercer,Kennesaw State
Niagara,St. Peter's
Northern Iowa,Missouri State
Utah Valley,Seattle
South Florida,Seton Hall
Southern Illinois,Indiana State
Valparaiso,Youngstown State
Wichita State,Bradley
Akron,Ohio
Alabama State,Alabama A&M
Albany (NY),Maine
American,Holy Cross
Davidson,Appalachian State
Oregon,Arizona
Arizona State,Oregon State
Arkansas,LSU
Southern,Arkansas-Pine Bluff
Little Rock,Arkansas State
Auburn,Ole Miss
Austin Peay,Jacksonville State
Eastern Michigan,Ball State
Baylor,Oklahoma State
Belmont,Stetson
Bethune-Cookman,South Carolina State
Air Force,Boise State
Boston College,Virginia Tech
Boston University,Stony Brook
BYU,Santa Clara
Cal State Bakersfield,Cal State Fullerton
Cal State Northridge,UC-Davis
University of California,Utah
UC-Riverside,Cal Poly
UCSB,UC-Irvine
Campbell,Gardner-Webb
Saint Louis,Charlotte
Cincinnati,Villanova
North Carolina-Greensboro,Citadel
Coastal Carolina,Presbyterian
Lehigh,Colgate
College of Charleston,Elon
Colorado State,Texas Christian
Princeton,Columbia
Coppin State,Hampton
Penn,Cornell
Dartmouth,Longwood
Dayton,La Salle
VCU,Delaware
Maryland-Eastern Shore,Delaware State
Tulsa,East Carolina
Savannah State,Florida A&M
Middle Tennessee,Florida Atlantic
Florida State,UNC
Fresno State,San Jose State
Georgia State,Towson
Texas Southern,Grambling
Green Bay,Wright State
Harvard,George Washington
North Carolina-Asheville,High Point
Memphis,Houston
North Carolina A&T,Howard
UIC,Loyola (IL)
Iowa,Michigan
Oakland,Fort Wayne
Oral Roberts,IUPUI
Prairie View,Jackson State
ETSU,Jacksonville
George Mason,James Madison
Kansas,Iowa State
Kent State,Bowling Green State
Bucknell,Lafayette
Texas-Arlington,Lamar
Winthrop,Liberty
Florida Gulf Coast,Lipscomb
Long Beach State,Pacific
LIU-Brooklyn,Monmouth
Louisiana,Florida International
North Texas,Louisiana-Monroe
Utah State,Louisiana Tech
Louisville,DePaul
Gonzaga,Loyola Marymount
Manhattan,Siena
Marquette,Pitt
Marshall,UCF
UMass,St. Joseph's
Miami (OH),Buffalo
Milwaukee,Detroit
Mississippi State,Alabama
Mississippi Valley State,Alcorn State
Missouri,Texas
Morehead State,Eastern Kentucky
Norfolk State,Morgan State
Mount St. Mary's,Bryant
Murray State,Tennessee Tech
Army,Navy
Nevada,Hawaii
New Hampshire,Vermont
New Mexico State,Idaho
Sam Houston State,Nicholls State
NJIT,SUNY-Cobleskill
Drexel,North Carolina-Wilmington
North Dakota State,South Dakota
South Carolina Upstate,North Florida
Northeastern,William & Mary
Montana State,Northern Arizona
Northern Colorado,Eastern Washington
Northern Illinois,Central Michigan
Northwestern,Michigan State
Central Arkansas,Northwestern State
UConn,Notre Dame
Oklahoma,Kansas State
Old Dominion,Hofstra
Duquesne,Rhode Island
Richmond,Temple
Robert Morris,Sacred Heart
Idaho State,Sacramento State
Saint Francis (PA),Quinnipiac
Saint Mary's (CA),Portland
Samford,Chattanooga
San Diego State,UNLV
San Francisco,Pepperdine
Florida,South Carolina
South Dakota State,UMKC
Southeast Missouri State,Eastern Illinois
Southeastern Louisiana,Texas A&M-Corpus Christi
Southern Miss,Alabama-Birmingham
St. Francis (NY),Fairleigh Dickinson
Stanford,Colorado
UTSA,Stephen F. Austin
Syracuse,Providence
Kentucky,Tennessee
Tennessee State,Southern Illinois-Edwardsville
Texas A&M,Texas Tech
UTEP,SMU
Texas State,McNeese State
South Alabama,Troy
Rice,Tulane
Vanderbilt,Georgia
Virginia Military Institute,Radford
Wagner,Central Connecticut
North Carolina State,Wake Forest
Weber State,Montana
West Virginia,Rutgers
Furman,Western Carolina
Southern Utah,Western Illinois
Western Michigan,Toledo
Wofford,Georgia Southern
New Mexico,Wyoming
Xavier,St. Bonaventure
Yale,Brown
Hartford,Binghamton
Bradley,Northern Iowa
Butler,Youngstown State
St. Peter's,Canisius
Chicago State,St. Francis (IL)
Duke,Clemson
Creighton,Southern Illinois
Denver,Western Kentucky
Drake,Illinois State
Wichita State,Indiana State
Iona,Loyola (MD)
Maryland,Georgia Tech
Evansville,Missouri State
Niagara,Marist
Ohio State,Indiana
Minnesota,Penn State
UCLA,USC
Georgetown,St. John's (NY)
Valparaiso,Cleveland State
Washington,Washington State
Wisconsin,Nebraska
Arkansas-Pine Bluff,Alcorn State
Austin Peay,Tennessee State
Belmont,Florida Gulf Coast
Bethune-Cookman,Savannah State
Boston University,Albany (NY)
Norfolk State,Coppin State
Fairfield,Rider
Longwood,Fairleigh Dickinson
Florida A&M,South Carolina State
Prairie View,Grambling
North Carolina Central,Howard
Jackson State,Texas Southern
Jacksonville,South Carolina Upstate
Kansas,Baylor
Lipscomb,Stetson
Marquette,Louisville
Mississippi Valley State,Southern
Missouri,Texas A&M
Morgan State,Hampton
ETSU,North Florida
Portland State,Idaho State
Rutgers,Notre Dame
BYU,San Diego
Seattle,Eastern Washington
Stony Brook,New Hampshire
Syracuse,Pitt
Utah Valley,Saint Mary (KS)
Vermont,Maine
Colorado State,Boise State
Georgetown,DePaul
Florida State,Maryland
Hartford,UMBC
Kentucky,Arkansas
LSU,Auburn
Michigan,Michigan State
Nevada,Omaha
North Carolina-Asheville,Coastal Carolina
North Dakota,North Dakota State
Oklahoma,Texas Tech
Cal State Bakersfield,Pacific
Purdue,Iowa
Radford,High Point
Western Carolina,Toccoa Falls
Campbell,Winthrop
Wyoming,Air Force
Army,Colgate
Buffalo,Akron
Cal State Fullerton,UC-Riverside
Central Arkansas,Nicholls State
UCF,Memphis
Ball State,Central Michigan
Charlotte,Kennesaw State
Cincinnati,UConn
Duquesne,UMass
Eastern Michigan,Western Michigan
Evansville,Bradley
Fordham,Rhode Island
Fresno State,Cal State San Marcos
George Mason,Delaware
George Washington,Richmond
Georgia,Tennessee
Drexel,Hofstra
Illinois State,Indiana State
Iowa State,Oklahoma State
Kansas State,Texas
Bucknell,Lehigh
West Virginia,Marshall
McNeese State,Southeastern Louisiana
Miami (FL),Clemson
Bowling Green State,Miami (OH)
Ole Miss,Mississippi State
Creighton,Missouri State
Murray State,Morehead State
American,Navy
Nebraska,Indiana
UNLV,Texas Christian
San Diego State,New Mexico
James Madison,North Carolina-Wilmington
Northeastern,Georgia State
Wichita State,Northern Iowa
Ohio,Kent State
Alabama-Birmingham,Rice
Sam Houston State,Texas State
South Florida,St. John's (NY)
Drake,Southern Illinois
SMU,Houston
Temple,La Salle
Texas-Arlington,Texas A&M-Corpus Christi
UTEP,East Carolina
UTSA,Northwestern State
Toledo,Northern Illinois
Old Dominion,Towson
Tulsa,Tulane
Villanova,Seton Hall
Wisconsin,Northwestern
Xavier,St. Joseph's
Vanderbilt,Alabama
Louisiana,Little Rock
Loyola Marymount,BYU
Long Beach State,Cal Poly
UCSB,Cal State Northridge
Niagara,Canisius
Central Connecticut,Bryant
Texas-Rio Grande Valley,Chicago State
Colorado,Arizona State
Davidson,College of Charleston
Duke,Wake Forest
Tennessee State,Eastern Illinois
Eastern Kentucky,UT-Martin
Samford,Elon
Robert Morris,Fairleigh Dickinson
Furman,Georgia Southern
Virginia,Georgia Tech
Gonzaga,San Francisco
Louisiana Tech,Hawaii
Lafayette,Holy Cross
Butler,UIC
