Winner,Loser
Florida State,Tulsa
Georgia,Florida A&M
Georgia Southern,Georgia State
Georgia Tech,Fordham
Houston,Prairie View
Washington State,Idaho State
Oakland,IUPUI
Jacksonville State,Tennessee Tech
Kansas,American
Kansas State,UMKC
Lamar,LIU-Brooklyn
Bryant,Lehigh
Long Beach State,Pacific
Louisiana,Little Rock
Louisiana-Monroe,Florida Atlantic
Louisiana Tech,Denver
Louisville,Kentucky
Loyola Marymount,Cal State Bakersfield
Marquette,North Carolina Central
Maryland,Delaware State
Michigan,Central Michigan
Middle Tennessee,Florida International
Milwaukee,Ohio Dominican
Montana State,Northwest Indian College
Mount St. Mary's,UMBC
Valparaiso,Murray State
Nebraska,Nicholls State
South Dakota,Omaha
UNC,UNLV
North Carolina State,Western Michigan
North Dakota State,South Dakota State
UMass,Northern Illinois
Ohio State,Chicago State
Oklahoma,Ohio
Fairfield,Old Dominion
Towson,Oregon State
Penn State,Duquesne
Texas-Rio Grande Valley,Portland
Purdue,William & Mary
Maine,Quinnipiac
Radford,Central Pennsylvania College
Davidson,Richmond
Sam Houston State,Howard Payne
San Diego,Morgan State
San Francisco,Dominican (CA)
Idaho,Seattle
La Salle,Siena
Arkansas State,South Alabama
South Carolina,Presbyterian
South Florida,George Mason
Southeast Missouri State,UT-Martin
Southeastern Louisiana,Spring Hill
Southern Utah,Northern Colorado
Stanford,Lafayette
Syracuse,Alcorn State
Tennessee,Xavier
Tennessee State,Eastern Illinois
Texas,Rice
Texas A&M,Army
Stephen F. Austin,Texas A&M-Corpus Christi
Texas-Arlington,New Mexico State
Utah State,UTSA
San Jose State,Texas State
Toledo,UIC
Butler,Vanderbilt
College of Charleston,Vermont
VCU,Fairleigh Dickinson
Wagner,Penn
Weber State,University of the Southwest
Western Illinois,Fort Wayne
Western Kentucky,North Texas
Wisconsin,Samford
Youngstown State,Marygrove
Akron,Princeton
Tulane,Alabama
Appalachian State,Milligan
Cornell,Binghamton
Boise State,Corban
Cal State Bakersfield,North Carolina A&T
Coastal Carolina,Greensboro
Colgate,New Hampshire
Detroit,Canisius
Fresno State,Sonoma State
George Washington,Sacred Heart
Green Bay,Illinois-Springfield
Hawaii,Cal State Northridge
Indiana State,Illinois State
Kent State,Fairmont State
Memphis,Loyola (MD)
Miami (OH),Wilmington (OH)
Alabama A&M,Mississippi State
Missouri State,Southern Illinois
Morehead State,Union (KY)
St. Francis (NY),NJIT
North Carolina-Asheville,Bluefield College (VA)
Saint Mary's (CA),Yale
South Carolina Upstate,Coastal Georgia
USC,Dayton
SMU,Furman
Texas Christian,Mississippi Valley State
Virginia,Wofford
West Virginia,Eastern Kentucky
Wichita State,Northern Iowa
Winthrop,Hampton
Wright State,Mount St. Joseph
Albany (NY),Brown
Boston College,Dartmouth
Central Arkansas,Central Baptist
Delaware,Rider
St. Joseph's,Drexel
Elon,Manchester
Fordham,Monmouth
Army,Houston Baptist
Indiana,Iowa
Jacksonville,Northern Kentucky
Kansas State,South Dakota
Florida Gulf Coast,Kennesaw State
Fairleigh Dickinson,Longwood
Louisiana Tech,New Mexico State
College of Charleston,Marist
Mercer,Stetson
Middle Tennessee,North Texas
Minnesota,Michigan State
Omaha,UMKC
North Carolina State,North Carolina-Greensboro
North Florida,Lipscomb
Northwestern State,LeTourneau
Oklahoma,Texas A&M-Corpus Christi
Gonzaga,Oklahoma State
Oregon,Nevada
Oregon State,Texas-Rio Grande Valley
Cincinnati,Pitt
Saint Louis,New Mexico
Saint Mary's (CA),Harvard
Southern Miss,William Carey
Iona,St. Bonaventure
Syracuse,Central Connecticut
Temple,Bowling Green State
Jacksonville State,UT-Martin
Denver,Texas-Arlington
San Jose State,UTSA
Utah State,Texas State
Texas Tech,Florida A&M
Chicago State,Toledo
Liberty,Western Carolina
Clemson,Citadel
Florida Atlantic,Hofstra
Iowa State,Yale
Stony Brook,Manhattan
Marquette,UConn
Maryland,IUPUI
Presbyterian,Montreat
Akron,Coppin State
Alabama A&M,Grambling
Alabama-Birmingham,Georgia Southern
Alabama State,Jackson State
Albany (NY),UMBC
Alcorn State,Prairie View
Arizona State,Utah
Arkansas-Pine Bluff,Mississippi Valley State
Auburn,Florida State
Ball State,Norfolk State
Butler,Penn
South Florida,UCF
Charlotte,North Carolina-Asheville
Kent State,Cleveland State
Colorado State,UTEP
Columbia,Colgate
Bucknell,Cornell
Duke,Davidson
Seton Hall,DePaul
Wichita State,Drake
Campbell,East Carolina
VCU,ETSU
Evansville,Missouri State
Florida International,Florida A&M
Drexel,Georgia State
Georgia Tech,Chattanooga
Hartford,Binghamton
UIC,Youngstown State
Creighton,Illinois State
Fort Wayne,Navy
Jacksonville,Lipscomb
Stetson,Kennesaw State
Kentucky,Eastern Michigan
Lafayette,NJIT
Louisville,Providence
Maine,Boston University
Delaware State,Marshall
Mercer,Florida Gulf Coast
Miami (FL),La Salle
UMass,Miami (OH)
Vermont,New Hampshire
North Carolina A&T,Radford
Towson,North Carolina-Wilmington
Northern Kentucky,North Florida
Indiana State,Northern Iowa
Ohio State,Nebraska
James Madison,Old Dominion
Purdue,Illinois
Richmond,Air Force
San Diego State,Cal State Bakersfield
Santa Clara,San Francisco
South Carolina Upstate,Hampton
Southern,Texas Southern
Bradley,Southern Illinois
Wyoming,SMU
Syracuse,Rutgers
Boise State,Texas-Arlington
Tulsa,Buffalo
Loyola (IL),Valparaiso
Vanderbilt,William & Mary
Villanova,St. John's (NY)
Virginia Military Institute,Shenandoah
Wake Forest,Xavier
Western Illinois,Savannah State
North Carolina Central,Winthrop
American,Maryland-Eastern Shore
Arizona,Colorado
Little Rock,Western Kentucky
Arkansas State,Middle Tennessee
BYU,Loyola Marymount
Cal Poly,Long Beach State
UC-Riverside,Cal State Northridge
UCSB,UC-Irvine
Fairfield,Canisius
Denver,Texas State
Detroit,Milwaukee
Eastern Kentucky,Eastern Illinois
Florida Atlantic,Louisiana
Northeastern,George Mason
Hawaii,Cal State Fullerton
Houston,Texas-Rio Grande Valley
North Dakota,Idaho State
Belmont,Jacksonville State
South Alabama,Louisiana-Monroe
Mississippi State,New Orleans
South Dakota State,UMKC
Montana,Eastern Washington
Montana State,Portland State
Morehead State,Southern Illinois-Edwardsville
Fairleigh Dickinson,Mount St. Mary's
UNLV,Chicago State
New Mexico State,UTSA
Niagara,Marist
Nicholls State,Central Arkansas
North Texas,Troy
Northern Arizona,Sacramento State
Michigan,Northwestern
Northwestern State,McNeese State
Oakland,Omaha
Gonzaga,Pepperdine
St. Francis (NY),Quinnipiac
Bryant,Robert Morris
Sacred Heart,LIU-Brooklyn
Saint Francis (PA),Central Connecticut
San Diego,Portland
Idaho,San Jose State
North Dakota State,South Dakota
Southeast Missouri State,Austin Peay
Oral Roberts,Southeastern Louisiana
USC,Stanford
Southern Miss,Dillard
Stephen F. Austin,Lamar
Murray State,UT-Martin
Tennessee State,Tennessee Tech
Texas A&M,Houston Baptist
UCLA,University of California
Utah State,Seattle
Wagner,Monmouth
Weber State,Northern Colorado
Wisconsin,Penn State
Wright State,Green Bay
Alabama A&M,Jackson State
Alabama State,Grambling
Texas Southern,Alcorn State
Georgia,George Washington
Yale,Holy Cross
Loyola (MD),Rider
Ole Miss,Fordham
Rhode Island,Brown
Saint Louis,Savannah State
Manhattan,St. Peter's
Sam Houston State,Texas A&M-Corpus Christi
Iona,Siena
Southern,Prairie View
Memphis,Tennessee
Tulane,Wofford
Valparaiso,Cleveland State
Alabama,Oakland
Arizona,Utah
Arkansas,Delaware State
Arkansas State,Western Kentucky
Columbia,Army
Baylor,Texas
Boise State,Walla Walla
North Carolina State,Boston College
Hartford,Boston University
Butler,New Orleans
Cal Poly,UC-Irvine
Cal State Fullerton,Cal State Northridge
Pacific,UC-Davis
Long Beach State,UCSB
Campbell,Gardner-Webb
Canisius,Marist
UCF,Florida A&M
St. John's (NY),Cincinnati
Western Carolina,Citadel
Florida State,Clemson
College of Charleston,Furman
Colorado State,St. Bonaventure
Howard,Coppin State
Creighton,Indiana State
Colgate,Dartmouth
Davidson,North Carolina-Greensboro
Dayton,Alabama-Birmingham
Detroit,Green Bay
Missouri State,Drake
Towson,Drexel
Duke,Wake Forest
East Carolina,North Carolina Wesleyan
Eastern Kentucky,Southern Illinois-Edwardsville
Princeton,Elon
Evansville,Southern Illinois
Florida Gulf Coast,Jacksonville
Florida International,Louisiana
North Carolina A&T,Georgia Southern
Georgia State,James Madison
Miami (FL),Georgia Tech
Harvard,Rice
Hawaii,UC-Riverside
Idaho State,Northern Colorado
Illinois,Ohio State
Northern Iowa,Illinois State
Fort Wayne,Omaha
Tennessee State,Jacksonville State
Kansas State,Oklahoma State
Kennesaw State,Mercer
La Salle,Penn
North Carolina-Asheville,Liberty
Lipscomb,ETSU
Coastal Carolina,Longwood
LSU,Bethune-Cookman
Youngstown State,Loyola (IL)
Maine,UMBC
Marquette,Georgetown
Maryland,Virginia Tech
UMass,Eastern Michigan
Michigan State,Purdue
Missouri,Bucknell
North Dakota State,UMKC
Montana,Portland State
Montana State,Eastern Washington
Morehead State,Eastern Illinois
St. Joseph's,Morgan State
Mount St. Mary's,Monmouth
UNLV,Cal State Bakersfield
New Mexico State,Texas State
Niagara,Fairfield
Oral Roberts,Nicholls State
Norfolk State,Navy
Louisiana-Monroe,North Texas
Northeastern,North Carolina-Wilmington
Southern Utah,Northern Arizona
South Carolina Upstate,Northern Kentucky
Northwestern State,Lamar
Notre Dame,Seton Hall
Ohio,Marshall
Delaware,Old Dominion
Pepperdine,Portland
Virginia Military Institute,Presbyterian
DePaul,Providence
Quinnipiac,LIU-Brooklyn
Charleston Southern,Radford
Central Connecticut,Robert Morris
Rutgers,Pitt
Sacred Heart,St. Francis (NY)
Bryant,Saint Francis (PA)
Saint Mary's (CA),Loyola Marymount
Chattanooga,Samford
BYU,San Francisco
San Jose State,Seattle
Gonzaga,Santa Clara
Middle Tennessee,South Alabama
South Carolina,South Carolina State
South Dakota,South Dakota State
Murray State,Southeast Missouri State
Southeastern Louisiana,Central Arkansas
University of California,USC
Stephen F. Austin,McNeese State
North Florida,Stetson
Stony Brook,New Hampshire
UT-Martin,Austin Peay
Belmont,Tennessee Tech
Louisiana Tech,Texas-Arlington
Texas Tech,Texas Christian
Troy,Little Rock
UCLA,Stanford
Utah State,Idaho
NJIT,Utah Valley
Vermont,Albany (NY)
VCU,Lehigh
Wagner,Fairleigh Dickinson
Washington,Washington State
Weber State,North Dakota
Oklahoma,West Virginia
Western Illinois,IUPUI
George Mason,William & Mary
High Point,Winthrop
Wright State,Milwaukee
Cornell,American
Arizona State,Colorado
Arkansas-Pine Bluff,Alabama State
Wichita State,Bradley
Denver,UTSA
Southern,Grambling
Iona,Manhattan
Alcorn State,Jackson State
Kansas,Temple
Loyola (MD),St. Peter's
Michigan,Iowa
Minnesota,Northwestern
Mississippi Valley State,Alabama A&M
Wisconsin,Nebraska
Oregon,Oregon State
Texas Southern,Prairie View
Rider,Siena
Syracuse,South Florida
Tulsa,SMU
Virginia,UNC
Florida,Yale
Albany (NY),Binghamton
Notre Dame,Cincinnati
Cleveland State,UIC
Florida Gulf Coast,North Florida
Florida International,Bethune-Cookman
Hampton,James Madison
Hofstra,Georgia State
Southeastern Louisiana,Lamar
South Carolina Upstate,Lipscomb
Nicholls State,McNeese State
ETSU,Northern Kentucky
Indiana,Penn State
Sacramento State,Southern Utah
Northwestern State,Sam Houston State
Stetson,Jacksonville
Western Carolina,Warren Wilson
Arkansas-Pine Bluff,Alabama A&M
Boston University,Vermont
Brown,Niagara
UConn,DePaul
Creighton,Drake
Dartmouth,Army
Northeastern,Drexel
Duke,Clemson
Pitt,Georgetown
Alcorn State,Grambling
Holy Cross,Columbia
Texas-Rio Grande Valley,Houston Baptist
Southern,Jackson State
Lehigh,Muhlenburg
Alabama State,Mississippi Valley State
Missouri,Alabama
Missouri State,Illinois State
North Carolina Central,Virginia-Lynchburg
Lafayette,Penn
Ohio State,Purdue
San Jose State,New Orleans
Savannah State,Allen
Baylor,Texas Tech
Appalachian State,Wofford
Air Force,Nevada
Akron,Western Michigan
Auburn,LSU
Austin Peay,Morehead State
Stony Brook,Binghamton
Cal State Fullerton,Cal State Bakersfield
Washington,University of California
UC-Irvine,Hawaii
UCF,Alabama-Birmingham
Central Michigan,Bowling Green State
Charleston Southern,Winthrop
Charlotte,La Salle
Coastal Carolina,Presbyterian
Delaware,Hofstra
Ball State,Eastern Michigan
Florida,Georgia
Fordham,Duquesne
San Diego State,Fresno State
Gardner-Webb,North Carolina-Asheville
George Washington,St. Bonaventure
Green Bay,Loyola (IL)
Hartford,Maine
Houston,SMU
Minnesota,Illinois
Valparaiso,UIC
Indiana State,Bradley
James Madison,North Carolina-Wilmington
Kansas,Iowa State
Toledo,Kent State
Long Beach State,Cal State Northridge
Campbell,Longwood
Marshall,Tulsa
Florida State,Maryland
UMBC,New Hampshire
Memphis,East Carolina
Northern Illinois,Miami (OH)
Michigan,Nebraska
Mississippi State,South Carolina
Utah Valley,UMKC
Eastern Kentucky,Murray State
New Mexico,UNLV
North Carolina-Greensboro,Lees-McRae
North Carolina State,Georgia Tech
Evansville,Northern Iowa
Ohio,Buffalo
Oklahoma State,Texas Christian
Syracuse,Providence
Radford,High Point
Southern Miss,Rice
Richmond,Rhode Island
Butler,St. Joseph's
Louisville,Seton Hall
Villanova,South Florida
Rutgers,St. John's (NY)
Stanford,Washington State
Ole Miss,Tennessee
West Virginia,Texas
Texas A&M,Arkansas
Towson,William & Mary
UTEP,Tulane
VCU,Dayton
Virginia Military Institute,Liberty
Boston College,Virginia Tech
Wake Forest,Virginia
Western Illinois,Greenville (IL)
Wichita State,Southern Illinois
Wright State,Cleveland State
Boise State,Wyoming
Little Rock,North Texas
Florida International,Arkansas State
Belmont,Southeast Missouri State
BYU,Pepperdine
Bryant,Quinnipiac
UC-Davis,Cal Poly
Stephen F. Austin,Central Arkansas
Central Connecticut,Sacred Heart
Chattanooga,Citadel
Samford,College of Charleston
Colorado,USC
Stetson,ETSU
Tennessee Tech,Eastern Illinois
Eastern Washington,Northern Arizona
Robert Morris,Fairleigh Dickinson
George Mason,Old Dominion
Gonzaga,Saint Mary's (CA)
Denver,Idaho
Michigan State,Iowa
Jacksonville,Kennesaw State
Sam Houston State,Lamar
Wagner,LIU-Brooklyn
South Alabama,Louisiana
Loyola Marymount,Santa Clara
Rider,Manhattan
Iona,Marist
McNeese State,Texas A&M-Corpus Christi
Middle Tennessee,Florida Atlantic
Monmouth,Saint Francis (PA)
Omaha,IUPUI
Miami (FL),UNC
Montana,North Dakota
North Dakota State,Fort Wayne
Mercer,North Florida
Montana State,Northern Colorado
Oral Roberts,Northwestern State
Oregon,Arizona
Arizona State,Oregon State
Pacific,UCSB
Northwestern,Penn State
Portland State,Sacramento State
Saint Louis,UMass
San Diego,San Francisco
New Mexico State,Seattle
Florida Gulf Coast,South Carolina Upstate
South Dakota State,Oakland
Jacksonville State,Southern Illinois-Edwardsville
Weber State,Southern Utah
St. Francis (NY),Mount St. Mary's
Tennessee State,UT-Martin
Texas-Arlington,UTSA
Louisiana Tech,Texas State
Troy,Louisiana-Monroe
UCLA,Utah
Kentucky,Vanderbilt
Xavier,Temple
Detroit,Youngstown State
Wright State,Loyola (IL)
Loyola (MD),Fairfield
Creighton,Missouri State
Northern Kentucky,Lipscomb
Niagara,St. Peter's
Siena,Canisius
Utah State,San Jose State
Alabama,Tennessee
Alabama A&M,Alabama State
Memphis,Alabama-Birmingham
Albany (NY),Maine
Alcorn State,Mississippi Valley State
Appalachian State,Elon
Arkansas,Vanderbilt
Little Rock,Florida International
Murray State,Austin Peay
Kent State,Ball State
Baylor,Texas Christian
Belmont,UT-Martin
Bethune-Cookman,North Carolina A&T
Boston University,Binghamton
Bowling Green State,Eastern Michigan
Brown,Daniel Webster
Bucknell,Army
Miami (OH),Buffalo
Cal State Fullerton,UC-Riverside
University of California,Washington State
UCSB,UC-Davis
UC-Irvine,Cal State Northridge
Northwestern State,Central Arkansas
Bryant,Central Connecticut
Samford,Citadel
Clemson,Virginia
Cleveland State,Detroit
American,Colgate
College of Charleston,Chattanooga
UCLA,Colorado
Savannah State,Coppin State
Cornell,Old Westbury
Harvard,Dartmouth
Butler,Dayton
St. Joseph's,Duquesne
East Carolina,UCF
ETSU,Florida Gulf Coast
Jacksonville State,Eastern Illinois
Eastern Kentucky,Morehead State
Sacramento State,Eastern Washington
Fairleigh Dickinson,Saint Francis (PA)
North Carolina Central,Florida A&M
UNC,Florida State
Davidson,Furman
Mississippi State,Georgia
Delaware,Georgia State
Virginia Tech,Georgia Tech
Green Bay,UIC
High Point,Gardner-Webb
Hofstra,William & Mary
Hampton,Howard
New Mexico State,Idaho
Drake,Illinois State
Indiana,Minnesota
Iowa State,Texas
Jacksonville,Mercer
James Madison,Drexel
Texas A&M,Kentucky
La Salle,Richmond
Lafayette,Navy
Texas A&M-Corpus Christi,Lamar
Lehigh,Holy Cross
Liberty,Coastal Carolina
Long Beach State,Hawaii
LIU-Brooklyn,Mount St. Mary's
Charleston Southern,Longwood
Louisiana,Arkansas State
Middle Tennessee,Louisiana-Monroe
Florida,LSU
Louisville,South Florida
Portland,Loyola Marymount
Norfolk State,Maryland-Eastern Shore
Sam Houston State,McNeese State
Valparaiso,Milwaukee
Ole Miss,Missouri
Robert Morris,Monmouth
Morgan State,South Carolina State
Western Illinois,Omaha
Wyoming,Nevada
UNLV,Air Force
New Mexico,Fresno State
New Orleans,Champion Baptist
NJIT,Chicago State
North Carolina-Asheville,Radford
North Carolina State,Duke
North Carolina-Wilmington,George Mason
North Dakota,Montana State
North Dakota State,Oakland
North Florida,Kennesaw State
North Texas,South Alabama
Montana,Northern Colorado
Akron,Northern Illinois
Northern Iowa,Bradley
UConn,Notre Dame
Oklahoma,Oklahoma State
Stephen F. Austin,Oral Roberts
Arizona,Oregon State
Pacific,Cal Poly
San Diego,Pepperdine
Marquette,Pitt
Portland State,Northern Arizona
Prairie View,Grambling
Campbell,Presbyterian
Princeton,Penn
Sacred Heart,Quinnipiac
Charlotte,Rhode Island
Cincinnati,Rutgers
Saint Mary's (CA),San Francisco
San Diego State,Colorado State
BYU,Santa Clara
Denver,Seattle
Auburn,South Carolina
Stetson,South Carolina Upstate
UMKC,South Dakota
South Dakota State,Fort Wayne
Southeastern Louisiana,Nicholls State
Southern,Arkansas-Pine Bluff
Southern Illinois,Indiana State
Southern Illinois-Edwardsville,Tennessee Tech
SMU,Tulane
Southern Miss,Houston
Idaho State,Southern Utah
VCU,St. Bonaventure
Georgetown,St. John's (NY)
Washington,Stanford
Stony Brook,Hartford
Syracuse,Villanova
Temple,Saint Louis
Tennessee State,Southeast Missouri State
UTEP,Marshall
Texas-Rio Grande Valley,Fisher College
Louisiana Tech,UTSA
Texas Southern,Jackson State
Texas-Arlington,Texas State
Kansas,Texas Tech
Toledo,Central Michigan
Northeastern,Towson
Tulsa,Rice
USC,Utah
Utah Valley,Houston Baptist
Vermont,UMBC
Virginia Military Institute,Winthrop
St. Francis (NY),Wagner
Wake Forest,Boston College
Kansas State,West Virginia
Western Carolina,North Carolina-Greensboro
Florida Atlantic,Western Kentucky
Ohio,Western Michigan
Wisconsin,Illinois
Wofford,Georgia Southern
Xavier,George Washington
Yale,Oberlin
Evansville,Wichita State
Niagara,Fairfield
UMass,Fordham
Iona,Canisius
Manhattan,Marist
Miami (FL),Maryland
Michigan State,Nebraska
Iowa,Northwestern
Ohio State,Michigan
Oregon,Arizona State
Purdue,Penn State
Rider,Loyola (MD)
Providence,Seton Hall
Siena,St. Peter's
Arkansas-Pine Bluff,Alcorn State
Appalachian State,North Carolina-Greensboro
North Carolina Central,Bethune-Cookman
Chicago State,Benedictine (IL)
College of Charleston,Citadel
Louisville,UConn
Coppin State,South Carolina State
NJIT,Fairleigh Dickinson
North Carolina A&T,Florida A&M
Furman,Wofford
Georgia Southern,Davidson
Hampton,Quinnipiac
Norfolk State,Howard
Weber State,Idaho State
Kansas,Baylor
Savannah State,Morgan State
Prairie View,Jackson State
Southern,Mississippi Valley State
UTEP,Houston Baptist
Texas Southern,Grambling
Elon,Western Carolina
Bradley,Southern Illinois
Clemson,Wake Forest
Creighton,Northern Iowa
Cincinnati,DePaul
Eastern Michigan,Central Michigan
George Mason,James Madison
Wisconsin,Indiana
Kentucky,Tennessee
St. John's (NY),Notre Dame
Stony Brook,Boston University
Ole Miss,Vanderbilt
Akron,Ball State
Lehigh,American
Arkansas,Auburn
Army,Lafayette
New Mexico,Boise State
Miami (FL),Boston College
Saint Mary's (CA),BYU
Kent State,Buffalo
Butler,Richmond
Charleston Southern,North Carolina-Asheville
Charlotte,Fordham
Bucknell,Colgate
Colorado State,Air Force
Towson,Delaware
Drake,Evansville
East Carolina,Houston
Fresno State,Wyoming
Gardner-Webb,Coastal Carolina
Temple,George Washington
Georgetown,Providence
Georgia State,William & Mary
High Point,Liberty
UIC,Loyola (IL)
Indiana State,Missouri State
Iowa State,West Virginia
La Salle,Dayton
South Carolina,LSU
Marquette,Seton Hall
Maryland,North Carolina State
UMBC,Hartford
Miami (OH),Bowling Green State
Alabama,Mississippi State
Missouri,Georgia
Holy Cross,Navy
Purdue,Nebraska
Albany (NY),New Hampshire
North Carolina-Greensboro,Wofford
North Carolina-Wilmington,Old Dominion
Northeastern,Hofstra
Ohio,Northern Illinois
Oklahoma,Texas Tech
Michigan State,Penn State
Radford,Longwood
Memphis,Rice
San Diego,Loyola Marymount
UNLV,San Diego State
Southern Miss,SMU
Xavier,St. Bonaventure
Kansas State,Texas Christian
Tulsa,UTEP
Vermont,Binghamton
Pitt,Villanova
Virginia Military Institute,Campbell
Washington,Colorado
Washington State,Utah
Western Michigan,Toledo
Wichita State,Illinois State
Winthrop,Presbyterian
Southern Illinois-Edwardsville,Austin Peay
Belmont,Eastern Kentucky
Bryant,Mount St. Mary's
UC-Irvine,Cal State Fullerton
UC-Davis,Cal State Northridge
Long Beach State,UC-Riverside
Canisius,Manhattan
Central Connecticut,Wagner
Chattanooga,Appalachian State
Dartmouth,Colby-Sawyer
Davidson,Citadel
Denver,San Jose State
Valparaiso,Detroit
Duke,Georgia Tech
Elon,Furman
LIU-Brooklyn,Fairleigh Dickinson
Florida Atlantic,Troy
Lipscomb,Florida Gulf Coast
Florida International,North Texas
Georgia Southern,College of Charleston
Green Bay,Youngstown State
Hawaii,Pacific
Idaho State,Sacramento State
Northwestern,Illinois
Fort Wayne,South Dakota
North Dakota State,IUPUI
South Carolina Upstate,Kennesaw State
Louisiana Tech,Idaho
Loyola (MD),Marist
UMass,Duquesne
Mercer,ETSU
Middle Tennessee,Little Rock
Milwaukee,Cleveland State
Michigan,Minnesota
Montana,Southern Utah
Murray State,Eastern Illinois
New Mexico State,Utah State
Niagara,Siena
Penn,NJIT
North Dakota,Eastern Washington
Northern Colorado,Portland State
Nicholls State,Northwestern State
Oakland,UMKC
Gonzaga,Portland
Robert Morris,Sacred Heart
Rutgers,South Florida
Quinnipiac,Saint Francis (PA)
Rider,St. Peter's
Sam Houston State,Central Arkansas
Samford,Western Carolina
Santa Clara,San Francisco
South Alabama,Louisiana-Monroe
Morehead State,Southeast Missouri State
Oregon,USC
Monmouth,St. Francis (NY)
Stephen F. Austin,Southeastern Louisiana
Stetson,Northern Kentucky
Tennessee State,Jacksonville State
Florida,Texas A&M
Oral Roberts,Texas A&M-Corpus Christi
Seattle,Texas-Arlington
UCLA,Oregon State
VCU,St. Joseph's
Weber State,Northern Arizona
South Dakota State,Western Illinois
Western Kentucky,Louisiana
Iona,Fairfield
Jacksonville,North Florida
Vermont,Stony Brook
Air Force,Boise State
Alabama,Texas A&M
Alcorn State,Alabama A&M
Southern,Alabama State
Arizona,Arizona State
Arkansas-Pine Bluff,Texas Southern
Arkansas State,Louisiana-Monroe
Kentucky,Auburn
Eastern Illinois,Austin Peay
Baylor,Hardin-Simmons
Belmont,Tennessee State
Bradley,Missouri State
BYU,San Diego
Brown,Yale
Bryant,Wagner
Bucknell,Lafayette
Buffalo,Bowling Green State
Butler,Gonzaga
Cal State Bakersfield,Omaha
Long Beach State,Cal State Fullerton
Pacific,Cal State Northridge
UC-Riverside,UC-Irvine
UCSB,Cal Poly
Campbell,Winthrop
Canisius,Siena
Mount St. Mary's,Central Connecticut
Central Michigan,Ball State
Charleston Southern,High Point
Western Carolina,Chattanooga
Chicago State,Houston Baptist
Cincinnati,Marquette
Coastal Carolina,Virginia Military Institute
Colorado State,UNLV
Columbia,Cornell
Davidson,College of Charleston
Northeastern,Delaware
Denver,Utah State
St. John's (NY),DePaul
Detroit,UIC
VCU,Duquesne
Eastern Michigan,Miami (OH)
Elon,Wofford
Florida,Missouri
North Texas,Florida Atlantic
Florida Gulf Coast,Northern Kentucky
Florida International,Troy
Nevada,Fresno State
Radford,Gardner-Webb
George Mason,Hofstra
Georgia,LSU
Citadel,Georgia Southern
Jackson State,Grambling
Green Bay,Cleveland State
Morgan State,Hampton
Albany (NY),Hartford
UC-Davis,Hawaii
Holy Cross,American
UCF,Houston
Northern Arizona,Idaho State
Indiana State,Evansville
Iowa,Wisconsin
UMKC,Fort Wayne
South Dakota State,IUPUI
Eastern Kentucky,Jacksonville State
Kansas State,Oklahoma
ETSU,Kennesaw State
Akron,Kent State
Lehigh,Colgate
LIU-Brooklyn,Monmouth
Louisiana Tech,Seattle
Syracuse,Louisville
Binghamton,Maine
Marist,St. Peter's
Marshall,East Carolina
Maryland-Eastern Shore,Delaware State
George Washington,UMass
McNeese State,Lamar
Memphis,Harvard
Mercer,South Carolina Upstate
Michigan State,Ohio State
Middle Tennessee,Louisiana
Youngstown State,Milwaukee
Ole Miss,Arkansas
Mississippi Valley State,Prairie View
Montana,Montana State
Murray State,Southern Illinois-Edwardsville
Boston University,New Hampshire
New Mexico State,San Jose State
Niagara,Manhattan
Norfolk State,Coppin State
UNC,Maryland
North Carolina-Asheville,Longwood
North Carolina A&T,Howard
North Dakota,Portland State
Northern Colorado,Eastern Washington
Western Michigan,Northern Illinois
Northwestern State,Southeastern Louisiana
Notre Dame,Rutgers
South Dakota,Oakland
Ohio,Toledo
Oklahoma State,Texas Tech
Georgia State,Old Dominion
Nebraska,Penn State
Santa Clara,Pepperdine
Pitt,UConn
Saint Mary's (CA),Portland
Presbyterian,Liberty
Providence,Villanova
Purdue,West Virginia
Rice,New Orleans
Richmond,Charlotte
Robert Morris,Quinnipiac
Sacred Heart,Saint Francis (PA)
St. Joseph's,Penn
Rhode Island,Saint Louis
Oral Roberts,Sam Houston State
Samford,Appalachian State
San Francisco,Loyola Marymount
Savannah State,Florida A&M
Vanderbilt,South Carolina
Bethune-Cookman,South Carolina State
South Florida,Georgetown
Southeast Missouri State,Tennessee Tech
USC,Oregon State
Southern Miss,Alabama-Birmingham
St. Francis (NY),Fairleigh Dickinson
Stanford,University of California
Stephen F. Austin,Nicholls State
Stetson,Lipscomb
St. Bonaventure,Temple
Tennessee,Mississippi State
Morehead State,UT-Martin
Kansas,Texas
Central Arkansas,Texas A&M-Corpus Christi
Idaho,Texas-Arlington
Iowa State,Texas Christian
UTEP,SMU
Texas-Rio Grande Valley,Utah Valley
Texas State,UTSA
Towson,James Madison
Tulane,Tulsa
Oregon,UCLA
Valparaiso,Wright State
Virginia,Florida State
Virginia Tech,Wake Forest
Utah,Washington
Colorado,Washington State
Weber State,Sacramento State
Western Illinois,North Dakota State
Little Rock,Western Kentucky
Wichita State,Creighton
Drexel,William & Mary
Wyoming,San Diego State
Xavier,La Salle
Navy,Army
Loyola (IL),Chicago State
Furman,North Carolina-Greensboro
North Carolina State,Clemson
Northern Iowa,Drake
Indiana,Northwestern
Rider,Iona
Illinois State,Southern Illinois
Southern,Alabama A&M
Alabama State,Alcorn State
Arkansas-Pine Bluff,Prairie View
