Winner,Loser
Seton Hall,South Florida
Siena,St. Bonaventure
South Alabama,Rice
South Carolina,St. John's (NY)
SMU,Kent State
Syracuse,Montana State
Tennessee,ETSU
UTEP,Sam Houston State
North Dakota State,Texas-Rio Grande Valley
Cal Poly,UTSA
Texas Tech,Little Rock
Tulane,Southern Miss
Tulsa,Northern Arizona
UCLA,McNeese State
Utah,Delaware State
Utah State,Idaho State
Villanova,Delaware
Virginia,University of California
VCU,Buffalo
Xavier,Wake Forest
Washington,Seattle
Oklahoma,Washington State
Weber State,South Dakota State
Western Kentucky,Detroit
Fort Wayne,Western Michigan
Wichita State,Nevada
Winthrop,Alabama State
Wright State,Murray State
Houston,Wyoming
Albany (NY),Niagara
Baylor,New Mexico State
Texas Christian,Bradley
BYU,New Mexico
Canisius,Nicholls State
Bowling Green State,Cleveland State
UConn,Central Connecticut
Monmouth,Cornell
Davidson,Morehead State
Georgia Tech,Colgate
Gonzaga,Loyola Marymount
Harvard,Auburn
Oklahoma,Hawaii
Idaho State,Texas-Rio Grande Valley
Illinois,Missouri
Akron,Iona
Penn State,Kent State
Hampton,Louisiana-Monroe
Louisville,Utah Valley
Michigan,Bryant
Milwaukee,Minnesota
Mississippi State,Northern Colorado
Rider,Morgan State
North Carolina-Wilmington,UMKC
Northern Iowa,Washington State
Northern Kentucky,Indiana-Kokomo
Pitt,Western Carolina
Portland,Pepperdine
Rutgers,Fairleigh Dickinson
St. Peter's,St. Francis (NY)
San Diego,Cal State Northridge
San Francisco,Pacific
Saint Mary's (CA),Santa Clara
USC,Lafayette
SMU,Colorado
Towson,UMBC
Utah State,North Dakota State
Wisconsin,Green Bay
BYU,Northern Iowa
Hawaii,Auburn
Oklahoma,Harvard
Washington State,New Mexico
Kentucky,Louisville
Fairfield,Bucknell
Fresno State,Pacific Union
Marquette,Presbyterian
Maryland,Marshall
Northwestern,Loyola (MD)
Ohio State,South Carolina State
Radford,Central Pennsylvania College
South Dakota State,Middle Tennessee
Southeast Missouri State,Harris-Stowe
Stanford,Carroll
Syracuse,Texas Southern
VCU,Liberty
Arizona State,Cal State Bakersfield
Army,Monmouth
Texas A&M-Corpus Christi,Austin Peay
Belmont,Valparaiso
Boston University,Kean
Brown,Bethune-Cookman
Butler,IUPUI
University of California,Davidson
Columbia,Howard
Creighton,Coppin State
Duke,Elon
Eastern Illinois,Hannibal-LaGrange
Eastern Michigan,Detroit
Gardner-Webb,Middle Georgia State
High Point,Methodist
Hofstra,Sacred Heart
Houston,Nicholls State
Iona,Drexel
Longwood,Cairn
Louisiana Tech,Prairie View
Green Bay,Morehead State
UC-Riverside,Morgan State
Stony Brook,NJIT
UNC,North Carolina-Greensboro
North Carolina-Wilmington,Campbell
Oakland,Chicago State
Rutgers,UMass-Lowell
Sacramento State,Pacific Union
Saint Mary's (CA),Utah Valley
Cornell,St. Peter's
Seattle,UC-Davis
South Dakota,Florida Gulf Coast
Grand Canyon,Southern Illinois-Edwardsville
Texas Christian,Delaware State
Utah,College of Idaho
Villanova,Penn
UCSB,Washington
Weber State,Multnomah
Western Kentucky,Brescia
Winthrop,Rio Grande
Air Force,Western State
Alabama,Jacksonville State
Alabama-Birmingham,Stephen F. Austin
Ball State,Alabama A&M
Baylor,Texas Southern
Binghamton,Mount St. Mary's
Buffalo,Delaware
Northwestern State,Centenary (LA)
George Washington,UCF
Charleston Southern,St. Andrews
Charlotte,Citadel
Temple,Cincinnati
Cleveland State,Cedarville
Colorado State,Regis
Eastern Kentucky,Manhattan
Florida State,Florida
UT-Martin,Florida Atlantic
Florida International,Florida A&M
Georgia,Robert Morris
Georgia Tech,Duquesne
Hawaii,Mississippi Valley State
Houston Baptist,Ecclesia
Idaho State,Cal State Northridge
Northern Illinois,UIC
Iowa,Michigan State
Jacksonville,Marist
Kansas,UC-Irvine
Kansas State,Saint Louis
Lamar,Howard Payne
Chattanooga,Lipscomb
Wake Forest,LSU
Maine,Quinnipiac
UMass,LIU-Brooklyn
Memphis,Tulane
Miami (FL),Princeton
Missouri,Arkansas-Pine Bluff
New Orleans,Blue Mountain College
North Carolina-Asheville,Furman
North Carolina Central,Montreat
North Carolina State,Northeastern
North Texas,Sam Houston State
Notre Dame,Liberty
Oklahoma State,UMKC
Old Dominion,Norfolk State
Oregon,Western Oregon
Portland State,Cal State Fullerton
Incarnate Word,Rice
St. Joseph's,Maryland-Eastern Shore
Samford,Miles
Southern Miss,Southeastern Oklahoma State
Albany (NY),St. Francis (NY)
Tennessee,Tennessee State
UConn,Texas
Texas A&M,Cal Poly
UTEP,Texas-Rio Grande Valley
Texas Tech,Richmond
SMU,Tulsa
Vermont,Siena
William & Mary,Central Michigan
Purdue,Wisconsin
Abilene Christian,Hillsdale
Akron,South Carolina State
Alabama State,Fort Valley State
Alcorn State,Louisiana College
Austin Peay,Westminster (MO)
Boise State,UC-Davis
Boston College,New Hampshire
Rhode Island,Brown
Bucknell,Navy
Yale,Central Connecticut
Colgate,Lafayette
Dayton,Arkansas
Georgetown,DePaul
Duke,Long Beach State
ETSU,Morehead State
Evansville,Indiana State
Holy Cross,Boston University
Michigan,Illinois
Illinois State,Missouri State
Iowa State,Coppin State
Fort Wayne,Oral Roberts
Jackson State,Southeastern Louisiana
Mercer,Kennesaw State
Army,Lehigh
Southern Illinois,Loyola (IL)
Loyola (MD),American
Seton Hall,Marquette
Maryland,Penn State
Middle Tennessee,Trevecca Nazarene
Murray State,Brescia
Northwestern,Nebraska
Fresno State,UNLV
New Mexico,Nevada
New Mexico State,Arizona Christian
UNC,Clemson
Kent State,North Carolina A&T
North Dakota State,Northland
Northern Iowa,Bradley
Ohio,UC-Riverside
Ohio State,Minnesota
Pitt,Syracuse
Rider,Hartford
Indiana,Rutgers
NJIT,Saint Francis (PA)
San Diego State,Wyoming
Utah State,San Jose State
UCSB,Seattle
Little Rock,South Alabama
South Carolina,Francis Marion
South Carolina Upstate,Lees-McRae
Houston,South Florida
St. Bonaventure,Niagara
Stetson,Florida Tech
Texas-Arlington,Georgia State
Texas State,Georgia Southern
Toledo,Northern Kentucky
Arkansas State,Troy
Vanderbilt,Western Michigan
Virginia,Oakland
VCU,North Florida
Virginia Military Institute,Bridgewater (VA)
West Virginia,Virginia Tech
Wagner,UMass-Lowell
Western Carolina,Mars Hill
Ball State,Chicago State
Providence,Butler
Cal State Bakersfield,Morgan State
Central Michigan,Lourdes
Bryant,Dartmouth
Northeastern,Elon
Florida Gulf Coast,La Salle
Gardner-Webb,Coastal Carolina
Harvard,Wofford
High Point,Radford
Hofstra,Delaware
Jacksonville,Bethune-Cookman
Jacksonville State,Southern Illinois-Edwardsville
College of Charleston,James Madison
North Carolina-Asheville,Longwood
Louisiana-Monroe,Appalachian State
UMBC,Maryland-Eastern Shore
Mississippi State,North Carolina Central
North Carolina-Wilmington,Drexel
Idaho,North Dakota
Montana,Northern Arizona
Northern Colorado,Eastern Washington
Pacific,San Diego
Saint Mary's (CA),BYU
San Francisco,Portland
Gonzaga,Santa Clara
Belmont,Southeast Missouri State
Southern Utah,Montana State
Creighton,St. John's (NY)
Tennessee Tech,Eastern Illinois
Villanova,Xavier
Wichita State,Drake
Towson,William & Mary
Campbell,Winthrop
University of California,Colorado
Omaha,Western Illinois
IUPUI,South Dakota
South Dakota State,Denver
Stanford,Utah
UTEP,Rice
North Texas,UTSA
Washington,UCLA
USC,Washington State
Air Force,San Jose State
Akron,Lipscomb
Alabama,Norfolk State
Bucknell,Army
Auburn,Tennessee
Eastern Kentucky,Austin Peay
Boise State,Colorado State
Duke,Boston College
Bowling Green State,Oakland City
Bryant,Central Connecticut
Cal State Fullerton,Cal State East Bay
Cal State Northridge,Morgan State
UC-Davis,Holy Names
UC-Irvine,New Mexico State
Cal State Bakersfield,UC-Riverside
UCSB,Point Loma Nazarene
Presbyterian,Campbell
Abilene Christian,Central Arkansas
High Point,Charleston Southern
Cincinnati,Tulsa
Chattanooga,Citadel
Clemson,Florida State
Coastal Carolina,Winthrop
Albany (NY),Cornell
Villanova,Creighton
James Madison,Delaware
Detroit,Youngstown State
Dayton,Duquesne
UCF,East Carolina
North Florida,Eastern Michigan
Elon,Drexel
Fairleigh Dickinson,St. Francis (NY)
Florida,Georgia
Florida Gulf Coast,Eckerd
New Mexico,Fresno State
Furman,Virginia Military Institute
Georgetown,Marquette
Grambling,Alabama A&M
Green Bay,Northern Kentucky
Yale,Hartford
Hawaii,Howard
Sam Houston State,Incarnate Word
Indiana State,Loyola (IL)
Fort Wayne,Purdue North Central
Jackson State,Alabama State
Eastern Illinois,Jacksonville State
Kansas,Baylor
West Virginia,Kansas State
Kent State,Oberlin
Kentucky,Ole Miss
Loyola (MD),Lafayette
Lehigh,Boston University
North Carolina-Asheville,Liberty
Gardner-Webb,Longwood
Louisiana,Appalachian State
Louisiana Tech,Southern Miss
Maine,Brown
Manhattan,Fairfield
Canisius,Marist
Mercer,Samford
Miami (FL),Syracuse
South Carolina State,Miami (OH)
Michigan,Penn State
Wright State,Milwaukee
Michigan State,Minnesota
Missouri,Savannah State
Evansville,Missouri State
Mount St. Mary's,LIU-Brooklyn
Murray State,Morehead State
Navy,Holy Cross
Indiana,Nebraska
Nevada,Wyoming
Lamar,Nicholls State
NJIT,UMBC
UNC,Georgia Tech
Northeastern,North Carolina-Wilmington
North Dakota,Eastern Washington
Montana State,Northern Arizona
Idaho,Northern Colorado
Northern Illinois,Judson
Maryland,Northwestern
Houston Baptist,Northwestern State
Oakland,Cleveland State
Oklahoma,Iowa State
Oklahoma State,Texas Christian
Old Dominion,Charlotte
BYU,Pacific
Penn,Binghamton
Pepperdine,Loyola Marymount
Pitt,Maryland-Eastern Shore
Portland State,Sacramento State
Alcorn State,Prairie View
Providence,St. John's (NY)
Iowa,Purdue
Iona,Quinnipiac
Rhode Island,Saint Louis
St. Joseph's,Richmond
Sacred Heart,Robert Morris
Saint Francis (PA),Wagner
Saint Mary's (CA),San Diego
Gonzaga,San Francisco
Santa Clara,Portland
Seton Hall,DePaul
Siena,Niagara
Arkansas State,South Alabama
South Carolina,Memphis
South Carolina Upstate,UMKC
Tennessee State,Southeast Missouri State
Southern Illinois,Northern Iowa
SMU,South Florida
Montana,Southern Utah
St. Bonaventure,Davidson
Stephen F. Austin,McNeese State
Stetson,Webber
Stony Brook,Columbia
Houston,Temple
UT-Martin,Boyce
Tennessee Tech,Southern Illinois-Edwardsville
Texas A&M,Arkansas
Texas-Arlington,Georgia Southern
Texas-Rio Grande Valley,Our Lady of the Lake
Texas Southern,Southern
Georgia State,Texas State
Texas Tech,Texas
Hofstra,Towson
Little Rock,Troy
UConn,Tulane
San Diego State,Utah State
Utah Valley,San Diego Christian
Valparaiso,UIC
LSU,Vanderbilt
Virginia,Notre Dame
VCU,George Mason
Virginia Tech,North Carolina State
Weber State,Idaho State
ETSU,Western Carolina
Western Michigan,Jacksonville
William & Mary,College of Charleston
Wisconsin,Rutgers
Wofford,North Carolina-Greensboro
Xavier,Butler
Alabama-Birmingham,Middle Tennessee
Colgate,American
Arizona,Arizona State
Wichita State,Bradley
University of California,Utah
Illinois State,Drake
Florida International,Florida Atlantic
George Washington,Fordham
Grand Canyon,Bethune-Cookman
Princeton,Hampton
Vermont,Harvard
UMass,La Salle
Louisville,Wake Forest
Marshall,Western Kentucky
Omaha,IUPUI
North Dakota State,Denver
Ohio State,Illinois
South Dakota,Oral Roberts
Oregon State,Oregon
South Dakota State,Western Illinois
Colorado,Stanford
UTEP,North Texas
UTSA,Rice
Washington,USC
Washington State,UCLA
LIU-Brooklyn,Central Connecticut
Delaware State,Summit
Detroit,Cleveland State
Fairfield,Dartmouth
Bryant,Fairleigh Dickinson
UNC,Florida State
Grambling,Alabama State
Green Bay,Wright State
Iona,Niagara
Jackson State,Alabama A&M
Kansas,Oklahoma
Kennesaw State,Reinhardt
New Orleans,Lamar
Manhattan,Siena
St. Peter's,Marist
Milwaukee,Northern Kentucky
Mississippi Valley State,Arkansas-Pine Bluff
Monmouth,Canisius
Mount St. Mary's,St. Francis (NY)
ETSU,North Carolina Central
Sam Houston State,Northwestern State
Youngstown State,Oakland
Prairie View,Southern
Quinnipiac,Rider
Wagner,Robert Morris
Saint Francis (PA),Sacred Heart
Stephen F. Austin,Southeastern Louisiana
West Virginia,Texas Christian
Texas Southern,Alcorn State
Virginia Tech,Virginia
Arkansas,Vanderbilt
South Carolina,Auburn
Baylor,Oklahoma State
Akron,Buffalo
Chattanooga,Mercer
Temple,UConn
Creighton,Georgetown
Butler,DePaul
Florida A&M,Savannah State
Florida Gulf Coast,Webber
Houston,Tulane
Houston Baptist,McNeese State
Indiana,Wisconsin
Iowa,Nebraska
Jacksonville,Trinity Baptist
LSU,Kentucky
Memphis,Nicholls State
Princeton,Norfolk State
North Carolina-Greensboro,Furman
Penn State,Minnesota
Marquette,Providence
Rhode Island,Richmond
VCU,St. Joseph's
Samford,Citadel
South Carolina Upstate,North Carolina A&T
Clemson,Syracuse
Texas,Kansas State
Texas A&M-Corpus Christi,Central Arkansas
Tulsa,East Carolina
Boise State,Utah State
Wofford,Virginia Military Institute
Kent State,Western Michigan
Albany (NY),UMBC
Lafayette,Army
Ball State,Toledo
Stony Brook,Binghamton
Navy,Boston University
Bowling Green State,Miami (OH)
Southern Illinois,Bradley
Bucknell,American
Long Beach State,Cal State Northridge
UCF,South Florida
Eastern Michigan,Central Michigan
Liberty,Coastal Carolina
Colorado State,UNLV
Columbia,Maryland-Eastern Shore
Davidson,Duquesne
Dayton,UMass
Denver,Oral Roberts
Indiana State,Drake
Tennessee State,Eastern Illinois
Fordham,La Salle
Fresno State,Nevada
Gardner-Webb,Campbell
St. Bonaventure,George Mason
Georgia,Missouri
Grambling,Jarvis Christian
Hawaii,Cal Poly
Holy Cross,Colgate
Cornell,Howard
Illinois State,Loyola (IL)
Iowa State,Texas Tech
Fort Wayne,South Dakota
Loyola (MD),Lehigh
Vermont,Maine
Maryland,Rutgers
UMass-Lowell,Hartford
Texas A&M,Mississippi State
Missouri State,Northern Iowa
Hampton,Morgan State
North Carolina-Asheville,Winthrop
North Carolina Central,Johnson & Wales (NC)
Northern Illinois,Ohio
Ohio State,Northwestern
Oregon,University of California
Stanford,Oregon State
Pitt,Georgia Tech
Presbyterian,Longwood
Radford,Charleston Southern
Saint Louis,George Washington
San Diego State,San Jose State
Belmont,Southern Illinois-Edwardsville
Xavier,St. John's (NY)
North Florida,Stetson
Tennessee,Florida
Villanova,Seton Hall
Duke,Wake Forest
Wichita State,Evansville
Wyoming,Air Force
Yale,NJIT
Alabama-Birmingham,UTSA
Texas-Arlington,Appalachian State
Little Rock,Louisiana
Arkansas State,Louisiana-Monroe
Austin Peay,Jacksonville State
Notre Dame,Boston College
BYU,Santa Clara
UC-Irvine,UC-Davis
Cal State Fullerton,UC-Riverside
Manhattan,Canisius
Green Bay,Cleveland State
College of Charleston,Hofstra
William & Mary,Drexel
UT-Martin,Eastern Kentucky
South Alabama,Georgia Southern
Georgia State,Troy
Grand Canyon,Texas-Rio Grande Valley
Idaho State,Northern Colorado
Iona,Rider
IUPUI,South Dakota State
Elon,James Madison
Robert Morris,LIU-Brooklyn
Old Dominion,Louisiana Tech
Saint Mary's (CA),Loyola Marymount
Marshall,Florida Atlantic
Michigan State,Illinois
Middle Tennessee,UTEP
Ole Miss,Alabama
UMKC,Seattle
Montana,Portland State
Montana State,Sacramento State
Morehead State,Southeast Missouri State
Mount St. Mary's,Central Connecticut
Tennessee Tech,Murray State
Niagara,St. Peter's
Louisville,North Carolina State
Omaha,North Dakota State
Northeastern,Delaware
Pepperdine,Pacific
Purdue,Michigan
Fairleigh Dickinson,Sacred Heart
San Francisco,San Diego
Siena,Fairfield
USC,Arizona State
SMU,Cincinnati
Charlotte,Southern Miss
St. Francis (NY),Saint Francis (PA)
Towson,North Carolina-Wilmington
UCLA,Arizona
New Mexico State,Utah Valley
Wagner,Bryant
Weber State,North Dakota
Florida International,Western Kentucky
Milwaukee,Youngstown State
Akron,Western Michigan
Utah,Colorado
Detroit,UIC
Buffalo,Kent State
Valparaiso,Oakland
Yale,Daniel Webster
Nevada,Air Force
Kentucky,Alabama
Alabama A&M,Arkansas-Pine Bluff
Alabama-Birmingham,UTEP
Alabama State,Mississippi Valley State
Jackson State,Alcorn State
Lehigh,American
Appalachian State,Texas State
Arkansas,Mississippi State
Little Rock,Louisiana-Monroe
Arkansas State,Louisiana
Tennessee Tech,Austin Peay
Belmont,Eastern Illinois
Boise State,Fresno State
Boston University,Lafayette
Central Michigan,Bowling Green State
BYU,San Francisco
Brown,Daniel Webster
Bucknell,Holy Cross
Cal State Northridge,Cal State Fullerton
UC-Irvine,UC-Riverside
St. Peter's,Canisius
Central Arkansas,Lamar
North Carolina-Asheville,Charleston Southern
Seattle,Chicago State
Mercer,Citadel
Milwaukee,Cleveland State
Navy,Colgate
Columbia,Central Pennsylvania College
UConn,Memphis
Davidson,George Mason
North Carolina-Wilmington,Delaware
Fort Wayne,Denver
Drexel,College of Charleston
Duke,Virginia Tech
ETSU,North Carolina-Greensboro
Eastern Kentucky,Southeast Missouri State
Eastern Washington,Idaho
Hofstra,Elon
Evansville,Bradley
Fairleigh Dickinson,Central Connecticut
Florida,LSU
Florida Gulf Coast,Stetson
Furman,Chattanooga
Gardner-Webb,Radford
George Washington,Duquesne
Georgetown,DePaul
Georgia Southern,Troy
Georgia State,South Alabama
Georgia Tech,Virginia
Gonzaga,Portland
Grand Canyon,New Mexico State
Hampton,Bethune-Cookman
Harvard,Dartmouth
Hawaii,UCSB
High Point,Presbyterian
Houston Baptist,Southeastern Louisiana
Howard,Coppin State
North Dakota,Idaho State
Incarnate Word,Northwestern State
Indiana State,Illinois State
Iona,Marist
Baylor,Iowa State
James Madison,Towson
Kennesaw State,Lipscomb
La Salle,Dayton
Liberty,Campbell
Long Beach State,UC-Davis
Saint Francis (PA),LIU-Brooklyn
Longwood,Coastal Carolina
Louisiana Tech,Charlotte
Missouri State,Loyola (IL)
Pacific,Loyola Marymount
Army,Loyola (MD)
Marquette,St. John's (NY)
Marshall,Florida International
UMBC,Maine
St. Bonaventure,UMass
Texas A&M-Corpus Christi,McNeese State
Miami (FL),Florida State
Toledo,Miami (OH)
Middle Tennessee,UTSA
Northwestern,Minnesota
Ole Miss,Georgia
Missouri,Auburn
Cal State Bakersfield,UMKC
Monmouth,Quinnipiac
Montana,Sacramento State
Portland State,Montana State
Morehead State,UT-Martin
Morgan State,Delaware State
Bryant,Mount St. Mary's
Murray State,Jacksonville State
New Hampshire,Binghamton
New Mexico,Utah State
Niagara,Manhattan
Nicholls State,Abilene Christian
South Carolina Upstate,NJIT
Norfolk State,Florida A&M
North Florida,Jacksonville
North Texas,Rice
Northern Illinois,Eastern Michigan
Northern Iowa,Drake
Wright State,Northern Kentucky
Pitt,Notre Dame
Ohio,Ball State
Oklahoma,Kansas State
Oral Roberts,North Dakota State
Oregon State,University of California
Princeton,Penn
Pepperdine,Saint Mary's (CA)
Fairfield,Rider
Nebraska,Rutgers
Wagner,Sacred Heart
Sam Houston State,New Orleans
Santa Clara,San Diego
Colorado State,San Jose State
Savannah State,North Carolina A&T
Creighton,Seton Hall
South Carolina,Vanderbilt
South Carolina State,North Carolina Central
Omaha,South Dakota
Southern,Grambling
USC,Arizona
Wichita State,Southern Illinois
Southern Miss,Old Dominion
Northern Arizona,Southern Utah
St. Francis (NY),Robert Morris
Stony Brook,UMass-Lowell
UNC,Syracuse
Temple,East Carolina
Texas A&M,Tennessee
Tennessee State,Southern Illinois-Edwardsville
Texas Christian,Texas
Texas Southern,Prairie View
Kansas,Texas Tech
UCLA,Arizona State
Utah Valley,Texas-Rio Grande Valley
Albany (NY),Vermont
Washington,Washington State
Weber State,Northern Colorado
West Virginia,Oklahoma State
Western Carolina,Virginia Military Institute
IUPUI,Western Illinois
Western Kentucky,Florida Atlantic
William & Mary,Northeastern
Maryland,Wisconsin
Wofford,Samford
Wyoming,UNLV
Youngstown State,Green Bay
Villanova,Butler
Clemson,Louisville
Valparaiso,Detroit
Richmond,Fordham
Illinois,Purdue
Indiana,Ohio State
Oakland,UIC
Oregon,Stanford
Michigan State,Penn State
St. Joseph's,Rhode Island
VCU,Saint Louis
Cincinnati,South Florida
SMU,UCF
Tulsa,Tulane
Wake Forest,North Carolina State
Mississippi Valley State,Alabama A&M
Arkansas-Pine Bluff,Alabama State
Alcorn State,Grambling
Cal State Bakersfield,Chicago State
Howard,Delaware State
ETSU,Virginia Military Institute
Monmouth,Fairfield
Furman,Samford
Hampton,Florida A&M
Texas A&M-Corpus Christi,Lamar
Bucknell,Lehigh
Maryland-Eastern Shore,Morgan State
Incarnate Word,New Orleans
Bethune-Cookman,Norfolk State
Sam Houston State,Southeastern Louisiana
North Carolina Central,Savannah State
South Carolina State,North Carolina A&T
Southern,Jackson State
Western Carolina,North Carolina-Greensboro
Winthrop,Ferrum
Chattanooga,Wofford
Abilene Christian,Northwestern State
Albany (NY),New Hampshire
Central Michigan,Akron
Providence,Creighton
Dartmouth,Canisius
Dayton,Davidson
Eastern Michigan,Buffalo
Evansville,Drake
Harvard,Ryerson
Kansas State,Texas Tech
Kent State,Miami (OH)
Kentucky,Mississippi State
George Washington,UMass
Michigan,Maryland
Arkansas,Missouri
Nebraska,Minnesota
UNLV,New Mexico
Northwestern,Wisconsin
Bowling Green State,Ohio
Tulane,South Florida
Southern Illinois,Illinois State
Stephen F. Austin,Central Arkansas
Texas,Iowa State
Texas A&M,Florida
Northern Illinois,Toledo
Utah State,Air Force
Vanderbilt,Auburn
Virginia,Miami (FL)
West Virginia,Kansas
Ball State,Western Michigan
Xavier,DePaul
Alabama,South Carolina
Boston University,American
Baylor,Texas Christian
Hartford,Binghamton
Cincinnati,Houston
Clemson,Duke
Colgate,Army
Colorado,Oregon State
San Diego State,Colorado State
Duquesne,Saint Louis
SMU,East Carolina
St. Joseph's,George Mason
Georgia,Tennessee
Houston Baptist,Nicholls State
Indiana State,Northern Iowa
Lafayette,Holy Cross
LSU,Ole Miss
Bradley,Loyola (IL)
Maine,UMass-Lowell
Memphis,Temple
Wichita State,Missouri State
Navy,Loyola (MD)
Boise State,Nevada
Florida State,North Carolina State
North Dakota State,South Dakota
Notre Dame,Georgia Tech
Ohio State,Rutgers
Oklahoma,Oklahoma State
Purdue,Penn State
Richmond,La Salle
San Jose State,Wyoming
Jacksonville State,Southeast Missouri State
St. Bonaventure,Rhode Island
Georgetown,St. John's (NY)
Stony Brook,UMBC
Syracuse,Boston College
UT-Martin,Tennessee Tech
USC,UCLA
Villanova,Marquette
VCU,Fordham
Virginia Tech,Wake Forest
Arizona,Washington
Arizona State,Washington State
Little Rock,Appalachian State
Belmont,Murray State
Bryant,St. Francis (NY)
UCSB,Cal Poly
UC-Davis,Cal State Northridge
Hawaii,UC-Riverside
Longwood,Campbell
Sacred Heart,Central Connecticut
Charleston Southern,Liberty
Middle Tennessee,Charlotte
Chattanooga,Western Carolina
Wofford,Citadel
Coastal Carolina,Presbyterian
William & Mary,College of Charleston
Towson,Delaware
Eastern Illinois,Eastern Kentucky
Eastern Washington,Southern Utah
North Carolina-Wilmington,Elon
Florida Atlantic,Southern Miss
Florida Gulf Coast,NJIT
Florida International,Louisiana Tech
Louisiana,Georgia Southern
Georgia State,Louisiana-Monroe
BYU,Gonzaga
Hofstra,Drexel
Idaho,Northern Arizona
Green Bay,UIC
Oral Roberts,IUPUI
Jacksonville,Kennesaw State
UC-Irvine,Long Beach State
Louisville,Pitt
Mercer,Furman
Iowa,Michigan State
New Mexico State,UMKC
North Dakota,Montana State
North Florida,Lipscomb
Marshall,North Texas
James Madison,Northeastern
Montana,Northern Colorado
Northern Kentucky,Youngstown State
Alabama-Birmingham,Old Dominion
San Diego,Portland
Weber State,Portland State
Radford,North Carolina-Asheville
Rice,Western Kentucky
Rider,Marist
Mount St. Mary's,Robert Morris
Sacramento State,Idaho State
Fairleigh Dickinson,Saint Francis (PA)
Saint Mary's (CA),Pacific
ETSU,Samford
Loyola Marymount,San Francisco
Santa Clara,Pepperdine
Texas State,South Alabama
South Dakota State,Fort Wayne
Morehead State,Southern Illinois-Edwardsville
Stanford,University of California
Stetson,South Carolina Upstate
Tennessee State,Austin Peay
Texas-Rio Grande Valley,Chicago State
Texas-Arlington,Troy
Tulsa,UConn
Oregon,Utah
Valparaiso,Milwaukee
LIU-Brooklyn,Wagner
Denver,Western Illinois
Winthrop,High Point
Wright State,Cleveland State
Dayton,George Washington
Fairfield,Niagara
Evansville,Illinois State
Monmouth,Iona
Maine,Albany (NY)
Canisius,Manhattan
Siena,Quinnipiac
Toledo,Akron
Alabama A&M,Alabama State
Arizona,Washington State
Washington,Arizona State
Southern,Arkansas-Pine Bluff
Appalachian State,Arkansas State
Auburn,Kentucky
Ball State,Miami (OH)
Belmont,Austin Peay
Coppin State,Bethune-Cookman
San Diego State,Boise State
Missouri State,Bradley
LIU-Brooklyn,Bryant
Colgate,Bucknell
Buffalo,Central Michigan
Butler,St. John's (NY)
Cal Poly,Long Beach State
Hawaii,Cal State Fullerton
UC-Riverside,Cal State Northridge
UC-Irvine,UCSB
Charleston Southern,Campbell
UCF,East Carolina
Alabama-Birmingham,Charlotte
Chattanooga,ETSU
Citadel,Furman
Clemson,Miami (FL)
Elon,College of Charleston
Utah State,Colorado State
Columbia,Cornell
Dartmouth,Pine Manor
Davidson,UMass
Northeastern,Delaware
Oakland,Detroit
Notre Dame,Duke
Duquesne,St. Bonaventure
Eastern Illinois,Morehead State
Bowling Green State,Eastern Michigan
Eastern Washington,Northern Arizona
Florida A&M,Morgan State
Florida Atlantic,Louisiana Tech
Florida Gulf Coast,South Carolina Upstate
Southern Miss,Florida International
Fresno State,San Jose State
Villanova,Georgetown
Texas A&M,Georgia
Georgia Southern,Louisiana-Monroe
Louisiana,Georgia State
Virginia Tech,Georgia Tech
Gonzaga,San Diego
Grambling,Prairie View
Grand Canyon,Utah Valley
Vermont,Hartford
Coastal Carolina,High Point
James Madison,Hofstra
Lehigh,Holy Cross
Harvard,Howard
Southern Utah,Idaho
Nebraska,Illinois
Milwaukee,UIC
IUPUI,Denver
Texas Southern,Jackson State
Jacksonville,Lipscomb
Jacksonville State,UT-Martin
Kansas,Texas Christian
Iowa State,Kansas State
Kent State,Ohio
Lamar,Northwestern State
LSU,Arkansas
Xavier,Marquette
Maryland,Ohio State
UMass-Lowell,UMBC
McNeese State,Sam Houston State
Memphis,South Florida
Mercer,Wofford
Indiana,Minnesota
Florida,Ole Miss
Tennessee,Mississippi State
Alcorn State,Mississippi Valley State
Navy,Lafayette
Fort Wayne,Omaha
UNLV,Air Force
Stony Brook,New Hampshire
Wyoming,New Mexico
New Mexico State,Chicago State
Houston Baptist,New Orleans
UNC,North Carolina State
North Carolina-Asheville,Gardner-Webb
Hampton,North Carolina A&T
Norfolk State,North Carolina Central
North Carolina-Wilmington,William & Mary
Montana,North Dakota
North Dakota State,South Dakota State
North Florida,Kennesaw State
Western Kentucky,North Texas
Northern Colorado,Montana State
Loyola (IL),Northern Iowa
Cleveland State,Northern Kentucky
Penn State,Northwestern
Oklahoma,West Virginia
Middle Tennessee,Old Dominion
Pacific,Bethesda University (CA)
Pitt,Boston College
Portland,BYU
Idaho State,Portland State
Presbyterian,Radford
Seton Hall,Providence
Rhode Island,La Salle
Marshall,Rice
VCU,Richmond
Robert Morris,Fairleigh Dickinson
Weber State,Sacramento State
Mount St. Mary's,Saint Francis (PA)
St. Joseph's,Fordham
Samford,Western Carolina
Pepperdine,San Francisco
Loyola Marymount,Santa Clara
Savannah State,Maryland-Eastern Shore
Cal State Bakersfield,Seattle
South Alabama,Texas-Arlington
South Carolina,Missouri
South Carolina State,Delaware State
Incarnate Word,Southeastern Louisiana
