Winner,Loser
Stony Brook,American
Stanford,Texas
Utah,South Dakota State
Utah Valley,Idaho State
Villanova,NJIT
George Mason,Wright State
Loyola Marymount,DePaul
George Washington,Wichita State
Hawaii,Colorado
Nebraska,Ohio
Gonzaga,BYU
Georgetown,Indiana
Georgia,Mercer
Green Bay,Georgia State
Illinois,Kennesaw State
Jacksonville,Jacksonville State
Kentucky,Louisville
Maryland,Oakland
Minnesota,North Carolina-Wilmington
UNLV,Southern Utah
Colorado State,New Mexico State
UNC,Alabama-Birmingham
Northwestern,Northern Kentucky
Ohio State,Wright State
San Francisco,Pacific
IUPUI,Pepperdine
Saint Mary's (CA),Santa Clara
Portland,San Diego
San Diego State,San Diego Christian
Seton Hall,Maine
Tennessee,Tennessee State
Utah State,Wayland Baptist
Sacramento State,Utah Valley
Virginia Tech,Presbyterian
Weber State,Bristol University
Western Kentucky,Brescia
Alabama,UCLA
Arizona State,Harvard
Arkansas,Northwestern State
Army,Coast Guard
Ball State,Longwood
Bradley,UIC
Brown,Sacred Heart
Butler,Belmont
Cal State Bakersfield,University of California
Columbia,Colgate
UConn,Central Connecticut
St. Peter's,Cornell
Iona,Drexel
Maryland-Eastern Shore,Duquesne
East Carolina,North Carolina-Greensboro
Eastern Michigan,Concordia (MI)
Elon,Marist
Evansville,Coppin State
Loyola (MD),Fairfield
Fordham,Howard
Fresno State,St. Katherine
Grand Canyon,Abilene Christian
High Point,Thomas University
Hofstra,LIU-Brooklyn
Houston,Mississippi Valley State
UMKC,Indiana State
Fort Wayne,Judson
Texas Southern,Kansas State
Lafayette,NJIT
Liberty,Cincinnati Christian
Marquette,Morgan State
Lehigh,UMBC
Rutgers,Monmouth
Nevada,Northwest Christian
North Carolina A&T,North Carolina Wesleyan
North Dakota State,Northland
Northern Arizona,San Diego Christian
Northern Iowa,South Dakota State
Oral Roberts,Haskell Indian Nations Institute
Radford,Central Pennsylvania College
Wake Forest,Richmond
Samford,Campbell
Siena,Bucknell
South Dakota,Milwaukee
Bowling Green State,South Florida
Southeast Missouri State,Harris-Stowe
Southern Illinois-Edwardsville,Robert Morris (IL)
St. John's (NY),Tulane
Syracuse,Long Beach State
Temple,Delaware State
Stony Brook,Washington
Washington State,UC-Davis
Wisconsin,Buffalo
Xavier,Florida Gulf Coast
Auburn,Middle Tennessee
Boston College,UMass-Lowell
Boston University,Wentworth
BYU,Portland
Stephen F. Austin,Cal State Northridge
Morehead State,Central Arkansas
Charleston Southern,Johnson University
Chattanooga,Lipscomb
Chicago State,Omaha
Denver,St. Joseph's
Duke,Toledo
Florida International,Florida A&M
Hawaii,Southern
Illinois State,Quincy
Valparaiso,James Madison
LSU,Southern Miss
Louisiana Tech,Southern Arkansas
Pepperdine,Loyola Marymount
Miami (OH),Capital
North Carolina Central,IUPUI
Northern Illinois,Hampton
Old Dominion,Mount St. Mary's
Oregon,UC-Irvine
Santa Clara,Pacific
Quinnipiac,Maine
Saint Mary's (CA),San Francisco
Sam Houston State,Howard Payne
Gonzaga,San Diego
SMU,Midwestern State
Stanford,Arkansas-Pine Bluff
Tennessee Tech,North Florida
Texas,Rice
Texas Christian,Tennessee State
Texas Tech,North Texas
Fairleigh Dickinson,Towson
VCU,Cleveland State
Rider,Wagner
Western Kentucky,Alice Lloyd
Akron,Marshall
Alabama State,Fort Valley State
Concordia (AL),Alcorn State
Louisiana,Little Rock
Baylor,Norfolk State
Buffalo,Binghamton
Cal State Fullerton,Cal State East Bay
UC-Riverside,Morgan State
Canisius,UMKC
Citadel,Bethune-Cookman
Clemson,Robert Morris
Eastern Kentucky,Coppin State
Dayton,Ole Miss
Delaware,St. Bonaventure
Oral Roberts,Detroit
Duquesne,Texas-Rio Grande Valley
Florida State,Florida
Furman,St. Andrews
George Washington,Virginia Military Institute
Georgia State,Louisiana-Monroe
Georgia Tech,Charlotte
Harvard,Grand Canyon
Hawaii,Prairie View
Houston Baptist,Ecclesia
UIC,Judson
Cal Poly,Fort Wayne
Florida Atlantic,Jacksonville
Kansas,Kent State
La Salle,Penn
Lamar,Huston-Tillotson
Louisville,Long Beach State
UMass,Iona
Miami (FL),College of Charleston
Michigan,Illinois
Maryland,Michigan State
McNeese State,Mississippi State
Oklahoma State,Missouri
Murray State,Alabama A&M
New Mexico State,Texas Southern
New Orleans,Central Baptist
Niagara,Albany (NY)
Nicholls State,Spring Hill
NJIT,Saint Francis (PA)
UNC,William & Mary
Cincinnati,North Carolina State
Notre Dame,Hartford
Ohio,North Carolina-Wilmington
Iowa,Ohio State
Oregon State,UCSB
Pitt,Florida Gulf Coast
Northwestern,Rutgers
Yale,Sacred Heart
Samford,Auburn Montgomery
Seattle,UC-Davis
Arkansas State,South Alabama
South Carolina,North Carolina A&T
South Carolina Upstate,Montreat
USC,Vermont
St. Francis (NY),Columbia
Stetson,Florida Tech
Maryland-Eastern Shore,UT-Martin
Texas A&M,Mercer
Texas A&M-Corpus Christi,Jarvis Christian
Texas-Arlington,Georgia Southern
UTSA,Cameron
Texas State,Troy
Utah,Carroll (MT)
Utah Valley,Bristol University
Virginia,Davidson
West Virginia,Virginia Tech
Western Carolina,St. Catharine
Western Illinois,Anderson (SC)
Western Michigan,New Hampshire
Lafayette,Army
Austin Peay,North Florida
Dartmouth,Bryant
Bucknell,American
Cal State Bakersfield,La Verne
UC-Irvine,Hampden-Sydney
Campbell,Liberty
Hofstra,Central Connecticut
Tulsa,UCF
Colorado State,Boise State
Temple,UConn
DePaul,Marquette
Wichita State,Drake
Duke,Wofford
Tulane,East Carolina
Fordham,South Carolina State
Green Bay,Chicago State
Coastal Carolina,High Point
Boston University,Holy Cross
Indiana State,Illinois State
Iowa State,Mississippi Valley State
Georgia,Kansas State
Colgate,Lehigh
Loyola (IL),Bradley
Memphis,Houston
Navy,Loyola (MD)
Indiana,Nebraska
New Mexico,Fresno State
North Carolina-Greensboro,Mars Hill
Northwestern State,Louisiana College
Oklahoma,George Mason
Gardner-Webb,Presbyterian
Providence,Creighton
Purdue,Minnesota
North Carolina-Asheville,Radford
Rhode Island,Brown
Northeastern,Richmond
Vanderbilt,Saint Louis
San Diego State,Air Force
Seton Hall,St. John's (NY)
Missouri State,Southern Illinois
SMU,South Florida
Syracuse,Cornell
Tennessee,ETSU
Tennessee State,Kennesaw State
Utah State,San Jose State
Villanova,Butler
Wake Forest,Princeton
Winthrop,Longwood
Wisconsin,Penn State
Wyoming,UNLV
Xavier,Georgetown
Youngstown State,Northern Kentucky
Belmont,Southeast Missouri State
Eastern Illinois,Tennessee Tech
Eastern Washington,Weber State
Evansville,Northern Iowa
Idaho,Idaho State
Pacific,Loyola Marymount
Montana,Northern Colorado
North Dakota,Montana State
Saint Mary's (CA),Pepperdine
Portland State,Southern Utah
Sacramento State,Northern Arizona
San Diego,San Francisco
BYU,Santa Clara
Southern Illinois-Edwardsville,Jacksonville State
UT-Martin,Crowley's Ridge
Alabama,North Florida
Cal State Northridge,Morgan State
University of California,Washington
UCSB,Vermont
Monmouth,Canisius
Central Michigan,Central Pennsylvania College
Cleveland State,Milwaukee
Colorado,UCLA
Denver,South Dakota State
ETSU,Virginia Military Institute
Siena,Fairfield
Florida Gulf Coast,Ave Maria
UIC,Youngstown State
Kent State,Texas-Rio Grande Valley
Rider,Marist
NJIT,UMBC
UMass-Lowell,Binghamton
Mississippi State,Florida State
Niagara,Manhattan
North Dakota State,Oral Roberts
UTEP,North Texas
Northern Illinois,UC-Riverside
Oakland,Valparaiso
St. Peter's,Quinnipiac
Rice,UTSA
Omaha,South Dakota
Stanford,Washington State
Utah,USC
Western Illinois,Fort Wayne
Western Michigan,Rochester (MI)
Wright State,Detroit
Akron,Coppin State
Jackson State,Alabama A&M
Alabama State,Grambling
Albany (NY),Maine
Texas Southern,Alcorn State
American,Holy Cross
Arkansas,Utah Valley
Mississippi Valley State,Arkansas-Pine Bluff
Appalachian State,Arkansas State
Auburn,North Alabama
Ball State,Bethune-Cookman
Utah State,Boise State
Boston University,Lehigh
Bowling Green State,Chicago State
Bradley,Southern Illinois
Buffalo,Cornell
Cal State Fullerton,Seattle
UC-Davis,Cal State Maritime
Fairleigh Dickinson,Central Connecticut
Chattanooga,Furman
Cincinnati,SMU
UNC,Clemson
Coastal Carolina,Charleston Southern
Colgate,Bucknell
Davidson,Richmond
Dayton,Duquesne
Northeastern,Delaware
DePaul,Xavier
Elon,Drexel
Duke,Boston College
Eastern Illinois,Jacksonville State
Eastern Kentucky,South Carolina State
Eastern Washington,Idaho State
UConn,Florida
Fresno State,San Diego State
George Mason,La Salle
Georgetown,Creighton
Georgia,Norfolk State
Georgia Southern,Texas State
Georgia State,Little Rock
Northwestern State,Houston Baptist
Idaho,Weber State
South Carolina,Iowa State
James Madison,Towson
Kennesaw State,Thomas University
Navy,Lafayette
Lamar,Nicholls State
Presbyterian,Liberty
Long Beach State,Fresno Pacific
Bryant,LIU-Brooklyn
Longwood,Radford
Louisiana,Troy
LSU,Savannah State
Saint Mary's (CA),Loyola Marymount
Army,Loyola (MD)
Marquette,Providence
Maryland,Minnesota
St. Bonaventure,UMass
Stephen F. Austin,McNeese State
Tulane,Memphis
Virginia,Miami (FL)
Miami (OH),UMKC
Ole Miss,Austin Peay
Missouri,Lipscomb
Missouri State,Drake
Montana,North Dakota
Northern Colorado,Montana State
Murray State,Morehead State
Nevada,Air Force
New Mexico,Colorado State
New Mexico State,UC-Irvine
North Carolina-Asheville,Gardner-Webb
North Carolina A&T,Cal State Bakersfield
Mercer,North Carolina-Greensboro
North Carolina State,Pitt
Hofstra,North Carolina-Wilmington
Toledo,Northern Kentucky
Notre Dame,Georgia Tech
Ohio State,Illinois
Oklahoma,Baylor
Oklahoma State,Kansas State
Oregon,Oregon State
Pepperdine,Pacific
Gonzaga,Portland
Northern Arizona,Portland State
Purdue,Michigan
Robert Morris,Mount St. Mary's
Rutgers,Penn State
Sacramento State,Southern Utah
St. Francis (NY),Sacred Heart
Saint Francis (PA),Wagner
George Washington,St. Joseph's
Rhode Island,Saint Louis
Sam Houston State,Incarnate Word
Wofford,Samford
BYU,San Francisco
Wyoming,San Jose State
Santa Clara,San Diego
Seton Hall,Villanova
South Carolina Upstate,Hampton
South Florida,East Carolina
Southern,Prairie View
Southern Illinois-Edwardsville,Tennessee Tech
Louisiana Tech,Southern Miss
Butler,St. John's (NY)
Stetson,Florida A&M
Stony Brook,New Hampshire
Southeast Missouri State,Tennessee State
Texas A&M,Hartford
Texas-Arlington,South Alabama
West Virginia,Texas Christian
Texas,Texas Tech
Vanderbilt,Yale
Syracuse,Virginia Tech
Western Carolina,Citadel
William & Mary,College of Charleston
High Point,Winthrop
Abilene Christian,Central Arkansas
Arizona,Arizona State
Washington State,University of California
Manhattan,Canisius
Old Dominion,Charlotte
Colorado,USC
South Dakota,Denver
Detroit,Milwaukee
Florida International,Florida Atlantic
VCU,Fordham
Grand Canyon,UC-Riverside
Cleveland State,UIC
Indiana State,Evansville
IUPUI,Fort Wayne
Kansas,UNLV
Alabama-Birmingham,Middle Tennessee
Monmouth,Niagara
North Dakota State,South Dakota State
UTSA,North Texas
Northern Iowa,Loyola (IL)
Wisconsin,Northwestern
UTEP,Rice
St. Peter's,Marist
Iona,Siena
Stanford,Washington
Temple,UCF
Tulsa,Houston
Utah,UCLA
Valparaiso,Youngstown State
Louisville,Wake Forest
Western Illinois,Omaha
Western Kentucky,Marshall
Wichita State,Illinois State
Alabama A&M,Grambling
Alabama State,Jackson State
Alcorn State,Prairie View
Louisiana,Appalachian State
South Alabama,Little Rock
Bethune-Cookman,Trinity Baptist
Brown,UMass-Lowell
UCSB,Florida Gulf Coast
Charleston Southern,Campbell
Wofford,Chattanooga
James Madison,College of Charleston
Delaware State,Cheyney
William & Mary,Drexel
Rider,Fairfield
Texas State,Georgia State
Green Bay,Wright State
Harvard,Saint Rose
Hofstra,Delaware
Iowa,Nebraska
Lipscomb,Rhodes
Fairleigh Dickinson,LIU-Brooklyn
Louisiana-Monroe,Arkansas State
Houston Baptist,McNeese State
Michigan State,Indiana
New Orleans,Lamar
Notre Dame,UNC
Citadel,North Carolina-Greensboro
North Carolina-Wilmington,Northeastern
Sacred Heart,Central Connecticut
Saint Francis (PA),Robert Morris
Sam Houston State,Northwestern State
ETSU,Samford
Texas Southern,Southern
St. Francis (NY),Bryant
Stephen F. Austin,Southeastern Louisiana
Oklahoma,Texas
West Virginia,Texas Tech
Towson,Elon
Troy,Texas-Arlington
Mercer,Virginia Military Institute
Wagner,Mount St. Mary's
Western Carolina,Furman
Akron,Western Michigan
Alabama,Texas A&M
Pitt,Boston College
Providence,Butler
Texas A&M-Corpus Christi,Central Arkansas
Cincinnati,East Carolina
Stony Brook,Columbia
Jacksonville,Florida A&M
Florida State,Virginia Tech
George Washington,Saint Louis
Georgetown,Marquette
Arkansas,Georgia
UCF,Houston
Iona,Quinnipiac
Iowa State,Oklahoma State
Kentucky,Ole Miss
Ohio State,Minnesota
South Carolina Upstate,UMKC
Albany (NY),New Hampshire
New Mexico State,New Mexico Highlands
North Florida,Trinity Baptist
Michigan,Penn State
Princeton,Norfolk State
Saint Mary's (CA),Morgan State
San Diego State,New Mexico
Savannah State,Allen
UConn,South Florida
Villanova,St. John's (NY)
Central Michigan,Toledo
Vanderbilt,Auburn
Air Force,San Jose State
Lehigh,Army
Kansas,Baylor
Belmont,Southern Illinois-Edwardsville
Bucknell,Lafayette
UC-Davis,Cal State Northridge
Colgate,Holy Cross
Wyoming,Colorado State
DePaul,Creighton
Duquesne,St. Joseph's
Ball State,Eastern Michigan
Loyola (IL),Evansville
Fresno State,Utah State
Syracuse,Georgia Tech
Hartford,Binghamton
Cal Poly,Hawaii
Illinois,Maryland
Illinois State,Drake
Indiana State,Missouri State
Kansas State,Texas Christian
Bowling Green State,Kent State
UMass,La Salle
Louisville,Clemson
Loyola (MD),American
Vermont,Maine
Manhattan,St. Peter's
UMass-Lowell,UMBC
Buffalo,Miami (OH)
Tennessee,Mississippi State
Boston University,Navy
Nevada,UNLV
NJIT,Maryland-Eastern Shore
Northern Iowa,Southern Illinois
Northern Illinois,Ohio
Oral Roberts,IUPUI
Rhode Island,Fordham
Florida,South Carolina
South Dakota State,Western Illinois
USC,University of California
Eastern Illinois,Tennessee State
Texas-Rio Grande Valley,Our Lady of the Lake
Temple,Tulane
Utah,Colorado
Virginia,North Carolina State
VCU,Davidson
Duke,Wake Forest
Wichita State,Bradley
Wisconsin,Purdue
Xavier,Seton Hall
Alabama-Birmingham,Florida Atlantic
Georgia Southern,Arkansas State
Pepperdine,BYU
Bryant,Saint Francis (PA)
Long Beach State,UC-Irvine
UC-Riverside,Cal State Fullerton
Chattanooga,Western Carolina
Citadel,Samford
Cleveland State,Oakland
Coastal Carolina,Longwood
Hofstra,College of Charleston
Cornell,Howard
ETSU,Mercer
Elon,William & Mary
St. Francis (NY),Fairleigh Dickinson
Furman,North Carolina-Greensboro
Gardner-Webb,Radford
Gonzaga,San Francisco
High Point,Charleston Southern
Idaho State,Montana State
Michigan State,Iowa
Fort Wayne,Denver
Jacksonville State,Austin Peay
Northeastern,James Madison
LIU-Brooklyn,Sacred Heart
Louisiana,Georgia State
Canisius,Marist
Old Dominion,Marshall
Middle Tennessee,Florida International
Missouri,LSU
Mount St. Mary's,Central Connecticut
Nebraska,Rutgers
North Dakota State,Omaha
New Hampshire,Brown
North Carolina-Asheville,Liberty
North Carolina-Wilmington,Delaware
Sacramento State,North Dakota
Northern Colorado,Portland State
Arizona,Oregon
Oregon State,Arizona State
Portland,Santa Clara
Winthrop,Presbyterian
Richmond,George Mason
San Diego,Loyola Marymount
Siena,Niagara
South Alabama,Appalachian State
Morehead State,Southeast Missouri State
SMU,Memphis
Dayton,St. Bonaventure
Eastern Kentucky,UT-Martin
Murray State,Tennessee Tech
Louisiana-Monroe,Texas-Arlington
Louisiana Tech,UTEP
UTSA,Southern Miss
Texas State,Little Rock
Drexel,Towson
UCLA,Stanford
Valparaiso,UIC
Robert Morris,Wagner
Weber State,Montana
Western Kentucky,Charlotte
Wofford,Virginia Military Institute
Wright State,Youngstown State
Green Bay,Milwaukee
Quinnipiac,Monmouth
NJIT,Yale
Toledo,Akron
Abilene Christian,Nicholls State
Colorado State,Air Force
Alabama-Birmingham,Florida International
American,Colgate
Arkansas,Vanderbilt
Little Rock,Appalachian State
Alabama State,Arkansas-Pine Bluff
Navy,Army
Auburn,Missouri
Ball State,Central Michigan
Hampton,Bethune-Cookman
Binghamton,Maine
Lafayette,Boston University
Bowling Green State,Ohio
Evansville,Bradley
BYU,Loyola Marymount
Bryant,Fairleigh Dickinson
Butler,Xavier
UCSB,Cal Poly
UC-Davis,Long Beach State
UC-Irvine,UC-Riverside
Robert Morris,Central Connecticut
Charleston Southern,Longwood
Delaware,College of Charleston
Columbia,Central Pennsylvania College
UConn,Cincinnati
Cornell,Alfred
Seton Hall,Creighton
Harvard,Dartmouth
Davidson,Saint Louis
Morgan State,Delaware State
Detroit,Oakland
Northern Iowa,Drake
Rhode Island,Duquesne
Chattanooga,ETSU
Eastern Illinois,Belmont
Hofstra,Elon
Florida,Mississippi State
Norfolk State,Florida A&M
Florida Gulf Coast,Stetson
Dayton,Fordham
Virginia Military Institute,Furman
Gardner-Webb,Winthrop
Georgia State,Troy
Gonzaga,Santa Clara
Southern,Grambling
Grand Canyon,Cal State Bakersfield
Hawaii,Cal State Northridge
High Point,Campbell
Holy Cross,Bucknell
Howard,Coppin State
Eastern Washington,Idaho
Montana,Idaho State
Indiana,Ohio State
Iona,Canisius
South Dakota,Fort Wayne
IUPUI,Denver
Jackson State,Alcorn State
North Florida,Jacksonville
Kansas,Texas Tech
La Salle,George Washington
Lamar,Central Arkansas
Loyola (MD),Lehigh
Coastal Carolina,Liberty
Lipscomb,Northern Kentucky
LSU,Georgia
Manhattan,Niagara
Charlotte,Marshall
Albany (NY),UMass-Lowell
Mercer,Citadel
Miami (FL),Boston College
Miami (OH),Eastern Michigan
Michigan,Minnesota
Middle Tennessee,Florida Atlantic
Ole Miss,South Carolina
Alabama A&M,Mississippi Valley State
Mount St. Mary's,St. Francis (NY)
South Dakota State,Omaha
Fresno State,Nevada
UNLV,San Jose State
New Mexico State,UMKC
Sam Houston State,New Orleans
UNC,Louisville
North Carolina A&T,Savannah State
North Carolina Central,South Carolina State
North Carolina-Wilmington,Drexel
Portland State,North Dakota
Northern Arizona,Southern Utah
Northern Colorado,Sacramento State
Kent State,Northern Illinois
Northwestern State,Incarnate Word
Virginia,Notre Dame
Kansas State,Oklahoma
Oklahoma State,Texas
Oregon,Arizona State
Saint Mary's (CA),Pacific
Clemson,Pitt
San Francisco,Portland
Texas Southern,Prairie View
Princeton,Penn
Providence,Georgetown
Maryland,Purdue
Radford,Presbyterian
North Texas,Rice
Rider,St. Peter's
Saint Francis (PA),Sacred Heart
Pepperdine,San Diego
Georgia Southern,South Alabama
South Carolina Upstate,Kennesaw State
Eastern Kentucky,Southeast Missouri State
Southeastern Louisiana,Houston Baptist
Indiana State,Southern Illinois
Southern Illinois-Edwardsville,Tennessee State
Tulsa,Temple
Alabama,Tennessee
UT-Martin,Morehead State
Tennessee Tech,Austin Peay
Kentucky,Texas A&M
Texas A&M-Corpus Christi,McNeese State
Texas-Arlington,Arkansas State
Baylor,Texas Christian
UTEP,Southern Miss
Texas-Rio Grande Valley,Chicago State
Louisiana Tech,UTSA
Louisiana-Monroe,Texas State
Northeastern,Towson
New Mexico,Utah State
Utah Valley,Seattle
Valparaiso,Cleveland State
Vermont,Stony Brook
Villanova,DePaul
VCU,St. Joseph's
Wagner,LIU-Brooklyn
Wake Forest,Georgia Tech
Washington State,Washington
Weber State,Montana State
Iowa State,West Virginia
Western Carolina,North Carolina-Greensboro
Oral Roberts,Western Illinois
Western Kentucky,Old Dominion
Western Michigan,Buffalo
William & Mary,James Madison
Wofford,Samford
Wyoming,Boise State
Yale,Daniel Webster
SMU,UCF
UMass,George Mason
Green Bay,Youngstown State
Memphis,Houston
Murray State,Jacksonville State
Wichita State,Loyola (IL)
New Hampshire,UMBC
Michigan State,Northwestern
Illinois State,Missouri State
Nebraska,Illinois
North Carolina State,Duke
Oregon State,Arizona
Quinnipiac,Marist
Richmond,St. Bonaventure
Rutgers,Wisconsin
Fairfield,Siena
Stanford,USC
Syracuse,Florida State
Tulane,South Florida
UCLA,University of California
Alabama A&M,Arkansas-Pine Bluff
Norfolk State,Bethune-Cookman
Brown,Lyndon State
Coastal Carolina,Campbell
Hampton,Florida A&M
Alcorn State,Grambling
Delaware State,Howard
Incarnate Word,New Orleans
Southern,Jackson State
Alabama State,Mississippi Valley State
Maryland-Eastern Shore,Morgan State
South Carolina State,North Carolina A&T
North Carolina Central,Savannah State
Monmouth,Rider
Sam Houston State,Southeastern Louisiana
Lamar,Texas A&M-Corpus Christi
UTSA,Texas-Rio Grande Valley
Boise State,UNLV
Northern Iowa,Bradley
Stephen F. Austin,Central Arkansas
Georgetown,DePaul
Miami (FL),Duke
Indiana,Penn State
Iona,Fairfield
Kansas,Oklahoma State
Kentucky,Missouri
Lipscomb,South Carolina Upstate
Louisville,Virginia Tech
UMass-Lowell,Maine
Iowa,Minnesota
Montana,Montana Tech
Penn,Niagara
Nicholls State,Houston Baptist
Abilene Christian,Northwestern State
Ohio State,Michigan
VCU,Rhode Island
Santa Clara,St. Katherine
Butler,Seton Hall
South Carolina,Alabama
Syracuse,Wake Forest
Tennessee,Arkansas
Texas A&M,Mississippi State
Tulsa,UConn
Virginia,Clemson
West Virginia,Oklahoma
Akron,Bowling Green State
Albany (NY),Binghamton
American,Lehigh
Baylor,Iowa State
Boston College,Harvard
Bucknell,Navy
Buffalo,Northern Illinois
Stanford,University of California
UCF,Tulane
Central Michigan,Miami (OH)
Charleston Southern,Liberty
Colgate,Boston University
Colorado State,Nevada
Dayton,La Salle
Delaware,Towson
Denver,Western Illinois
East Carolina,Houston
College of Charleston,Elon
High Point,Gardner-Webb
St. Bonaventure,George Mason
Notre Dame,Georgia Tech
Army,Holy Cross
Detroit,UIC
Indiana State,Illinois State
Jacksonville,Stetson
Southeast Missouri State,Jacksonville State
Kansas State,Texas Tech
Kent State,Eastern Michigan
Lafayette,Loyola (MD)
Presbyterian,Longwood
Loyola (IL),Drake
Marquette,Creighton
Maryland,Rutgers
Davidson,UMass
Milwaukee,Youngstown State
LSU,Ole Miss
Evansville,Missouri State
St. Peter's,Monmouth
Hartford,New Hampshire
New Mexico,Air Force
NJIT,St. Joseph's (NY)
Winthrop,North Carolina-Asheville
North Carolina-Greensboro,Virginia Military Institute
UNC,North Carolina State
North Florida,Florida Gulf Coast
Northeastern,Hofstra
Northern Kentucky,Kennesaw State
Illinois,Northwestern
Toledo,Ohio
Oral Roberts,Omaha
Pitt,Florida State
St. John's (NY),Providence
St. Joseph's,Fordham
Saint Louis,Duquesne
Fresno State,San Jose State
South Dakota,North Dakota State
South Dakota State,IUPUI
UCLA,USC
Stony Brook,UMBC
SMU,Temple
Georgia,Vanderbilt
Vermont,Dartmouth
Villanova,Xavier
Western Michigan,Ball State
Wichita State,Southern Illinois
William & Mary,North Carolina-Wilmington
Cleveland State,Wright State
San Diego State,Wyoming
Arkansas State,Appalachian State
Arizona,Colorado
Utah,Arizona State
Austin Peay,Tennessee State
Bryant,Wagner
New Mexico State,Cal State Bakersfield
UC-Irvine,Cal State Fullerton
UC-Davis,UC-Riverside
Cal State Northridge,UCSB
Radford,Campbell
LIU-Brooklyn,Central Connecticut
Charlotte,North Texas
Citadel,Wofford
James Madison,Drexel
Eastern Illinois,Eastern Kentucky
Mount St. Mary's,Fairleigh Dickinson
Florida,Auburn
Western Kentucky,Florida Atlantic
Florida International,Marshall
George Washington,Richmond
Georgia Southern,Louisiana
Georgia State,Texas-Arlington
Long Beach State,Cal Poly
Louisiana-Monroe,Troy
Louisiana Tech,Alabama-Birmingham
Loyola Marymount,Portland
Memphis,Cincinnati
Mercer,Furman
Morehead State,Southern Illinois-Edwardsville
Murray State,Belmont
Weber State,Northern Arizona
Oakland,Green Bay
Old Dominion,Rice
BYU,Pacific
Gonzaga,Pepperdine
Eastern Washington,Portland State
Rider,Quinnipiac
Sacramento State,Idaho
Saint Mary's (CA),San Diego
Chattanooga,Samford
Seattle,Texas-Rio Grande Valley
Middle Tennessee,Southern Miss
Southern Utah,Idaho State
UT-Martin,Tennessee Tech
Texas State,South Alabama
Grand Canyon,Utah Valley
Washington,Oregon State
Washington State,Oregon
ETSU,Western Carolina
Wisconsin,Nebraska
Canisius,Siena
Fairfield,Marist
Iona,Niagara
North Dakota State,Western Illinois
St. Francis (NY),Robert Morris
Saint Francis (PA),Sacred Heart
Manhattan,St. Peter's
Stephen F. Austin,Abilene Christian
Akron,Central Michigan
Kentucky,Alabama
Alabama State,Alabama A&M
Alcorn State,Mississippi Valley State
Appalachian State,Georgia State
Arizona,Utah
Arizona State,Colorado
Ole Miss,Arkansas
Arkansas State,Texas State
Auburn,South Carolina
Belmont,Austin Peay
New Hampshire,Binghamton
Virginia,Boston College
Bowling Green State,Ball State
Yale,Brown
Bucknell,Army
Buffalo,Miami (OH)
Cal State Bakersfield,Texas-Rio Grande Valley
UC-Davis,Cal State Fullerton
Cal State Northridge,Cal Poly
UC-Riverside,Hawaii
North Carolina-Asheville,Campbell
Bryant,Central Connecticut
Rice,Charlotte
Cincinnati,Temple
Furman,Citadel
Clemson,Syracuse
Gardner-Webb,Coastal Carolina
Bethune-Cookman,Coppin State
Columbia,Cornell
Providence,Creighton
Dartmouth,NJIT
Dayton,Saint Louis
Drexel,Delaware
Delaware State,South Carolina State
Green Bay,Detroit
Drake,Indiana State
VCU,Duquesne
Eastern Kentucky,Southern Illinois-Edwardsville
Eastern Michigan,Northern Illinois
Wichita State,Evansville
Wagner,Fairleigh Dickinson
Florida Atlantic,Marshall
Florida Gulf Coast,Jacksonville
Western Kentucky,Florida International
North Carolina State,Florida State
Wyoming,Fresno State
George Washington,George Mason
Georgetown,Butler
Georgia,Florida
North Carolina A&T,Hampton
Hartford,UMass-Lowell
North Carolina-Wilmington,Hofstra
Tulane,Houston
Houston Baptist,New Orleans
Illinois State,Bradley
Southeastern Louisiana,Incarnate Word
Iowa,Ohio State
Iowa State,Kansas
James Madison,Elon
Kansas State,Baylor
Lipscomb,Kennesaw State
Kent State,Ohio
La Salle,Fordham
American,Lafayette
Lehigh,Holy Cross
Long Beach State,UCSB
Mount St. Mary's,LIU-Brooklyn
Longwood,Liberty
South Alabama,Louisiana
Louisiana-Monroe,Little Rock
Texas A&M,LSU
Louisiana Tech,Middle Tennessee
Duke,Louisville
Gonzaga,Loyola Marymount
Stony Brook,Maine
Maryland,Michigan State
Vermont,UMBC
Maryland-Eastern Shore,Savannah State
UMass,Rhode Island
Memphis,UCF
Mercer,Samford
Michigan,Northwestern
Minnesota,Rutgers
Mississippi State,Vanderbilt
Tennessee,Missouri
UMKC,Chicago State
Montana,Montana State
Eastern Illinois,Morehead State
Morgan State,Florida A&M
Murray State,Tennessee State
Colgate,Navy
Texas A&M-Corpus Christi,Nicholls State
North Carolina Central,Norfolk State
Northern Colorado,North Dakota
Northeastern,College of Charleston
Northern Arizona,Idaho State
Northwestern State,Lamar
Notre Dame,Miami (FL)
Oklahoma,Oklahoma State
Old Dominion,North Texas
Oral Roberts,Fort Wayne
Pacific,San Diego
Purdue,Penn State
Villanova,Penn
Pepperdine,Portland
Pitt,Georgia Tech
Portland State,Idaho
Prairie View,Jackson State
Charleston Southern,Presbyterian
Richmond,Davidson
Sacramento State,Eastern Washington
Saint Mary's (CA),BYU
Sam Houston State,McNeese State
San Diego State,UNLV
Colorado State,San Jose State
Santa Clara,San Francisco
Seattle,New Mexico State
Northern Kentucky,South Carolina Upstate
South Dakota State,South Dakota
Tulsa,South Florida
