Winner,Loser
TCU,Oklahoma
Rhode Island,Saint Joseph's
St. Bonaventure,Dayton
Kentucky,Texas A&M
Texas Tech,West Virginia
Toledo,Buffalo
UCF,East Carolina
Liberty,UNC Asheville
Indiana,Wisconsin
Alcorn,Prairie View
Baylor,Iowa St.
Savannah St.,Bethune-Cookman
UNLV,Boise St.
Butler,Villanova
CSUN,UC Riverside
Campbell,Charleston So.
San Jose St.,Colorado St.
St. John's (NY),Creighton
Denver,South Dakota
Duke,Georgia Tech
Evansville,Bradley
Richmond,Fordham
Omaha,Fort Wayne
Fresno St.,Wyoming
George Mason,Massachusetts
Alabama A&M,Grambling
Howard,Florida A&M
Southern Ill.,Indiana St.
Alabama St.,Jackson St.
Missouri,LSU
La Salle,Saint Louis
UC Irvine,Long Beach St.
Longwood,Presbyterian
Loyola Chicago,UNI
Illinois St.,Missouri St.
Hampton,N.C. A&T
NJIT,Brown
Nevada,San Diego St.
Utah St.,New Mexico
Niagara,Siena
Morgan St.,Norfolk St.
Notre Dame,Louisville
Texas,Oklahoma St.
Washington,Oregon
Michigan,Penn St.
Providence,Georgetown
Canisius,Quinnipiac
Radford,Gardner-Webb
Michigan St.,Rutgers
Georgia,South Carolina
Coppin St.,South Carolina St.
Western Ill.,South Dakota St.
Syracuse,Miami (FL)
SMU,Temple
Southern U.,Texas Southern
Houston,Tulsa
UC Davis,UC Santa Barbara
Duquesne,VCU
Vanderbilt,Auburn
Pittsburgh,Virginia
NC State,Virginia Tech
Washington St.,Oregon St.
Wichita St.,Drake
High Point,Winthrop
Arizona,Utah
Arizona St.,Colorado
Tennessee Tech,Austin Peay
Belmont,UT Martin
American,Bucknell
Cal St. Fullerton,Hawaii
UCLA,California
Abilene Christian,Central Ark.
Western Ky.,Charlotte
Chicago St.,UTRGV
Wright St.,Cleveland St.
Morehead St.,Eastern Ill.
Manhattan,Fairfield
Wagner,Fairleigh Dickinson
Samford,Furman
George Washington,Davidson
San Francisco,Gonzaga
Hofstra,James Madison
Colgate,Holy Cross
Houston Baptist,Southeastern La.
Lafayette,Army West Point
Lipscomb,Fisk
Louisiana Tech,UTEP
Lehigh,Loyola Maryland
Maine,Vermont
Marshall,Old Dominion
Memphis,UConn
Mercer,VMI
Rice,Middle Tenn.
Idaho,Montana
Eastern Wash.,Montana St.
Bryant,Mt. St. Mary's
Jacksonville St.,Murray St.
Navy,Boston U.
Nebraska,Iowa
New Hampshire,Stony Brook
Lamar University,New Orleans
North Dakota,Northern Ariz.
North Dakota St.,IUPUI
Northeastern,Delaware
Northwestern,Minnesota
Incarnate Word,Northwestern St.
Ohio St.,Purdue
Pepperdine,Loyola Marymount
Robert Morris,LIU Brooklyn
Eastern Ky.,SIUE
Central Conn. St.,Sacred Heart
Saint Francis (PA),St. Francis Brooklyn
Saint Mary's (CA),BYU
McNeese,Sam Houston St.
San Diego,Pacific
Santa Clara,Portland
Tennessee St.,Southeast Mo. St.
Northern Colo.,Southern Utah
Southern California,Stanford
The Citadel,ETSU
Col. of Charleston,Towson
North Texas,UAB
UMBC,Binghamton
UMKC,New Mexico St.
UMass Lowell,Albany (NY)
Drexel,UNCW
Southern Miss.,UTSA
William & Mary,Elon
Chattanooga,Wofford
Northern Ky.,Youngstown St.
Dayton,Rhode Island
Ill.-Chicago,Detroit Mercy
Green Bay,Milwaukee
Monmouth,Iona
Marist,Rider
Valparaiso,Oakland
Ohio,Kent St.
Akron,Western Mich.
A&M-Corpus Christi,Northwestern St.
Colorado St.,Air Force
Arizona,Colorado
Arizona St.,Utah
Ark.-Pine Bluff,Alabama St.
Kentucky,Arkansas
BYU,Pacific
Ball St.,Bowling Green
Baylor,Oklahoma St.
Belmont,Southeast Mo. St.
Boise St.,San Diego St.
Duke,Boston College
Georgetown,Butler
Cal St. Fullerton,CSUN
Liberty,Campbell
Central Conn. St.,Mt. St. Mary's
Northern Ill.,Central Mich.
Marshall,Charlotte
Chicago St.,New Mexico St.
Notre Dame,Clemson
Northern Ky.,Cleveland St.
Coastal Caro.,Arkansas St.
Seton Hall,DePaul
Fort Wayne,Denver
Mercer,ETSU
Eastern Ky.,Eastern Ill.
Eastern Mich.,Buffalo
Fla. Atlantic,FIU
Fairleigh Dickinson,Bryant
Florida,Tennessee
Florida A&M,Coppin St.
Fordham,Saint Joseph's
San Jose St.,Fresno St.
Chattanooga,Furman
Ga. Southern,Troy
Gardner-Webb,Charleston So.
Georgia Tech,Louisville
Grambling,Southern U.
Dartmouth,Harvard
Col. of Charleston,Hofstra
Houston,Cincinnati
Houston Baptist,McNeese
Columbia,Howard
Indiana,Illinois
Indiana St.,Illinois St.
Iowa St.,Texas
Jacksonville,North Florida
Jacksonville St.,Austin Peay
Lipscomb,Kennesaw St.
LSU,Mississippi St.
La Salle,Duquesne
Lamar University,Southeastern La.
Appalachian St.,Little Rock
Long Beach St.,UC Riverside
Louisiana,La.-Monroe
Louisiana Tech,UTSA
Bradley,Loyola Chicago
VCU,Massachusetts
Michigan,Maryland
North Texas,Middle Tenn.
Mississippi Val.,Alabama A&M
Georgia,Missouri
Missouri St.,Southern Ill.
Yale,Mitchell
Eastern Wash.,Montana
Idaho,Montana St.
Bethune-Cookman,Morgan St.
Tennessee Tech,Murray St.
N.C. A&T,Delaware St.
USC Upstate,NJIT
New Mexico,Nevada
Incarnate Word,New Orleans
Northeastern,James Madison
Northern Colo.,Northern Ariz.
Kansas St.,Oklahoma
Auburn,Ole Miss
Western Ill.,Oral Roberts
Princeton,Penn
Michigan St.,Penn St.
Pepperdine,San Diego
Portland St.,Sacramento St.
Providence,Creighton
Quinnipiac,Manhattan
Presbyterian,Radford
Abilene Christian,SFA
Morehead St.,SIUE
SMU,South Fla.
Wagner,Sacred Heart
Saint Francis (PA),LIU Brooklyn
San Francisco,Saint Mary's (CA)
Siena,Saint Peter's
Sam Houston St.,Nicholls St.
Loyola Marymount,Santa Clara
CSU Bakersfield,Seattle U
Georgia St.,South Ala.
South Dakota,IUPUI
South Dakota St.,Omaha
North Dakota,Southern Utah
St. Bonaventure,George Mason
Robert Morris,St. Francis Brooklyn
Stetson,FGCU
Syracuse,Pittsburgh
West Virginia,TCU
Temple,East Carolina
Tennessee St.,UT Martin
South Carolina,Texas A&M
Prairie View,Texas Southern
Texas St.,UT Arlington
Kansas,Texas Tech
The Citadel,VMI
Toledo,Miami (OH)
Elon,Towson
Rice,UAB
UC Davis,Cal Poly
UC Irvine,Hawaii
UMKC,UTRGV
UNC Asheville,High Point
UNCG,Western Caro.
Delaware,UNCW
Utah St.,UNLV
Southern Miss.,UTEP
Grand Canyon,Utah Valley
Alabama,Vanderbilt
Villanova,Marquette
Florida St.,Virginia Tech
Washington,Oregon St.
Washington St.,Oregon
Western Ky.,Old Dominion
Winthrop,Longwood
Xavier,St. John's (NY)
Wright St.,Youngstown St.
Lehigh,American
Army West Point,Loyola Maryland
Holy Cross,Bucknell
Southern California,California
Cornell,Fisher
Saint Louis,Davidson
Valparaiso,Detroit Mercy
Drake,Evansville
Ill.-Chicago,Oakland
Iona,Canisius
Lafayette,Boston U.
Monmouth,Marist
North Carolina,NC State
Navy,Colgate
Nebraska,Northwestern
Rider,Niagara
Minnesota,Ohio St.
George Washington,Richmond
Iowa,Rutgers
Samford,Wofford
Stony Brook,Albany (NY)
Tulane,Memphis
UConn,UCF
UCLA,Stanford
UMBC,Maine
Binghamton,UMass Lowell
Vermont,Hartford
Virginia,Wake Forest
UNI,Wichita St.
Purdue,Wisconsin
Ark.-Pine Bluff,Alabama A&M
Appalachian St.,Arkansas St.
Bethune-Cookman,Coppin St.
Ga. Southern,South Ala.
Georgetown,St. John's (NY)
Grambling,Alcorn
Hampton,Savannah St.
Jackson St.,Southern U.
Coastal Caro.,Little Rock
Mississippi Val.,Alabama St.
Saint Peter's,Quinnipiac
Georgia St.,Troy
N.C. A&T,UMES
Ball St.,Miami (OH)
West Virginia,Baylor
Central Mich.,Akron
DePaul,Providence
Florida St.,Duke
Bowling Green,Eastern Mich.
Fairfield,Canisius
Alabama,Florida
Florida A&M,Morgan St.
Jacksonville St.,Fort Valley St.
Saint Joseph's,George Mason
Green Bay,Northern Ky.
Harvard,McGill (CAN)
Maryland,Indiana
Texas Tech,Kansas St.
Kent St.,Northern Ill.
Arkansas,Mississippi St.
Missouri,Auburn
N.C. Central,Delaware St.
New Mexico,UNLV
Manhattan,Niagara
Buffalo,Ohio
Oklahoma,Kansas
San Diego St.,San Jose St.
Southeast Mo. St.,Tennessee Tech
Western Mich.,Toledo
Vanderbilt,Kentucky
Villanova,Xavier
Virginia Tech,Syracuse
Boston U.,American
Army West Point,Colgate
Boston College,NC State
Bradley,UNI
Bucknell,Lehigh
Creighton,Butler
Long Beach St.,CSUN
Denver,Western Ill.
Davidson,Fordham
Air Force,Fresno St.
Gardner-Webb,Campbell
VCU,George Washington
East Carolina,Houston
IUPUI,Omaha
Illinois,Michigan
Southern Ill.,Illinois St.
Drake,Indiana St.
Jackson St.,Alcorn
Holy Cross,Lafayette
Lamar University,Incarnate Word
High Point,Liberty
Louisville,Pittsburgh
Wichita St.,Loyola Chicago
Maine,UMass Lowell
Massachusetts,Dayton
Michigan St.,Minnesota
Missouri St.,Evansville
Loyola Maryland,Navy
Albany (NY),New Hampshire
Norfolk St.,Savannah St.
Wake Forest,North Carolina
South Dakota,North Dakota St.
Oklahoma St.,Iowa St.
Ole Miss,Georgia
Charleston So.,Radford
SFA,A&M-Corpus Chris
Duquesne,Saint Louis
Samford,Mercer
Marquette,Seton Hall
Tennessee,South Carolina
Richmond,St. Bonaventure
Texas,TCU
UConn,Temple
Texas A&M,LSU
Chattanooga,The Citadel
South Fla.,Tulane
Tulsa,Memphis
Hartford,UMBC
N.C. Central,UMES
UNC Asheville,Longwood
Binghamton,Vermont
Winthrop,Presbyterian
Wyoming,Utah St.
Arizona,Arizona St.
BYU,San Francisco
Morehead St.,Belmont
UTRGV,CSU Bakersfield
Cal Poly,Cal St. Fullerton
California,Washington
Houston Baptist,Central Ark.
Cincinnati,SMU
Georgia Tech,Clemson
Cleveland St.,Ill.-Chicago
Colorado,UCLA
UTEP,FIU
Mt. St. Mary's,Fairleigh Dickinson
UTSA,Fla. Atlantic
Gonzaga,Loyola Marymount
Green Bay,Wright St.
Elon,Hofstra
Weber St.,Idaho
Idaho St.,Eastern Wash.
Iowa,Purdue
NJIT,Jacksonville
James Madison,Col. of Charleston
Kennesaw St.,FGCU
LIU Brooklyn,Central Conn. St.
Rhode Island,La Salle
Charlotte,Louisiana Tech
Miami (FL),Notre Dame
Middle Tenn.,Marshall
Milwaukee,Northern Ky.
Montana,Northern Colo.
Montana St.,North Dakota
Eastern Ill.,Murray St.
New Mexico St.,Grand Canyon
Northwestern St.,Nicholls St.
USC Upstate,North Florida
Northeastern,Drexel
Wisconsin,Ohio St.
Oral Roberts,South Dakota St.
Pacific,Pepperdine
Siena,Quinnipiac
Rutgers,Northwestern
SIUE,Austin Peay
Robert Morris,Saint Francis (PA)
Portland,Saint Mary's (CA)
New Orleans,Sam Houston St.
San Diego,Santa Clara
Abilene Christian,Southeastern La.
Old Dominion,Southern Miss.
Southern Utah,Sacramento St.
St. Francis Brooklyn,Sacred Heart
Lipscomb,Stetson
Eastern Ky.,Tennessee St.
Towson,Delaware
UAB,Western Ky.
UC Riverside,UC Davis
UC Santa Barbara,UC Irvine
Seattle U,UMKC
ETSU,UNCG
UNCW,William & Mary
Utah,Southern California
Utah Valley,Chicago St.
VMI,Western Caro.
Bryant,Wagner
Stanford,Washington St.
Youngstown St.,Valparaiso
Princeton,Brown
Oakland,Detroit Mercy
Manhattan,Rider
Central Mich.,Toledo
Vermont,UMBC
Penn,Yale
Air Force,San Jose St.
Alabama A&M,Alabama St.
American,Army West Point
Southern U.,Ark.-Pine Bluff
Kentucky,Auburn
Eastern Ill.,Austin Peay
San Diego,BYU
Buffalo,Ball St.
Kansas St.,Baylor
Eastern Ky.,Belmont
Syracuse,Boston College
Bowling Green,Northern Ill.
Penn,Brown
Colgate,Bucknell
Butler,Xavier
New Mexico St.,CSU Bakersfield
CSUN,UC Davis
UC Irvine,Cal St. Fullerton
A&M-Corpus Christi,Central Ark.
Charleston So.,UNC Asheville
Charlotte,Southern Miss.
Cleveland St.,Valparaiso
Coastal Caro.,Appalachian St.
Cornell,Columbia
Duquesne,Dayton
Marquette,DePaul
Drexel,Delaware
Louisville,Duke
ETSU,Western Caro.
Ohio,Eastern Mich.
Evansville,Southern Ill.
Lipscomb,FGCU
UTSA,FIU
Central Conn. St.,Fairleigh Dickinson
UTEP,Fla. Atlantic
Florida,Georgia
Savannah St.,Florida A&M
Fresno St.,Boise St.
Wofford,Furman
Louisiana,Ga. Southern
Longwood,Gardner-Webb
George Mason,Saint Louis
La.-Monroe,Georgia St.
Delaware St.,Hampton
High Point,Presbyterian
UNCW,Hofstra
Lehigh,Holy Cross
UCF,Houston
Incarnate Word,Houston Baptist
UMES,Howard
Idaho St.,Idaho
Illinois,Maryland
Indiana St.,Bradley
Prairie View,Jackson St.
USC Upstate,Jacksonville
Tennessee Tech,Jacksonville St.
James Madison,Elon
Western Mich.,Kent St.
LSU,Alabama
Abilene Christian,Lamar University
Little Rock,Arkansas St.
Hawaii,Long Beach St.
Old Dominion,Louisiana Tech
Maine,Stony Brook
Canisius,Marist
Memphis,South Fla.
Mercer,Chattanooga
Pittsburgh,Miami (FL)
Miami (OH),Akron
Middle Tenn.,Western Ky.
Milwaukee,Wright St.
Alcorn,Mississippi Val.
Arkansas,Missouri
Montana,North Dakota
Montana St.,Northern Colo.
SIUE,Murray St.
Coppin St.,N.C. A&T
NJIT,North Florida
Lafayette,Navy
Michigan,Nebraska
Wyoming,Nevada
New Hampshire,Binghamton
Colorado St.,New Mexico
Niagara,Monmouth
Norfolk St.,N.C. Central
North Carolina,Florida St.
Denver,North Dakota St.
Northern Ariz.,Sacramento St.
Oklahoma,Texas Tech
Kansas,Oklahoma St.
South Carolina,Ole Miss
Oral Roberts,IUPUI
Oregon,Oregon St.
Penn St.,Minnesota
Pepperdine,Santa Clara
Portland,Loyola Marymount
Quinnipiac,Iona
Radford,Liberty
Rice,North Texas
Saint Joseph's,Richmond
Wagner,Robert Morris
SFA,Nicholls St.
Bryant,Sacred Heart
Mt. St. Mary's,Saint Francis (PA)
Gonzaga,Saint Mary's (CA)
Northwestern St.,Sam Houston St.
The Citadel,Samford
San Francisco,Pacific
Seattle U,Chicago St.
Providence,Seton Hall
South Carolina St.,Bethune-Cookman
South Dakota,Fort Wayne
UT Martin,Southeast Mo. St.
Southern Utah,Portland St.
Fordham,St. Bonaventure
LIU Brooklyn,St. Francis Brooklyn
Kennesaw St.,Stetson
TCU,Iowa St.
Morehead St.,Tennessee St.
Mississippi St.,Texas A&M
Texas Southern,Grambling
South Ala.,Texas St.
Towson,Northeastern
Troy,UT Arlington
Temple,Tulsa
UAB,Marshall
UC Santa Barbara,Cal Poly
Utah,UCLA
Georgetown,UConn
Utah Valley,UMKC
UMass Lowell,Hartford
VMI,UNCG
UTRGV,Grand Canyon
San Diego St.,Utah St.
Davidson,VCU
Vanderbilt,Tennessee
St. John's (NY),Villanova
Clemson,Virginia
Virginia Tech,Notre Dame
Stanford,Washington
California,Washington St.
Weber St.,Eastern Wash.
Texas,West Virginia
Omaha,Western Ill.
Illinois St.,Wichita St.
Col. of Charleston,William & Mary
Campbell,Winthrop
Princeton,Yale
Youngstown St.,Ill.-Chicago
East Carolina,Cincinnati
Colorado,Southern California
Fairfield,Siena
La Salle,George Washington
Northwestern,Iowa
Rhode Island,Massachusetts
Southeastern La.,McNeese
Loyola Chicago,Missouri St.
NC State,Georgia Tech
Ohio St.,Michigan St.
Indiana,Rutgers
Rider,Saint Peter's
Tulane,SMU
UNI,Drake
Alcorn,Ark.-Pine Bluff
Loyola Maryland,Boston U.
Butler,Marquette
Oakland,Cleveland St.
St. John's (NY),DePaul
Florida A&M,Bethune-Cookman
La.-Monroe,Ga. Southern
Prairie View,Grambling
Valparaiso,Green Bay
Hampton,N.C. Central
Bryant,Harvard
Howard,Coppin St.
Iowa St.,Kansas
Texas Southern,Jackson St.
Louisiana,Georgia St.
Hartford,Maine
Southern U.,Mississippi Val.
Canisius,Monmouth
Morgan St.,N.C. A&T
New Hampshire,Vermont
Niagara,Marist
Delaware St.,Norfolk St.
Northern Ariz.,Portland St.
Georgetown,Providence
Villanova,Seton Hall
South Ala.,UT Arlington
South Carolina St.,Savannah St.
UMass Lowell,Stony Brook
North Carolina,Syracuse
Troy,Texas St.
UMBC,Albany (NY)
Xavier,Creighton
Detroit Mercy,Youngstown St.
Baylor,Texas
Ball St.,Central Mich.
Eastern Mich.,Western Mich.
Evansville,Wichita St.
Fairfield,Saint Peter's
Grand Canyon,San Diego Christian
Kent St.,Buffalo
Manhattan,Iona
Northern Ill.,Miami (OH)
Ill.-Chicago,Milwaukee
Mississippi St.,Kentucky
NC State,Pittsburgh
Boise St.,New Mexico
Akron,Ohio
Ole Miss,Tennessee
Purdue,Illinois
Siena,Rider
Saint Louis,St. Bonaventure
Texas A&M,Arkansas
Toledo,Bowling Green
UCF,South Fla.
UNLV,San Diego St.
Georgia,Vanderbilt
Wisconsin,Michigan
Boston College,Virginia
Boston U.,Colgate
Bradley,Illinois St.
Bucknell,Loyola Maryland
Hawaii,CSUN
Cal St. Fullerton,UC Riverside
McNeese,Central Ark.
Chicago St.,Roosevelt
Omaha,Denver
South Carolina,Florida
Fordham,VCU
Fresno St.,Colorado St.
George Washington,Duquesne
Army West Point,Holy Cross
Oklahoma St.,Kansas St.
Auburn,LSU
American,Lafayette
UNI,Loyola Chicago
Massachusetts,Saint Joseph's
Wake Forest,Miami (FL)
Alabama,Missouri
Indiana St.,Missouri St.
Navy,Lehigh
Nevada,Air Force
Florida St.,Notre Dame
Nebraska,Ohio St.
West Virginia,Oklahoma
Oral Roberts,South Dakota
Penn St.,Indiana
IUPUI,South Dakota St.
Drake,Southern Ill.
Texas Tech,TCU
Cincinnati,Temple
Tulsa,Tulane
Cal Poly,UC Irvine
Virginia Tech,Georgia Tech
Washington,Colorado
Washington St.,Utah
San Jose St.,Wyoming
Albany (NY),Binghamton
Southern California,Arizona
UCLA,Arizona St.
Austin Peay,Morehead St.
Belmont,Jacksonville St.
Oregon,California
Campbell,High Point
Presbyterian,Charleston So.
Louisville,Clemson
Elon,Drexel
FGCU,USC Upstate
FIU,Middle Tenn.
Furman,ETSU
Liberty,Gardner-Webb
Houston,Memphis
Northern Colo.,Idaho St.
Iowa,Maryland
Jacksonville,Lipscomb
LIU Brooklyn,Wagner
La Salle,Davidson
Louisiana Tech,Rice
Maine,New Hampshire
Portland St.,Montana
Sacramento St.,Montana St.
Murray St.,Eastern Ky.
New Orleans,Houston Baptist
Nicholls St.,Abilene Christian
North Dakota,Weber St.
North Dakota St.,Fort Wayne
North Florida,Kennesaw St.
Delaware,Northeastern
Eastern Wash.,Northern Ariz.
BYU,Pepperdine
Longwood,Radford
Dayton,Richmond
Robert Morris,Central Conn. St.
A&M-Corpus Christi,SFA
Southeast Mo. St.,SIUE
SMU,UConn
Sacred Heart,Mt. St. Mary's
Saint Francis (PA),Bryant
Saint Mary's (CA),Pacific
Saint Peter's,Siena
Sam Houston St.,Lamar University
Loyola Marymount,San Diego
San Francisco,Portland
Santa Clara,Gonzaga
Southern Miss.,North Texas
Idaho,Southern Utah
Fairleigh Dickinson,St. Francis Brooklyn
Oregon St.,Stanford
Stetson,NJIT
Stony Brook,Hartford
Tennessee St.,Tennessee Tech
Western Caro.,The Citadel
Hofstra,Towson
Fla. Atlantic,UAB
Long Beach St.,UC Santa Barbara
UNCG,Mercer
Col. of Charleston,UNCW
UT Martin,Eastern Ill.
Vermont,UMass Lowell
William & Mary,James Madison
Winthrop,UNC Asheville
Wofford,VMI
Milwaukee,Cleveland St.
Wright St.,Detroit Mercy
Akron,Eastern Mich.
Iona,Fairfield
Green Bay,Youngstown St.
Monmouth,Manhattan
Northern Ky.,Oakland
Quinnipiac,Canisius
Brown,Yale
UNLV,Air Force
Auburn,Alabama
Alabama A&M,Southern U.
Alabama St.,Alcorn
UCLA,Arizona
Pacific,BYU
Bowling Green,Ball St.
TCU,Baylor
Belmont,Tennessee Tech
San Jose St.,Boise St.
Boston College,North Carolina
Bucknell,Boston U.
CSUN,UC Irvine
Oregon St.,California
UNC Asheville,Campbell
Central Ark.,New Orleans
Central Mich.,Miami (OH)
Charleston So.,Longwood
Charlotte,Old Dominion
UTRGV,Chicago St.
Georgia St.,Coastal Caro.
Utah St.,Colorado St.
Columbia,Cornell
DePaul,Butler
IUPUI,Denver
Morehead St.,Eastern Ky.
Loyola Chicago,Evansville
FIU,UAB
Fairleigh Dickinson,LIU Brooklyn
Fla. Atlantic,Middle Tenn.
Florida,Vanderbilt
Massachusetts,Fordham
Nevada,Fresno St.
Furman,VMI
Ga. Southern,Appalachian St.
Gardner-Webb,Presbyterian
Gonzaga,Portland
Harvard,Dartmouth
SMU,Houston
Southeastern La.,Houston Baptist
N.C. A&T,Howard
Michigan,Illinois
Illinois St.,Drake
Indiana,Michigan St.
Wichita St.,Indiana St.
Grambling,Jackson St.
Jacksonville,Kennesaw St.
Tennessee St.,Jacksonville St.
Col. of Charleston,James Madison
Kansas,Texas
Kansas St.,West Virginia
Arkansas,LSU
Lehigh,Lafayette
Little Rock,South Ala.
Cal Poly,Long Beach St.
Louisiana Tech,North Texas
Florida St.,Louisville
Colgate,Loyola Maryland
Rider,Marist
Creighton,Marquette
Western Caro.,Mercer
Duke,Miami (FL)
Tennessee,Mississippi St.
Mississippi Val.,Prairie View
Missouri St.,Bradley
Sacramento St.,Montana
Portland St.,Montana St.
Savannah St.,Morgan St.
Austin Peay,Murray St.
NC State,Wake Forest
FGCU,NJIT
Army West Point,Navy
New Mexico,Wyoming
Saint Peter's,Niagara
Nicholls St.,Lamar University
Norfolk St.,Hampton
North Dakota,Idaho St.
Western Ill.,North Dakota St.
North Florida,Lipscomb
Hofstra,Northeastern
Idaho,Northern Ariz.
McNeese,Northwestern St.
Northern Ill.,Ohio
Oklahoma,Iowa St.
Texas Tech,Oklahoma St.
Missouri,Ole Miss
Oral Roberts,Omaha
Oregon,Stanford
Purdue,Penn St.
Saint Mary's (CA),Pepperdine
Radford,High Point
Duquesne,Rhode Island
Southern Miss.,Rice
Robert Morris,Bryant
Rutgers,Nebraska
Incarnate Word,SFA
UT Martin,SIUE
Sacred Heart,Wagner
Saint Francis (PA),Central Conn. St.
Saint Joseph's,Penn
Sam Houston St.,A&M-Corpus Christi
Chattanooga,Samford
San Diego,San Francisco
Santa Clara,Loyola Marymount
Grand Canyon,Seattle U
Kentucky,South Carolina
South Carolina St.,Delaware St.
South Dakota St.,Fort Wayne
Southeast Mo. St.,Eastern Ill.
Southern Ill.,UNI
Eastern Wash.,Southern Utah
St. Francis Brooklyn,Mt. St. Mary's
Stetson,USC Upstate
Notre Dame,Syracuse
Texas A&M,Georgia
Ark.-Pine Bluff,Texas Southern
Texas St.,Louisiana
Kent St.,Toledo
Delaware,Towson
Arkansas St.,Troy
Tulane,Cincinnati
South Fla.,Tulsa
Hawaii,UC Davis
UC Riverside,UC Santa Barbara
Bethune-Cookman,UMES
New Mexico St.,UMKC
UNCG,The Citadel
UNCW,Drexel
UT Arlington,La.-Monroe
UTEP,UTSA
CSU Bakersfield,Utah Valley
Villanova,Providence
Virginia,Georgia Tech
Washington,Utah
Washington St.,Colorado
Northern Colo.,Weber St.
Marshall,Western Ky.
Buffalo,Western Mich.
Elon,William & Mary
Liberty,Winthrop
Minnesota,Wisconsin
Southern California,Arizona St.
Dayton,Saint Louis
Northern Ky.,Detroit Mercy
UConn,East Carolina
Monmouth,Fairfield
Valparaiso,Ill.-Chicago
Albany (NY),Maine
Manhattan,Siena
Hartford,New Hampshire
Wright St.,Oakland
Ohio St.,Northwestern
Richmond,George Mason
Seton Hall,St. John's (NY)
Binghamton,Stony Brook
Memphis,UCF
UMass Lowell,UMBC
VCU,La Salle
Clemson,Virginia Tech
ETSU,Wofford
Xavier,Georgetown
Milwaukee,Youngstown St.
Alabama A&M,Alcorn
Alabama St.,Southern U.
Ark.-Pine Bluff,Prairie View
Savannah St.,Delaware St.
Ga. Southern,Coastal Caro.
Georgia St.,Appalachian St.
Portland,Gonzaga
Green Bay,Cleveland St.
Holy Cross,American
N.C. Central,Howard
Little Rock,Troy
UT Arlington,Louisiana
Duke,NC State
Niagara,Canisius
Coppin St.,Norfolk St.
Texas,Oklahoma
Iona,Quinnipiac
Saint Peter's,Rider
Arkansas St.,South Ala.
South Carolina St.,Morgan St.
Oklahoma St.,TCU
Mississippi Val.,Texas Southern
Texas St.,La.-Monroe
Florida A&M,UMES
Air Force,San Diego St.
Miami (OH),Buffalo
Central Mich.,Bowling Green
Davidson,Duquesne
Eastern Mich.,Ball St.
Iowa St.,Kansas St.
Northern Ill.,Kent St.
Tennessee,Kentucky
Pittsburgh,Louisville
Missouri St.,Drake
New Mexico,Utah St.
Wisconsin,Penn St.
Michigan St.,Purdue
Maryland,Rutgers
South Carolina,Auburn
St. Bonaventure,Saint Joseph's
Syracuse,Wake Forest
Ohio,Toledo
Houston,Tulane
Vanderbilt,Arkansas
Marquette,Villanova
Notre Dame,Virginia
West Virginia,Kansas
Western Mich.,Akron
Wichita St.,Southern Ill.
Lamar University,A&M-Corpus Chris
Georgia,Alabama
Arizona St.,Washington
Baylor,Texas Tech
Eastern Ill.,Belmont
Miami (FL),Boston College
Boston U.,Army West Point
Lafayette,Bucknell
Seton Hall,Butler
UC Santa Barbara,CSUN
Central Conn. St.,Bryant
Colorado St.,San Jose St.
Denver,South Dakota St.
UNI,Evansville
LSU,Florida
Fort Wayne,IUPUI
Furman,Western Caro.
George Mason,George Washington
Georgetown,Creighton
Georgia Tech,Florida St.
Binghamton,Hartford
Loyola Maryland,Holy Cross
Illinois St.,Indiana St.
Illinois,Iowa
La Salle,Penn
Colgate,Lehigh
Lipscomb,USC Upstate
Loyola Chicago,Bradley
Saint Louis,Massachusetts
Mississippi St.,Missouri
Kennesaw St.,NJIT
American,Navy
Boise St.,Nevada
New Hampshire,UMass Lowell
North Florida,FGCU
Southeastern La.,Northwestern St.
Ohio St.,Minnesota
North Dakota St.,Oral Roberts
Providence,St. John's (NY)
Richmond,Rhode Island
SFA,Central Ark.
SIUE,Tennessee St.
Samford,ETSU
Hampton,South Carolina St.
South Dakota,Western Ill.
South Fla.,UConn
Jacksonville,Stetson
Temple,Memphis
Ole Miss,Texas A&M
East Carolina,Tulsa
Hawaii,UC Riverside
UCF,SMU
Southern California,UCLA
Stony Brook,UMBC
Wofford,UNCG
Chattanooga,VMI
Albany (NY),Vermont
Idaho St.,Weber St.
Wyoming,UNLV
Austin Peay,UT Martin
Long Beach St.,Cal St. Fullerton
High Point,Charleston So.
North Texas,Charlotte
Chicago St.,CSU Bakersfield
Cincinnati,Xavier
Colorado,Oregon St.
FIU,Fla. Atlantic
Gardner-Webb,Winthrop
Gonzaga,San Diego
Drexel,Hofstra
Incarnate Word,Abilene Christian
Michigan,Indiana
Jacksonville St.,Eastern Ky.
Sacred Heart,LIU Brooklyn
Longwood,Liberty
Marist,Saint Peter's
Middle Tenn.,Southern Miss.
Montana,Eastern Wash.
Montana St.,Idaho
Murray St.,Southeast Mo. St.
Northwestern,Nebraska
New Orleans,McNeese
Niagara,Manhattan
Houston Baptist,Nicholls St.
Northeastern,Elon
Northern Ariz.,Northern Colo.
Utah,Oregon
Loyola Marymount,Pacific
Pepperdine,Portland
Radford,Campbell
Rice,Old Dominion
Mt. St. Mary's,Robert Morris
Wagner,Saint Francis (PA)
Saint Mary's (CA),San Francisco
Santa Clara,BYU
Seattle U,New Mexico St.
