Winner,Loser
UT Arlington,New Mexico St.
Southeast Mo. St.,UT Martin
UTSA,Utah St.
Chattanooga,Utah Valley
VCU,Fairleigh Dickinson
Vanderbilt,Butler
Vermont,Col. of Charleston
Weber St.,Southwest (NM)
Western Ill.,Fort Wayne
Purdue,William & Mary
Wisconsin,Samford
Tennessee,Xavier
Youngstown St.,Marygrove
Appalachian St.,Milligan
Binghamton,Cornell
Boise St.,Corban
CSU Bakersfield,N.C. A&T
Coastal Caro.,Greensboro
Southern California,Dayton
Detroit Mercy,Canisius
West Virginia,Eastern Ky.
Kent St.,Fairmont St.
Fresno St.,Sonoma St.
Hawaii,CSUN
Green Bay,Ill.-Springfield
Indiana St.,Illinois St.
Memphis,Loyola Maryland
Miami (OH),Wilmington (OH)
Mississippi St.,Alabama A&M
Morehead St.,Union (KY)
Colgate,New Hampshire
Akron,Princeton
SMU,Furman
George Washington,Sacred Heart
Missouri St.,Southern Ill.
NJIT,St. Francis Brooklyn
TCU,Mississippi Val.
Alabama,Tulane
UNC Asheville,Bluefield Col.
USC Upstate,Coastal Ga.
Wichita St.,UNI
Winthrop,Hampton
Virginia,Wofford
Wright St.,Mt. St. Joseph
Saint Mary's (CA),Yale
Oklahoma,A&M-Corpus Christi
Houston Baptist,Army West Point
Temple,Bowling Green
Albany (NY),Brown
Central Ark.,Central Baptist
Toledo,Chicago St.
Boston College,Dartmouth
UT Arlington,Denver
Drexel,Saint Joseph's
Elon,Manchester
Kennesaw St.,FGCU
Texas Tech,Florida A&M
Fordham,Monmouth
Oklahoma St.,Gonzaga
Iowa,Indiana
St. Bonaventure,Iona
UT Martin,Jacksonville St.
Kansas St.,South Dakota
Western Caro.,Liberty
Longwood,Fairleigh Dickinson
Louisiana Tech,New Mexico St.
Marist,Col. of Charleston
Mercer,Stetson
Minnesota,Michigan St.
North Florida,Lipscomb
Middle Tenn.,North Texas
Jacksonville,Northern Ky.
Northwestern St.,LeTourneau
Oregon,Nevada
Pittsburgh,Cincinnati
Delaware,Rider
Saint Louis,New Mexico
Saint Mary's (CA),Harvard
UTSA,San Jose St.
Southern Miss.,William Carey
Syracuse,Central Conn. St.
Texas St.,Utah St.
Omaha,UMKC
NC State,UNCG
Oregon St.,UTRGV
Clemson,The Citadel
Fla. Atlantic,Hofstra
Maryland,IUPUI
Presbyterian,Montreat
Manhattan,Stony Brook
Marquette,UConn
Iowa St.,Yale
Richmond,Air Force
Akron,Coppin St.
Alabama A&M,Grambling
Alabama St.,Jackson St.
Arizona St.,Utah
Ark.-Pine Bluff,Mississippi Val.
Auburn,Florida St.
Hartford,Binghamton
Butler,Penn
San Diego St.,CSU Bakersfield
Columbia,Colgate
Cornell,Bucknell
Illinois St.,Creighton
Duke,Davidson
DePaul,Seton Hall
Georgia St.,Drexel
East Carolina,Campbell
Kentucky,Eastern Mich.
Evansville,Missouri St.
FIU,Florida A&M
UAB,Ga. Southern
Georgia Tech,Chattanooga
USC Upstate,Hampton
Purdue,Illinois
UNI,Indiana St.
Old Dominion,James Madison
Cleveland St.,Kent St.
Lafayette,NJIT
Jacksonville,Lipscomb
Valparaiso,Loyola Chicago
Maine,Boston U.
Marshall,Delaware St.
Mercer,FGCU
Miami (FL),La Salle
Miami (OH),Massachusetts
Fort Wayne,Navy
Ohio St.,Nebraska
New Hampshire,Vermont
Ball St.,Norfolk St.
North Florida,Northern Ky.
Alcorn,Prairie View
Louisville,Providence
N.C. A&T,Radford
Santa Clara,San Francisco
Southern Ill.,Bradley
Kennesaw St.,Stetson
Syracuse,Rutgers
Southern U.,Texas Southern
Tulsa,Buffalo
UCF,South Fla.
Albany (NY),UMBC
Charlotte,UNC Asheville
UNCW,Towson
UT Arlington,Boise St.
Colorado St.,UTEP
ETSU,VCU
VMI,Shenandoah
Vanderbilt,William & Mary
Villanova,St. John's (NY)
Wake Forest,Xavier
Western Ill.,Savannah St.
Drake,Wichita St.
Winthrop,N.C. Central
SMU,Wyoming
Ill.-Chicago,Youngstown St.
Southeast Mo. St.,Austin Peay
BYU,Loyola Marymount
Robert Morris,Bryant
UCLA,California
Canisius,Fairfield
Saint Francis (PA),Central Conn. St.
Arizona,Colorado
Denver,Texas St.
Eastern Ky.,Eastern Ill.
Mt. St. Mary's,Fairleigh Dickinson
Fla. Atlantic,Louisiana
George Mason,Northeastern
Pepperdine,Gonzaga
Houston,UTRGV
Texas A&M,Houston Baptist
Jacksonville St.,Belmont
La.-Monroe,South Ala.
Little Rock,Western Ky.
Cal Poly,Long Beach St.
Northwestern St.,McNeese
Northwestern,Michigan
Arkansas St.,Middle Tenn.
Detroit Mercy,Milwaukee
Mississippi St.,New Orleans
Wagner,Monmouth
Montana,Eastern Wash.
UT Martin,Murray St.
Niagara,Marist
Nicholls St.,Central Ark.
Idaho St.,North Dakota
South Dakota,North Dakota St.
North Texas,Troy
Weber St.,Northern Colo.
Oakland,Omaha
Wisconsin,Penn St.
San Diego,Portland
Montana St.,Portland St.
SFA,Lamar University
Morehead St.,SIUE
Northern Ariz.,Sacramento St.
Sacred Heart,LIU Brooklyn
San Jose St.,Idaho
Utah St.,Seattle U
UMKC,South Dakota St.
Southeastern La.,Oral Roberts
Southern Miss.,Dillard
Quinnipiac,St. Francis Brooklyn
Southern California,Stanford
Tennessee Tech,Tennessee St.
CSUN,UC Riverside
UC Santa Barbara,UC Irvine
American,UMES
UNLV,Chicago St.
New Mexico St.,UTSA
Wright St.,Green Bay
Alabama St.,Grambling
Alcorn,Texas Southern
Rhode Island,Brown
Valparaiso,Cleveland St.
Ole Miss,Fordham
Georgia,George Washington
Hawaii,Cal St. Fullerton
Alabama A&M,Jackson St.
Loyola Maryland,Rider
Saint Peter's,Manhattan
Tennessee,Memphis
Southern U.,Prairie View
Saint Louis,Savannah St.
Sam Houston St.,A&M-Corpus Christi
Siena,Iona
Tulane,Wofford
Holy Cross,Yale
Army West Point,Columbia
UT Martin,Austin Peay
San Francisco,BYU
Baylor,Texas
Tennessee Tech,Belmont
LSU,Bethune-Cookman
Boise St.,Walla Walla
Saint Francis (PA),Bryant
Butler,New Orleans
UNLV,CSU Bakersfield
Cal Poly,UC Irvine
CSUN,Cal St. Fullerton
Southern California,California
Robert Morris,Central Conn. St.
Samford,Chattanooga
Clemson,Florida St.
Col. of Charleston,Furman
Colorado St.,St. Bonaventure
Dartmouth,Colgate
Dayton,UAB
Old Dominion,Delaware
Arkansas,Delaware St.
Detroit Mercy,Green Bay
Drake,Missouri St.
Drexel,Towson
Lipscomb,ETSU
East Carolina,N.C. Wesleyan
Eastern Ky.,SIUE
Elon,Princeton
Evansville,Southern Ill.
FGCU,Jacksonville
Wagner,Fairleigh Dickinson
Fort Wayne,Omaha
Campbell,Gardner-Webb
Marquette,Georgetown
Georgia Tech,Miami (FL)
Santa Clara,Gonzaga
Boston U.,Hartford
Coppin St.,Howard
Utah St.,Idaho
Illinois,Ohio St.
Illinois St.,UNI
Creighton,Indiana St.
Jacksonville St.,Tennessee St.
Georgia St.,James Madison
Kansas St.,Oklahoma St.
VCU,Lehigh
Liberty,UNC Asheville
Troy,Little Rock
Longwood,Coastal Caro.
FIU,Louisiana
UT Arlington,Louisiana Tech
Canisius,Marist
Ohio,Marshall
Massachusetts,Eastern Mich.
SFA,McNeese
Kennesaw St.,Mercer
Michigan St.,Purdue
South Ala.,Middle Tenn.
Missouri,Bucknell
Mt. St. Mary's,Monmouth
Montana St.,Eastern Wash.
Morehead St.,Eastern Ill.
Morgan St.,Saint Joseph's
Southeast Mo. St.,Murray St.
Ga. Southern,N.C. A&T
Boston College,NC State
Utah Valley,NJIT
Stony Brook,New Hampshire
Niagara,Fairfield
Nicholls St.,Oral Roberts
Norfolk St.,Navy
Weber St.,North Dakota
Stetson,North Florida
North Texas,La.-Monroe
Idaho St.,Northern Colo.
Northern Ky.,USC Upstate
Northwestern St.,Lamar University
Notre Dame,Seton Hall
Alabama,Oakland
UC Davis,Pacific
La Salle,Penn
Rutgers,Pittsburgh
Pepperdine,Portland
Montana,Portland St.
Providence,DePaul
Quinnipiac,LIU Brooklyn
Radford,Charleston So.
Harvard,Rice
Saint Mary's (CA),Loyola Marymount
San Jose St.,Seattle U
South Carolina,South Carolina St.
South Dakota,South Dakota St.
Southeastern La.,Central Ark.
Northern Ariz.,Southern Utah
Sacred Heart,St. Francis Brooklyn
Cincinnati,St. John's (NY)
UCLA,Stanford
TCU,Texas Tech
New Mexico St.,Texas St.
UC Santa Barbara,Long Beach St.
UCF,Florida A&M
Maine,UMBC
UMKC,North Dakota St.
Davidson,UNCG
Northeastern,UNCW
Arizona,Utah
Presbyterian,VMI
Vermont,Albany (NY)
Maryland,Virginia Tech
Duke,Wake Forest
Washington St.,Washington
West Virginia,Oklahoma
The Citadel,Western Caro.
Western Ill.,IUPUI
Arkansas St.,Western Ky.
William & Mary,George Mason
Winthrop,High Point
Wright St.,Milwaukee
Loyola Chicago,Youngstown St.
Mississippi Val.,Alabama A&M
Ark.-Pine Bluff,Alabama St.
Jackson St.,Alcorn
Arizona St.,Colorado
American,Cornell
Denver,UTSA
Grambling,Southern U.
Loyola Maryland,Saint Peter's
Iona,Manhattan
Michigan,Iowa
Minnesota,Northwestern
Nebraska,Wisconsin
Virginia,North Carolina
Oregon St.,Oregon
Prairie View,Texas Southern
Rider,Siena
South Fla.,Syracuse
Kansas,Temple
SMU,Tulsa
Hawaii,UC Riverside
Bradley,Wichita St.
Yale,Florida
FIU,Bethune-Cookman
Binghamton,Albany (NY)
Hampton,James Madison
Hofstra,Georgia St.
Cleveland St.,Ill.-Chicago
McNeese,Nicholls St.
FGCU,North Florida
Northern Ky.,ETSU
Sam Houston St.,Northwestern St.
Cincinnati,Notre Dame
Penn St.,Indiana
Sacramento St.,Southern Utah
Lamar University,Southeastern La.
Stetson,Jacksonville
Lipscomb,USC Upstate
Western Caro.,Warren Wilson
Mississippi Val.,Alabama St.
Grambling,Alcorn
Ark.-Pine Bluff,Alabama A&M
Dartmouth,Army West Point
Texas Tech,Baylor
Brown,Niagara
Duke,Clemson
Holy Cross,Columbia
Creighton,Drake
UConn,DePaul
Drexel,Northeastern
Georgetown,Pittsburgh
Jackson St.,Southern U.
Penn,Lafayette
Lehigh,Muhlenberg
Missouri,Alabama
Missouri St.,Illinois St.
N.C. Central,Virginia-Lynchburg
Purdue,Ohio St.
San Jose St.,New Orleans
Savannah St.,Allen
Houston Baptist,UTRGV
Boston U.,Vermont
Wofford,Appalachian St.
Air Force,Nevada
Akron,Western Mich.
Auburn,LSU
Austin Peay,Morehead St.
Binghamton,Stony Brook
Ohio,Buffalo
Saint Joseph's,Butler
CSU Bakersfield,Cal St. Fullerton
California,Washington
Central Mich.,Bowling Green
Coastal Caro.,Presbyterian
Memphis,East Carolina
Eastern Mich.,Ball St.
UNI,Evansville
Fordham,Duquesne
Fresno St.,San Diego St.
Gardner-Webb,UNC Asheville
Florida,Georgia
Green Bay,Loyola Chicago
Hartford,Maine
UC Irvine,Hawaii
Delaware,Hofstra
Houston,SMU
Ill.-Chicago,Valparaiso
Illinois,Minnesota
Indiana St.,Bradley
Kansas,Iowa St.
Kent St.,Toledo
Charlotte,La Salle
VMI,Liberty
Long Beach St.,CSUN
Longwood,Campbell
Marshall,Tulsa
Maryland,Florida St.
Miami (OH),Northern Ill.
Murray St.,Eastern Ky.
NC State,Georgia Tech
Michigan,Nebraska
UMBC,New Hampshire
Oklahoma St.,TCU
Tennessee,Ole Miss
Providence,Syracuse
Radford,High Point
Rice,Southern Miss.
Richmond,Rhode Island
Seton Hall,Louisville
Mississippi St.,South Carolina
George Washington,St. Bonaventure
St. John's (NY),Rutgers
Stanford,Washington St.
Texas,West Virginia
Texas A&M,Arkansas
UCF,UAB
UNCG,Lees-McRae
James Madison,UNCW
New Mexico,UNLV
Tulane,UTEP
UMKC,Utah Valley
VCU,Dayton
South Fla.,Villanova
Virginia Tech,Boston College
Wake Forest,Virginia
Western Ill.,Greenville
Wichita St.,Southern Ill.
Towson,William & Mary
Charleston So.,Winthrop
Wright St.,Cleveland St.
Wyoming,Boise St.
Oregon St.,Arizona St.
BYU,Pepperdine
Belmont,Southeast Mo. St.
UC Davis,Cal Poly
The Citadel,Chattanooga
Col. of Charleston,Samford
Colorado,Southern California
ETSU,Stetson
Arkansas St.,FIU
Fairleigh Dickinson,Robert Morris
Middle Tenn.,Fla. Atlantic
North Dakota St.,Fort Wayne
George Mason,Old Dominion
Idaho,Denver
Jacksonville,Kennesaw St.
LIU Brooklyn,Wagner
Troy,La.-Monroe
Louisiana,South Ala.
Manhattan,Rider
Marist,Iona
McNeese,A&M-Corpus Christi
North Florida,Mercer
Iowa,Michigan St.
Monmouth,Saint Francis (PA)
North Carolina,Miami (FL)
North Dakota,Montana
Little Rock,North Texas
Eastern Wash.,Northern Ariz.
Northern Colo.,Montana St.
Oral Roberts,Northwestern St.
Omaha,IUPUI
Oregon,Arizona
Penn St.,Northwestern
Portland St.,Sacramento St.
Bryant,Quinnipiac
Central Ark.,SFA
SIUE,Jacksonville St.
Central Conn. St.,Sacred Heart
Saint Louis,Massachusetts
Gonzaga,Saint Mary's (CA)
Lamar University,Sam Houston St.
San Francisco,San Diego
Loyola Marymount,Santa Clara
Seattle U,New Mexico St.
South Dakota St.,Oakland
Southern Utah,Weber St.
St. Francis Brooklyn,Mt. St. Mary's
Tennessee St.,UT Martin
Eastern Ill.,Tennessee Tech
Texas St.,Louisiana Tech
Pacific,UC Santa Barbara
USC Upstate,FGCU
UTSA,UT Arlington
Utah,UCLA
Vanderbilt,Kentucky
Xavier,Temple
Youngstown St.,Detroit Mercy
Missouri St.,Creighton
Loyola Maryland,Fairfield
Saint Peter's,Niagara
Northern Ky.,Lipscomb
Utah St.,San Jose St.
Siena,Canisius
Loyola Chicago,Wright St.
Lamar University,A&M-Corpus Christi
Northern Ill.,Akron
Alabama A&M,Alabama St.
Alcorn,Mississippi Val.
Oregon St.,Arizona
Southern U.,Ark.-Pine Bluff
Bucknell,Army West Point
Santa Clara,BYU
Ball St.,Kent St.
Baylor,TCU
Boston U.,Binghamton
UNI,Bradley
Brown,Daniel Webster
Central Conn. St.,Bryant
Dayton,Butler
Pacific,Cal Poly
California,Washington St.
Presbyterian,Campbell
Toledo,Central Mich.
Rhode Island,Charlotte
Col. of Charleston,Chattanooga
Rutgers,Cincinnati
Clemson,Virginia
Colgate,American
San Diego St.,Colorado St.
Coppin St.,Savannah St.
Dartmouth,Harvard
Furman,Davidson
Cleveland St.,Detroit Mercy
Illinois St.,Drake
James Madison,Drexel
Duquesne,Saint Joseph's
ETSU,FGCU
East Carolina,UCF
Eastern Ky.,Morehead St.
Bowling Green,Eastern Mich.
Appalachian St.,Elon
Fairleigh Dickinson,Saint Francis (PA)
Western Ky.,Fla. Atlantic
Florida A&M,N.C. Central
New Mexico,Fresno St.
High Point,Gardner-Webb
Georgia St.,Delaware
Stony Brook,Hartford
Southern Miss.,Houston
Howard,Hampton
Idaho,New Mexico St.
Green Bay,Ill.-Chicago
Wisconsin,Illinois
Indiana,Minnesota
Southern Ill.,Indiana St.
Texas Southern,Jackson St.
Eastern Ill.,Jacksonville St.
Texas Tech,Kansas
LIU Brooklyn,Mt. St. Mary's
LSU,Florida
La Salle,Richmond
Lafayette,Navy
Lehigh,Holy Cross
Liberty,Coastal Caro.
Little Rock,FIU
Long Beach St.,Hawaii
Longwood,Charleston So.
Louisiana,Arkansas St.
Albany (NY),Maine
McNeese,Sam Houston St.
UAB,Memphis
Jacksonville,Mercer
Buffalo,Miami (OH)
La.-Monroe,Middle Tenn.
Milwaukee,Valparaiso
Georgia,Mississippi St.
Ole Miss,Missouri
Monmouth,Robert Morris
Austin Peay,Murray St.
Bethune-Cookman,N.C. A&T
NC State,Duke
NJIT,Chicago St.
New Orleans,Champion Chris.
Florida St.,North Carolina
North Dakota,Montana St.
North Dakota St.,Oakland
North Florida,Kennesaw St.
North Texas,South Ala.
Northern Colo.,Montana
Central Ark.,Northwestern St.
Notre Dame,UConn
Oklahoma,Oklahoma St.
Pittsburgh,Marquette
Loyola Marymount,Portland
Portland St.,Northern Ariz.
Prairie View,Grambling
Princeton,Penn
Quinnipiac,Sacred Heart
UNC Asheville,Radford
Oral Roberts,SFA
SIUE,Tennessee Tech
Eastern Wash.,Sacramento St.
Temple,Saint Louis
The Citadel,Samford
Pepperdine,San Diego
Saint Mary's (CA),San Francisco
Seattle U,Denver
South Carolina,Auburn
Morgan St.,South Carolina St.
South Dakota St.,Fort Wayne
Louisville,South Fla.
Southeastern La.,Nicholls St.
Southern Utah,Idaho St.
Wagner,St. Francis Brooklyn
St. John's (NY),Georgetown
Stanford,Washington
USC Upstate,Stetson
Alabama,Tennessee
Tennessee St.,Southeast Mo. St.
Iowa St.,Texas
Kentucky,Texas A&M
Texas St.,UT Arlington
Towson,Northeastern
SMU,Tulane
Tulsa,Rice
UC Irvine,CSUN
Cal St. Fullerton,UC Riverside
UC Davis,UC Santa Barbara
Colorado,UCLA
Vermont,UMBC
UMES,Norfolk St.
South Dakota,UMKC
Western Caro.,UNCG
UNCW,George Mason
UNLV,Air Force
Belmont,UT Martin
UTEP,Marshall
UTRGV,Fisher
UTSA,Louisiana Tech
Utah,Southern California
Utah Valley,Houston Baptist
St. Bonaventure,VCU
VMI,Winthrop
Arkansas,Vanderbilt
Syracuse,Villanova
Georgia Tech,Virginia Tech
Wake Forest,Boston College
West Virginia,Kansas St.
Omaha,Western Ill.
Western Mich.,Ohio
Hofstra,William & Mary
Wofford,Ga. Southern
Nevada,Wyoming
Xavier,George Washington
Yale,Oberlin
Oregon,Arizona St.
Iona,Canisius
Evansville,Wichita St.
Fordham,Massachusetts
Northwestern,Iowa
Rider,Loyola Maryland
Manhattan,Marist
Miami (FL),Maryland
Ohio St.,Michigan
Michigan St.,Nebraska
Fairfield,Niagara
Purdue,Penn St.
Seton Hall,Providence
Siena,Saint Peter's
Alcorn,Ark.-Pine Bluff
Kansas,Baylor
Bethune-Cookman,N.C. Central
Chicago St.,Benedictine-Sprngfld
The Citadel,Col. of Charleston
Coppin St.,South Carolina St.
Western Caro.,Elon
Florida A&M,N.C. A&T
Ga. Southern,Davidson
Hampton,Quinnipiac
Howard,Norfolk St.
Southern U.,Mississippi Val.
Fairleigh Dickinson,NJIT
Prairie View,Jackson St.
Morgan St.,Savannah St.
Texas Southern,Grambling
UConn,Louisville
Appalachian St.,UNCG
UTEP,Houston Baptist
Idaho St.,Weber St.
Furman,Wofford
Eastern Mich.,Central Mich.
Creighton,UNI
DePaul,Cincinnati
George Mason,James Madison
Bradley,Southern Ill.
St. John's (NY),Notre Dame
Stony Brook,Boston U.
Kentucky,Tennessee
Vanderbilt,Ole Miss
Clemson,Wake Forest
Indiana,Wisconsin
Akron,Ball St.
Army West Point,Lafayette
Arkansas,Auburn
BYU,Saint Mary's (CA)
Vermont,Binghamton
Boston College,Miami (FL)
Buffalo,Kent St.
Butler,Richmond
Gardner-Webb,Coastal Caro.
Colgate,Bucknell
Washington,Colorado
Colorado St.,Air Force
La Salle,Dayton
Delaware,Towson
Drake,Evansville
Charlotte,Fordham
UMBC,Hartford
Northeastern,Hofstra
East Carolina,Houston
Ill.-Chicago,Loyola Chicago
Indiana St.,Missouri St.
TCU,Kansas St.
American,Lehigh
High Point,Liberty
Radford,Longwood
Miami (OH),Bowling Green
Mississippi St.,Alabama
Missouri,Georgia
Maryland,NC State
Navy,Holy Cross
New Hampshire,Albany (NY)
Boise St.,New Mexico
Ohio,Northern Ill.
Oklahoma,Texas Tech
Penn St.,Michigan St.
Georgetown,Providence
Nebraska,Purdue
Rice,Memphis
SMU,Southern Miss.
Marquette,Seton Hall
LSU,South Carolina
George Washington,Temple
Charleston So.,UNC Asheville
UNCG,Wofford
UNCW,Old Dominion
San Diego St.,UNLV
Tulsa,UTEP
Washington St.,Utah
VMI,Campbell
Villanova,Pittsburgh
Iowa St.,West Virginia
Western Mich.,Toledo
Wichita St.,Illinois St.
Georgia St.,William & Mary
Winthrop,Presbyterian
Fresno St.,Wyoming
St. Bonaventure,Xavier
A&M-Corpus Christi,Oral Roberts
Austin Peay,SIUE
Bryant,Mt. St. Mary's
Cal St. Fullerton,UC Irvine
Central Conn. St.,Wagner
Chattanooga,Appalachian St.
Dartmouth,Colby-Sawyer
Davidson,The Citadel
Detroit Mercy,Valparaiso
Belmont,Eastern Ky.
Elon,Furman
FGCU,Lipscomb
Fairleigh Dickinson,LIU Brooklyn
Fla. Atlantic,Troy
Fort Wayne,South Dakota
Ga. Southern,Col. of Charleston
Duke,Georgia Tech
Louisiana Tech,Idaho
Illinois,Northwestern
Tennessee St.,Jacksonville St.
South Ala.,La.-Monroe
Middle Tenn.,Little Rock
Western Ky.,Louisiana
Canisius,Manhattan
Loyola Maryland,Marist
Massachusetts,Duquesne
Mercer,ETSU
Minnesota,Michigan
Milwaukee,Cleveland St.
Southeast Mo. St.,Morehead St.
Murray St.,Eastern Ill.
NJIT,Penn
Niagara,Siena
North Dakota,Eastern Wash.
IUPUI,North Dakota St.
FIU,North Texas
Weber St.,Northern Ariz.
Stetson,Northern Ky.
Northwestern St.,Nicholls St.
Southern California,Oregon
Portland,Gonzaga
Northern Colo.,Portland St.
Saint Francis (PA),Quinnipiac
Saint Peter's,Rider
Idaho St.,Sacramento St.
Robert Morris,Sacred Heart
Sam Houston St.,Central Ark.
San Diego,Loyola Marymount
San Francisco,Santa Clara
Denver,San Jose St.
UT Arlington,Seattle U
Rutgers,South Fla.
SFA,Southeastern La.
Montana,Southern Utah
St. Francis Brooklyn,Monmouth
Texas A&M,Florida
CSUN,UC Davis
UC Riverside,Long Beach St.
UCLA,Oregon St.
Oakland,UMKC
Kennesaw St.,USC Upstate
New Mexico St.,Utah St.
VCU,Saint Joseph's
Samford,Western Caro.
Western Ill.,South Dakota St.
Green Bay,Youngstown St.
Iona,Fairfield
Hawaii,Pacific
North Florida,Jacksonville
Vermont,Stony Brook
A&M-Corpus Christi,Central Ark.
Air Force,Boise St.
Kent St.,Akron
Alabama St.,Southern U.
Alabama A&M,Alcorn
Holy Cross,American
Samford,Appalachian St.
Arizona St.,Arizona
Ark.-Pine Bluff,Texas Southern
Ole Miss,Arkansas
Auburn,Kentucky
Austin Peay,Eastern Ill.
BYU,San Diego
Baylor,Hardin-Simmons
South Carolina St.,Bethune-Cookman
Maine,Binghamton
Buffalo,Bowling Green
Brown,Yale
Bryant,Wagner
Butler,Gonzaga
CSU Bakersfield,Omaha
Central Conn. St.,Mt. St. Mary's
Central Mich.,Ball St.
Charleston So.,High Point
Richmond,Charlotte
Chattanooga,Western Caro.
Washington St.,Colorado
Norfolk St.,Coppin St.
Cornell,Columbia
Wichita St.,Creighton
Davidson,Col. of Charleston
Delaware,Northeastern
UMES,Delaware St.
Denver,Utah St.
Detroit Mercy,Ill.-Chicago
Kennesaw St.,ETSU
Marshall,East Carolina
Jacksonville St.,Eastern Ky.
Elon,Wofford
FIU,Troy
Fla. Atlantic,North Texas
Savannah St.,Florida A&M
Fort Wayne,UMKC
Fresno St.,Nevada
Ga. Southern,The Citadel
Gardner-Webb,Radford
Georgia,LSU
Old Dominion,Georgia St.
Green Bay,Cleveland St.
Hampton,Morgan St.
Hartford,Albany (NY)
George Mason,Hofstra
Houston,UCF
Chicago St.,Houston Baptist
N.C. A&T,Howard
UT Arlington,Idaho
Indiana St.,Evansville
TCU,Iowa St.
Grambling,Jackson St.
Towson,James Madison
Kansas St.,Oklahoma
LIU Brooklyn,Monmouth
Arkansas St.,La.-Monroe
Bucknell,Lafayette
Lehigh,Colgate
Presbyterian,Liberty
Western Ky.,Little Rock
Cal St. Fullerton,Long Beach St.
UNC Asheville,Longwood
Middle Tenn.,Louisiana
Niagara,Manhattan
Marist,Saint Peter's
Cincinnati,Marquette
Massachusetts,George Washington
McNeese,Lamar University
Memphis,Harvard
Mercer,USC Upstate
Eastern Mich.,Miami (OH)
Michigan St.,Ohio St.
Tennessee,Mississippi St.
Florida,Missouri
Bradley,Missouri St.
Montana,Montana St.
Murray St.,SIUE
New Hampshire,Boston U.
North Carolina,Maryland
North Dakota,Portland St.
Idaho St.,Northern Ariz.
Northern Colo.,Eastern Wash.
FGCU,Northern Ky.
Northwestern St.,Southeastern La.
Notre Dame,Rutgers
Oakland,South Dakota
Oklahoma St.,Texas Tech
UCLA,Oregon
CSUN,Pacific
Saint Joseph's,Penn
Penn St.,Nebraska
Portland,Saint Mary's (CA)
Mississippi Val.,Prairie View
Purdue,West Virginia
Robert Morris,Quinnipiac
Rice,New Orleans
SFA,Nicholls St.
Weber St.,Sacramento St.
Saint Francis (PA),Sacred Heart
Saint Louis,Rhode Island
Sam Houston St.,Oral Roberts
San Francisco,Loyola Marymount
New Mexico St.,San Jose St.
Pepperdine,Santa Clara
Louisiana Tech,Seattle U
Canisius,Siena
IUPUI,South Dakota St.
South Fla.,Georgetown
Southern California,Oregon St.
Southern Miss.,UAB
St. Francis Brooklyn,Fairleigh Dickinson
DePaul,St. John's (NY)
Stanford,California
Stetson,Lipscomb
Louisville,Syracuse
Temple,St. Bonaventure
Belmont,Tennessee St.
Southeast Mo. St.,Tennessee Tech
Texas,Kansas
Alabama,Texas A&M
UTSA,Texas St.
Ohio,Toledo
Tulane,Tulsa
UC Riverside,UC Irvine
UC Santa Barbara,Cal Poly
Pittsburgh,UConn
Colorado St.,UNLV
UT Martin,Morehead St.
UTEP,SMU
UTRGV,Utah Valley
Washington,Utah
Duquesne,VCU
Coastal Caro.,VMI
South Carolina,Vanderbilt
Providence,Villanova
Virginia,Florida St.
Virginia Tech,Wake Forest
Western Ill.,North Dakota St.
Northern Ill.,Western Mich.
William & Mary,Drexel
Campbell,Winthrop
Iowa,Wisconsin
Valparaiso,Wright St.
Wyoming,San Diego St.
Xavier,La Salle
Milwaukee,Youngstown St.
Army West Point,Navy
UNI,Drake
Hawaii,UC Davis
Northwestern,Indiana
Chicago St.,Loyola Chicago
NC State,Clemson
Rider,Iona
Southern Ill.,Illinois St.
UNCG,Furman
Alabama A&M,Southern U.
Alabama St.,Alcorn
Baylor,Oklahoma St.
Savannah St.,Bethune-Cookman
Hampton,Coppin St.
South Carolina St.,Florida A&M
Towson,Georgia St.
N.C. Central,Howard
Fairfield,Loyola Maryland
New Orleans,NJIT
Norfolk St.,Morgan St.
Notre Dame,Georgetown
Ark.-Pine Bluff,Prairie View
Montana St.,Southern Utah
Syracuse,Cincinnati
Oklahoma,Texas
Mississippi Val.,Texas Southern
Detroit Mercy,Wright St.
UMKC,Houston Baptist
Nebraska,Illinois
Ohio St.,Iowa
Kansas St.,Kansas
Alabama,Kentucky
Liberty,Longwood
Maryland,Boston College
Wisconsin,Michigan St.
Missouri,South Carolina
Providence,Pittsburgh
Memphis,Tulane
Maine,Vermont
Villanova,Louisville
Wake Forest,NC State
Air Force,New Orleans
Toledo,Akron
Albany (NY),Boston U.
Colgate,Army West Point
Ball St.,Buffalo
Bowling Green,Kent St.
La Salle,Butler
Santa Clara,CSU Bakersfield
Central Mich.,Northern Ill.
UNC Asheville,Coastal Caro.
New Mexico,Colorado St.
Drake,Creighton
New Mexico St.,Denver
Miami (FL),Duke
UAB,East Carolina
Western Mich.,Eastern Mich.
Evansville,Bradley
Dayton,Fordham
Boise St.,Fresno St.
Winthrop,Gardner-Webb
Towson,George Mason
Georgia,Florida
Valparaiso,Green Bay
Hofstra,Drexel
Houston,Tulsa
Delaware St.,Howard
Illinois St.,Indiana St.
Texas Tech,Iowa St.
James Madison,Delaware
Lafayette,Holy Cross
Bucknell,Lehigh
Cleveland St.,Loyola Chicago
Southern Miss.,Marshall
Miami (OH),Ohio
Ill.-Chicago,Milwaukee
Northwestern,Minnesota
Arkansas,Mississippi St.
American,Navy
