Winner,Loser
Miami (FL),La Salle
Mercer,Ole Miss
Mississippi State,South Florida
Omaha,Seattle
Nevada,Iona
UNLV,Santa Clara
Northwestern,Brown
Oakland,Robert Morris
Penn State,Mount St. Mary's
Radford,Sacred Heart
Rhode Island,New Hampshire
Ohio,Richmond
Rutgers,Army
South Carolina,Saint Mary's (CA)
San Francisco,American
Seton Hall,Eastern Washington
Stony Brook,Cornell
Georgia State,UTSA
Tulane,Northeastern
UCLA,Weber State
UConn,Washington
Purdue,West Virginia
Wichita State,North Carolina Central
Wyoming,Northern Colorado
Iowa State,Akron
Arizona,Northern Arizona
Boise State,South Carolina
Buffalo,Binghamton
Cincinnati,Chicago State
Cleveland State,Laroche
Colorado State,UIC
Detroit,Indiana Tech
Drake,Albany (NY)
Florida A&M,Sacred Heart
Radford,Florida Gulf Coast
Fordham,Loyola (IL)
Oregon State,George Mason
Hawaii,Saint Mary's (CA)
Jacksonville,South Carolina State
UNLV,Mississippi State
New Mexico,Grand Canyon
Portland State,Evergreen State
Santa Clara,South Florida
Siena,Hofstra
Southeast Missouri State,IUPUI
Southern Illinois,Southern Illinois-Edwardsville
St. Francis (NY),NJIT
Tennessee,Morehead State
UTEP,Montana State
North Dakota State,Utah Valley
Virginia,Norfolk State
South Carolina,Akron
Iowa State,Boise State
George Mason,Saint Mary's (CA)
Hawaii,Oregon State
Cal State Northridge,Morgan State
Mercer,St. Andrews
UNC,Northern Kentucky
DePaul,Northwestern
Oakland,Defiance
Ohio State,Louisiana-Monroe
San Diego State,St. Katherine
Seton Hall,Lafayette
Washington,Mississippi Valley State
Alabama State,Auburn Montgomery
Denver,Alcorn State
Arizona State,UC-Irvine
Arkansas,High Point
Binghamton,Bryant
VCU,Boston College
South Florida,Bradley
Fairfield,Bucknell
Butler,NJIT
University of California,Furman
Omaha,Central Arkansas
Charleston Southern,St. Andrews
Cincinnati,Nebraska
Colorado,Georgia
Colorado State,Lamar
St. John's (NY),Columbia
UConn,Eastern Washington
Duke,Eastern Michigan
Eastern Illinois,Tennessee State
Evansville,Grambling
Harvard,Fordham
Fresno State,UC-Merced
Georgetown,Florida International
Gonzaga,Santa Clara
Green Bay,St. Francis (IL)
George Washington,Hofstra
Montana,Idaho
Cal State Bakersfield,Idaho State
Illinois,UIC
Indiana State,Belmont
Kansas State,Tulane
Cleveland State,Kent State
Kentucky,Louisville
Liberty,Southeastern
LSU,McNeese State
Loyola Marymount,BYU
Marquette,Samford
UMass,Providence
Memphis,Jackson State
Michigan,Holy Cross
Michigan State,New Orleans
Minnesota,Texas A&M-Corpus Christi
South Dakota State,UMKC
Long Beach State,Nevada
UNLV,Cal State Fullerton
New Mexico State,South Alabama
North Carolina-Asheville,North Carolina-Wilmington
Georgia Southern,North Carolina A&T
Missouri,North Carolina State
Northern Iowa,Iona
Pepperdine,San Diego
San Francisco,Portland
Southern Miss,Rhode Island
Richmond,Old Dominion
St. Peter's,Cornell
Sam Houston State,LIU-Brooklyn
San Jose State,Pacifica
South Carolina,Akron
Syracuse,Villanova
UTEP,Western Illinois
Toledo,Coppin State
Troy,Belhaven (MS)
UCLA,Alabama
Utah,St. Katherine
Utah State,San Diego Christian
Utah Valley,Tennessee Tech
North Carolina-Greensboro,Virginia Tech
Washington State,Mississippi Valley State
Weber State,Northern New Mexico
Western Kentucky,Brescia
Wisconsin,Prairie View
Xavier,Wake Forest
Alabama-Birmingham,Alabama A&M
Western Illinois,Alcorn State
Central Connecticut,Albertus Magnus
Georgia Tech,Charlotte
Chattanooga,Grand Canyon
College of Charleston,Citadel
Creighton,Chicago State
Dayton,Murray State
Buffalo,Drexel
Georgia State,East Carolina
ETSU,Valparaiso
Florida,Savannah State
Hampton,Winthrop
Eastern Kentucky,Fort Wayne
Drake,IUPUI
Maine,Middle Tennessee
Maryland,Tulsa
American,Maryland-Eastern Shore
Miami (OH),Southern Illinois
Missouri State,Southeast Missouri State
Niagara,Brown
Northern Colorado,North Dakota
Notre Dame,Canisius
Oregon,Morgan State
Oregon State,Quinnipiac
Rider,Penn
Sacramento State,UC-Riverside
St. Joseph's,Boston University
USC,Howard
Southern Illinois-Edwardsville,Robert Morris (IL)
Stanford,Cal Poly
Texas Christian,Texas Southern
UTEP,Denver
Duquesne,Texas-Rio Grande Valley
Washington,Hartford
West Virginia,William & Mary
Wichita State,Davidson
Wright State,Bowling Green State
Youngstown State,South Dakota
Abilene Christian,Open Bible College
Alabama State,Thomas University
Appalachian State,Bluefield College (VA)
Little Rock,Grambling
Arkansas State,Southern Arkansas
Army,Coast Guard
Auburn,Arkansas-Pine Bluff
Austin Peay,Dalton State
Baylor,Oral Roberts
Bryant,Lehigh
Furman,UC-Davis
Campbell,Georgia Southern
Central Arkansas,Ecclesia
Chattanooga,Maine
Clemson,Virginia Military Institute
South Carolina State,Coastal Carolina
Columbia,Colgate
St. Francis (NY),Delaware State
Detroit,Bethune-Cookman
Florida Gulf Coast,Northern Kentucky
Florida State,Charleston Southern
Gonzaga,San Francisco
Middle Tennessee,Grand Canyon
Hawaii,Norfolk State
Hofstra,NJIT
Incarnate Word,Huston-Tillotson
Mercer,Jacksonville
Jacksonville State,UT-Martin
James Madison,Ball State
Kansas,Toledo
Louisiana,Central Methodist
Loyola Marymount,San Diego
UMBC,Navy
Miami (FL),Loyola (MD)
Wagner,Monmouth
Morehead State,Asbury
North Carolina State,North Carolina-Greensboro
North Florida,Kennesaw State
Ohio,Longwood
Louisiana Tech,Oklahoma
Oklahoma State,Robert Morris
Saint Mary's (CA),Pacific
Pepperdine,BYU
Santa Clara,Portland
Radford,Houghton
Samford,Presbyterian
UCSB,Seattle
Siena,Fordham
South Carolina,Marshall
Southeastern Louisiana,Spring Hill
Southern,Champion Baptist
St. Bonaventure,Delaware
Stephen F. Austin,Cal State Northridge
Stetson,Lipscomb
Tennessee,Virginia
Texas,Rice
LIU-Brooklyn,Texas State
Texas Tech,Mount St. Mary's
Towson,New Hampshire
Saint Louis,Vanderbilt
Vermont,Lyndon State
Western Carolina,Milligan
Ole Miss,Western Kentucky
Wofford,High Point
Akron,Coppin State
Villanova,Butler
Louisville,UCF
Creighton,Marquette
Dartmouth,Lesley
Denver,Saint Francis (PA)
Duke,Elon
Georgetown,DePaul
Houston,UConn
Illinois,Indiana
Iowa,Nebraska
Iowa State,Northern Illinois
Kansas State,George Washington
Maryland,North Carolina Central
Mississippi Valley State,Selma University
UNC,North Carolina-Wilmington
North Carolina-Asheville,Montreat
Richmond,Northeastern
Michigan State,Penn State
Pitt,Albany (NY)
Princeton,Kent State
Seton Hall,Providence
Ohio State,Purdue
St. Joseph's,Binghamton
South Carolina Upstate,North Greenville
Memphis,South Florida
Syracuse,Eastern Michigan
North Texas,Texas A&M
UTSA,Cameron
Virginia Tech,Maryland-Eastern Shore
Xavier,St. John's (NY)
Air Force,Utah State
Cincinnati,SMU
San Diego State,Colorado State
College of Charleston,Davidson
Dayton,Winthrop
Delaware,Liberty
Drake,Evansville
Florida Atlantic,Warner Southern
Florida Gulf Coast,Lipscomb
UNLV,Fresno State
Harvard,Boston College
Indiana State,Loyola (IL)
Jacksonville,Kennesaw State
North Florida,Mercer
Northern Iowa,Bradley
Rutgers,Temple
Nevada,San Jose State
Northern Kentucky,Stetson
William & Mary,Old Dominion
Wyoming,Western State
Akron,Marshall
Arizona,Washington State
Washington,Arizona State
Austin Peay,UT-Martin
Belmont,Jacksonville State
Boston University,Holy Cross
Fort Wayne,Bowling Green State
Rhode Island,Brown
American,Bucknell
UC-Davis,Simpson (CA)
UC-Irvine,Morgan State
UC-Riverside,Waldorf
East Carolina,Campbell
Texas A&M-Corpus Christi,Central Arkansas
Lehigh,Colgate
Colorado,Oregon State
Delaware State,Gardner-Webb
Duquesne,Appalachian State
Eastern Kentucky,Eastern Illinois
Florida A&M,Florida International
George Mason,Penn
Georgia State,Troy
Gonzaga,Saint Mary's (CA)
Grand Canyon,Texas-Rio Grande Valley
Green Bay,Cleveland State
UMKC,Idaho
Idaho State,Portland State
IUPUI,Judson
Army,Lafayette
Loyola (MD),Navy
Marist,Fairfield
McNeese State,Southeastern Louisiana
Milwaukee,Youngstown State
Michigan,Minnesota
Mississippi State,Maryland-Eastern Shore
Missouri State,Illinois State
Monmouth,Siena
Northern Arizona,Montana
Montana State,Sacramento State
Murray State,Southeast Missouri State
Nicholls State,New Orleans
North Dakota,Southern Utah
Wisconsin,Northwestern
Sam Houston State,Northwestern State
Oral Roberts,Houston Baptist
Portland,Pacific
Radford,Citadel
Rider,Niagara
Manhattan,St. Peter's
Wofford,Samford
San Francisco,Loyola Marymount
Pepperdine,Santa Clara
Western Kentucky,South Alabama
South Dakota,Cal State Northridge
Wichita State,Southern Illinois
Morehead State,Southern Illinois-Edwardsville
University of California,Stanford
Stephen F. Austin,Lamar
Tennessee Tech,Tennessee State
Arkansas State,Texas-Arlington
Little Rock,Texas State
Tulane,Hofstra
Oregon,Utah
Valparaiso,UIC
Weber State,Eastern Washington
Western Carolina,North Carolina-Greensboro
Western Michigan,Siena Heights
Wright State,Oakland
Ball State,Oakland City
Baylor,Savannah State
Central Michigan,Marygrove
Coastal Carolina,Central Connecticut
George Washington,Georgia
Hawaii,Omaha
High Point,Lees-McRae
Mount St. Mary's,Norfolk State
Northern Illinois,Bethune-Cookman
South Carolina,South Carolina State
Southern Miss,Drexel
VCU,Stony Brook
Alabama,Robert Morris
Alabama-Birmingham,Newberry
Albany (NY),Hartford
Arizona,Washington
Arkansas,UTSA
Auburn,Florida A&M
Austin Peay,Southeast Missouri State
Belmont,Tennessee Tech
Boise State,Fresno State
Clemson,Boston College
Bradley,Drake
BYU,San Diego
Utah Valley,Cal State Bakersfield
UC-Irvine,San Diego Christian
UCSB,Master's
Delaware State,Campbell
Central Arkansas,Houston Baptist
UCF,Temple
Charlotte,North Carolina A&T
College of Charleston,Howard
Columbia,St. Francis (NY)
Towson,Coppin State
Vermont,Dartmouth
Delaware,Cal Poly
Detroit,Wright State
Morehead State,Eastern Illinois
Eastern Michigan,Rochester (MI)
Indiana State,Evansville
Florida,Richmond
Virginia,Florida State
Chattanooga,Furman
Georgetown,St. John's (NY)
Georgia Southern,Samford
Gonzaga,Pacific
Alabama State,Grambling
New Mexico State,Grand Canyon
Green Bay,Youngstown State
Hampton,Radford
Chicago State,Idaho
Idaho State,Eastern Washington
Illinois,Penn State
Incarnate Word,Our Lady of the Lake
Michigan State,Indiana
Iona,Niagara
Fort Wayne,Kalamazoo
Alabama A&M,Jackson State
Kansas State,Oklahoma State
ETSU,Kennesaw State
Princeton,Liberty
North Florida,Lipscomb
Louisiana-Monroe,Louisiana
Rhode Island,LSU
Louisiana Tech,Longwood
Manhattan,Fairfield
Marquette,DePaul
Maryland,Georgia Tech
UMass,Miami (OH)
McNeese State,New Orleans
Cincinnati,Memphis
Mercer,South Carolina Upstate
Cleveland State,Milwaukee
Dayton,Ole Miss
Arkansas-Pine Bluff,Mississippi Valley State
Missouri,Long Beach State
Quinnipiac,Monmouth
Montana,Sacramento State
Montana State,Northern Arizona
Nevada,Wyoming
Air Force,UNLV
Sacred Heart,New Hampshire
New Mexico,Colorado State
Nicholls State,Southeastern Louisiana
Ohio,North Carolina-Asheville
Pitt,North Carolina State
James Madison,North Carolina-Wilmington
North Dakota State,Mayville State
North Texas,UC-Riverside
Northern Colorado,Southern Utah
Northern Kentucky,Jacksonville
Northwestern State,Lamar
Notre Dame,Duke
Oakland,Valparaiso
Ohio State,Nebraska
Old Dominion,George Mason
Texas A&M-Corpus Christi,Oral Roberts
La Salle,Penn
Saint Mary's (CA),Portland
Southern,Prairie View
Harvard,Rice
Louisville,Rutgers
NJIT,Saint Francis (PA)
St. Joseph's,Denver
Saint Louis,Yale
Canisius,St. Peter's
San Francisco,Pepperdine
Santa Clara,Loyola Marymount
UMKC,Seattle
Creighton,Seton Hall
Siena,Rider
Georgia State,South Alabama
South Dakota,Iowa Wesleyan
Houston,South Florida
Southern Illinois-Edwardsville,Eastern Kentucky
SMU,UConn
St. Bonaventure,Cornell
Stephen F. Austin,Sam Houston State
Syracuse,Miami (FL)
Tennessee,Tusculum
Tennessee State,Jacksonville State
Oklahoma,Texas
Texas A&M,Texas-Rio Grande Valley
Little Rock,Texas-Arlington
West Virginia,Texas Christian
Texas Southern,Alcorn State
Arkansas State,Texas State
Iowa State,Texas Tech
Western Kentucky,Troy
Tulsa,Cal State Fullerton
Utah,Oregon State
Utah State,San Jose State
Vanderbilt,Northeastern
Virginia Military Institute,Washington College
Weber State,Portland State
Western Carolina,Elon
William & Mary,Western Illinois
Davidson,Wofford
Xavier,Butler
Arizona State,Washington State
Army,Loyola (MD)
Bucknell,Colgate
Colorado,Oregon
Fairleigh Dickinson,Hofstra
American,Holy Cross
Illinois State,Southern Illinois
San Diego State,Kansas
Boston University,Lehigh
Loyola (IL),Missouri State
Maine,Binghamton
Marshall,Presbyterian
UMass-Lowell,UMBC
Michigan,Northwestern
Minnesota,Purdue
Murray State,UT-Martin
Navy,Lafayette
Florida Gulf Coast,Stetson
UCLA,USC
Villanova,Providence
Wake Forest,UNC
Wichita State,Northern Iowa
Wisconsin,Iowa
Charleston Southern,Columbia International
Chattanooga,Citadel
Elon,Appalachian State
Alabama A&M,Grambling
Jackson State,Alabama State
Kennesaw State,South Carolina Upstate
Jacksonville,Lipscomb
Marist,Canisius
Mercer,ETSU
North Carolina-Greensboro,Furman
Northern Kentucky,North Florida
Pitt,Maryland
Prairie View,Alcorn State
Quinnipiac,Iona
Saint Mary's (CA),William Jessup
Savannah State,Maryland-Eastern Shore
Southern,Texas Southern
West Virginia,Texas Tech
Alabama,Vanderbilt
Boston University,Navy
Brown,New Hampshire
Green Bay,Chicago State
College of Charleston,James Madison
Hartford,Dartmouth
Creighton,DePaul
Duke,Georgia Tech
Cincinnati,Houston
Youngstown State,UIC
Iowa State,Baylor
Tennessee,LSU
Michigan State,Ohio State
North Carolina Central,Hampton
North Carolina State,Notre Dame
Saint Louis,Rhode Island
Middle Tennessee,Tennessee State
Kansas State,Texas Christian
Syracuse,Virginia Tech
Albany (NY),UMBC
American,Loyola (MD)
Akron,Ball State
Eastern Michigan,Bowling Green State
Missouri State,Bradley
Buffalo,Northern Illinois
Campbell,High Point
Miami (OH),Central Michigan
Charleston Southern,Coastal Carolina
Cleveland State,Detroit
Columbia,Stony Brook
UConn,Harvard
Delaware,Hofstra
Indiana State,Drake
Duquesne,Fordham
Murray State,Eastern Kentucky
Northern Iowa,Evansville
St. Peter's,Fairfield
Florida,South Carolina
Fresno State,Air Force
North Carolina-Asheville,Gardner-Webb
Holy Cross,Colgate
Ohio,Kent State
Kentucky,Mississippi State
Bucknell,Lafayette
Army,Lehigh
Southern Illinois,Loyola (IL)
UMass,St. Joseph's
Georgia,Missouri
Nevada,UNLV
Miami (FL),UNC
Northeastern,North Carolina-Wilmington
Milwaukee,Oakland
Kansas,Oklahoma
Oklahoma State,Texas
Minnesota,Penn State
Winthrop,Presbyterian
Providence,Georgetown
Radford,Liberty
San Diego State,Boise State
Colorado State,San Jose State
Villanova,Seton Hall
South Carolina State,Maryland-Eastern Shore
St. Bonaventure,Richmond
Texas A&M,Arkansas
Virginia,Wake Forest
Virginia Military Institute,Longwood
Washington,Utah
Colorado,Washington State
Western Michigan,Toledo
Wichita State,Illinois State
William & Mary,Drexel
Wisconsin,Illinois
New Mexico,Wyoming
Vermont,Yale
North Carolina-Greensboro,Appalachian State
Little Rock,South Alabama
Troy,Arkansas State
Binghamton,New Hampshire
BYU,Pepperdine
Bryant,Saint Francis (PA)
DePaul,Butler
Cal Poly,Hawaii
Grand Canyon,Cal State Bakersfield
Cal State Fullerton,UC-Riverside
Cal State Northridge,UC-Davis
Wagner,Central Connecticut
Chattanooga,Samford
Florida State,Clemson
Lipscomb,ETSU
Eastern Washington,Montana
Fairleigh Dickinson,Mount St. Mary's
Davidson,Furman
Hartford,Maine
Stephen F. Austin,Houston Baptist
Iowa,Northwestern
Fort Wayne,North Dakota State
South Dakota State,IUPUI
Jacksonville,Stetson
Jacksonville State,Southern Illinois-Edwardsville
La Salle,George Washington
Nicholls State,Lamar
UC-Irvine,Long Beach State
Louisiana Tech,Florida Atlantic
Memphis,Louisville
Ole Miss,Auburn
Michigan,Nebraska
New Mexico State,Seattle
New Orleans,Abilene Christian
North Dakota,Idaho State
Florida Gulf Coast,North Florida
Southern Miss,North Texas
Northern Arizona,Sacramento State
Northern Colorado,Weber State
University of California,Oregon
Oregon State,Stanford
San Francisco,Pacific
Portland,Gonzaga
Montana State,Portland State
Quinnipiac,Manhattan
Florida International,Rice
Robert Morris,Sacred Heart
Santa Clara,Saint Mary's (CA)
Sam Houston State,McNeese State
San Diego,Loyola Marymount
South Carolina Upstate,Northern Kentucky
Belmont,Southeast Missouri State
Southeastern Louisiana,Incarnate Word
Arizona State,USC
St. Francis (NY),LIU-Brooklyn
South Florida,Temple
Tennessee Tech,Eastern Illinois
Texas A&M-Corpus Christi,Northwestern State
Texas-Arlington,Louisiana-Monroe
Charlotte,UTEP
Idaho,Texas-Rio Grande Valley
UTSA,Marshall
Tulsa,Tulane
Arizona,UCLA
VCU,George Mason
Georgia State,Western Kentucky
Wofford,Citadel
Xavier,Marquette
Canisius,Rider
Radford,High Point
Iona,Fairfield
Mercer,Kennesaw State
Monmouth,Niagara
Siena,Marist
Wright State,Valparaiso
Arkansas-Pine Bluff,Alabama A&M
Alabama State,Mississippi Valley State
Alcorn State,Jackson State
Florida,Arkansas
Troy,Little Rock
Arkansas State,South Alabama
Missouri,Auburn
Baylor,Texas Christian
North Carolina A&T,Bethune-Cookman
UMass-Lowell,Binghamton
Wyoming,Boise State
BYU,Loyola Marymount
Brown,Daniel Webster
Robert Morris,Bryant
Bucknell,Holy Cross
Buffalo,Eastern Michigan
Georgetown,Butler
Cal State Northridge,Hawaii
UC-Irvine,UC-Riverside
Cal Poly,UCSB
Saint Francis (PA),Central Connecticut
Chattanooga,Wofford
Cincinnati,Rutgers
Clemson,Duke
American,Colgate
Colorado State,Fresno State
Columbia,Central Pennsylvania College
UConn,UCF
Savannah State,Coppin State
Cornell,Oberlin
Davidson,Appalachian State
Saint Louis,Dayton
Hampton,Delaware State
Oakland,Detroit
Drexel,Northeastern
Old Dominion,East Carolina
ETSU,Northern Kentucky
Eastern Washington,Montana State
Elon,Citadel
Florida A&M,North Carolina Central
Richmond,Fordham
Coastal Carolina,Gardner-Webb
St. Joseph's,George Mason
George Washington,Rhode Island
Georgia,Alabama
Western Carolina,Georgia Southern
Georgia Tech,Notre Dame
Harvard,Dartmouth
Hofstra,College of Charleston
Houston Baptist,Northwestern State
Illinois State,Loyola (IL)
Indiana State,Bradley
Fort Wayne,South Dakota State
North Dakota State,IUPUI
Jacksonville,Florida Gulf Coast
Eastern Illinois,Jacksonville State
Delaware,James Madison
Kansas,Kansas State
Kent State,Ball State
Boston University,Lafayette
McNeese State,Lamar
Long Beach State,UC-Davis
Campbell,Longwood
Louisiana,Texas-Arlington
Texas State,Louisiana-Monroe
Louisiana Tech,Florida International
Loyola (MD),Lehigh
Marquette,Seton Hall
UMBC,Maine
Norfolk State,Maryland-Eastern Shore
UMass,St. Bonaventure
Western Michigan,Miami (OH)
Michigan State,Minnesota
Middle Tennessee,Alabama-Birmingham
Mississippi State,Ole Miss
Chicago State,UMKC
Wichita State,Missouri State
Eastern Kentucky,Morehead State
Morgan State,South Carolina State
Mount St. Mary's,St. Francis (NY)
Murray State,Austin Peay
Army,Navy
Nevada,Utah State
New Mexico State,Idaho
Incarnate Word,New Orleans
North Carolina-Asheville,Presbyterian
Virginia,North Carolina State
Weber State,North Dakota
North Florida,Stetson
Tulane,North Texas
Northern Colorado,Idaho State
Northern Iowa,Drake
Oklahoma,Iowa State
Oral Roberts,Central Arkansas
University of California,Oregon State
Pacific,Santa Clara
Indiana,Penn State
Penn,Princeton
Pitt,Wake Forest
Portland State,Montana
Florida Atlantic,Rice
Sacred Heart,Fairleigh Dickinson
Saint Mary's (CA),San Francisco
Sam Houston State,Nicholls State
Samford,Furman
Pepperdine,San Diego
New Mexico,San Jose State
LSU,South Carolina
South Carolina Upstate,Lipscomb
South Dakota,Denver
Southeast Missouri State,Tennessee State
Southeastern Louisiana,Abilene Christian
Southern,Grambling
Evansville,Southern Illinois
Sacramento State,Southern Utah
Villanova,St. John's (NY)
Syracuse,UNC
Memphis,Temple
Texas A&M,Tennessee
Belmont,UT-Martin
Tennessee Tech,Southern Illinois-Edwardsville
Texas,Texas Tech
Stephen F. Austin,Texas A&M-Corpus Christi
UTEP,Marshall
Seattle,Texas-Rio Grande Valley
UTSA,Charlotte
Texas Southern,Prairie View
Toledo,Central Michigan
Towson,North Carolina-Wilmington
Utah Valley,Grand Canyon
Kentucky,Vanderbilt
Vermont,Albany (NY)
Liberty,Virginia Military Institute
Boston College,Virginia Tech
Wagner,LIU-Brooklyn
Oklahoma State,West Virginia
Western Illinois,Omaha
Winthrop,Charleston Southern
Yale,Baruch College
San Diego State,Air Force
Northern Illinois,Bowling Green State
Canisius,Monmouth
Creighton,Xavier
La Salle,Duquesne
Florida State,Maryland
Stony Brook,Hartford
Louisville,SMU
Manhattan,Marist
Green Bay,Milwaukee
Rider,Niagara
Northwestern,Illinois
Akron,Ohio
Iowa,Ohio State
Stanford,Oregon
Purdue,Nebraska
St. Peter's,Quinnipiac
Iona,Siena
Arizona,USC
Tulsa,Southern Miss
UCLA,Arizona State
Washington,Colorado
Washington State,Utah
Wright State,UIC
Alabama A&M,Mississippi Valley State
Alabama State,Arkansas-Pine Bluff
Alcorn State,Grambling
North Carolina Central,Bethune-Cookman
Syracuse,Boston College
Coppin State,South Carolina State
Norfolk State,Delaware State
Duke,Virginia
Florida A&M,North Carolina A&T
Savannah State,Howard
Kansas,Iowa State
Louisiana,Texas State
Loyola (MD),Lafayette
NJIT,CCNY
College of Charleston,Northeastern
Southern,Jackson State
Northern Arizona,Southern Utah
UT-Martin,Tennessee State
Texas,West Virginia
Youngstown State,Cleveland State
Arkansas,Kentucky
Cincinnati,Temple
Creighton,Butler
DePaul,St. John's (NY)
Towson,Drexel
Eastern Michigan,Western Michigan
Florida,Georgia
George Washington,VCU
Pitt,Georgia Tech
Indiana,Wisconsin
Kansas State,Oklahoma
Liberty,Campbell
Michigan,Penn State
Boise State,Nevada
Southern Illinois,Northern Iowa
Wichita State,Bradley
Air Force,San Jose State
Akron,Miami (OH)
Alabama,Mississippi State
Holy Cross,Army
Boston University,Colgate
Bowling Green State,Central Michigan
University of California,Washington
Charleston Southern,Presbyterian
Coastal Carolina,North Carolina-Asheville
Delaware,William & Mary
Valparaiso,Detroit
Dayton,Fordham
UMass,George Mason
High Point,Longwood
Purdue,Illinois
Illinois State,Evansville
Indiana State,Missouri State
Northeastern,James Madison
La Salle,Rhode Island
American,Lehigh
Loyola (IL),Drake
Maryland,Notre Dame
UMass-Lowell,Albany (NY)
Florida State,Miami (FL)
Ole Miss,LSU
Navy,Bucknell
New Hampshire,UMBC
UNLV,New Mexico
Hofstra,North Carolina-Wilmington
Kent State,Northern Illinois
Michigan State,Northwestern
Ohio,Ball State
Oklahoma State,Texas Christian
Virginia Military Institute,Radford
Rutgers,UCF
St. Joseph's,Duquesne
Saint Louis,St. Bonaventure
San Diego State,Fresno State
SMU,South Florida
Stanford,Washington State
Stony Brook,Binghamton
Tennessee,Auburn
Texas A&M,South Carolina
Texas Tech,Baylor
Toledo,Buffalo
Utah State,Colorado State
Clemson,Virginia Tech
Wake Forest,North Carolina State
Gardner-Webb,Winthrop
Xavier,Georgetown
Oral Roberts,Abilene Christian
Alabama-Birmingham,UTSA
Chattanooga,Appalachian State
Arizona,Arizona State
Bryant,Sacred Heart
Cal Poly,Cal State Northridge
UC-Riverside,UC-Davis
UC-Irvine,Cal State Fullerton
UCSB,Long Beach State
St. Francis (NY),Central Connecticut
Charlotte,Tulsa
Chicago State,New Mexico State
Cleveland State,Oakland
UCLA,Colorado
Elon,Davidson
Fort Wayne,Denver
Murray State,Eastern Illinois
Eastern Kentucky,Belmont
Niagara,Fairfield
Florida Atlantic,East Carolina
Florida Gulf Coast,South Carolina Upstate
Old Dominion,Florida International
Georgia Southern,Furman
Georgia State,Arkansas State
Utah Valley,Idaho
Idaho State,Southern Utah
Milwaukee,UIC
Incarnate Word,Central Arkansas
Jacksonville State,Tennessee State
Lipscomb,Kennesaw State
Fairleigh Dickinson,LIU-Brooklyn
Louisville,Houston
Portland,Loyola Marymount
Vermont,Maine
Manhattan,Siena
North Texas,Marshall
Texas A&M-Corpus Christi,McNeese State
UConn,Memphis
UTEP,Middle Tennessee
Minnesota,Ohio State
Texas-Rio Grande Valley,UMKC
Montana,North Dakota
Montana State,Northern Colorado
Morehead State,Southeast Missouri State
Mount St. Mary's,Wagner
New Orleans,Lamar
Nicholls State,Houston Baptist
North Carolina Central,NJIT
North Carolina-Greensboro,Citadel
North Dakota State,Omaha
Northern Arizona,Eastern Washington
Mercer,Northern Kentucky
Stephen F. Austin,Northwestern State
Gonzaga,Pepperdine
Quinnipiac,Monmouth
St. Peter's,Rider
Robert Morris,Saint Francis (PA)
Portland State,Sacramento State
BYU,San Francisco
San Diego,Santa Clara
Cal State Bakersfield,Seattle
South Alabama,Louisiana
South Dakota,IUPUI
South Dakota State,Western Illinois
Sam Houston State,Southeastern Louisiana
Southern Illinois-Edwardsville,Austin Peay
Southern Miss,Rice
Providence,St. John's (NY)
Stetson,ETSU
Louisiana-Monroe,Troy
Louisiana Tech,Tulane
Utah,USC
Vanderbilt,Missouri
Little Rock,Western Kentucky
Bradley,Southern Illinois
Canisius,Iona
North Florida,Jacksonville
Green Bay,Wright State
Abilene Christian,Central Arkansas
Toledo,Akron
UTEP,Alabama-Birmingham
Alabama State,Alabama A&M
Alcorn State,Mississippi Valley State
American,Lafayette
Appalachian State,Georgia Southern
Southern,Arkansas-Pine Bluff
Florida,Auburn
Miami (OH),Ball State
Oklahoma,Baylor
Boise State,Utah State
Buffalo,Kent State
Butler,Marquette
Long Beach State,Cal Poly
UCSB,Cal State Northridge
University of California,Washington State
UC-Davis,Cal State Fullerton
Campbell,Virginia Military Institute
LIU-Brooklyn,Central Connecticut
SMU,UCF
Eastern Michigan,Central Michigan
North Carolina-Asheville,Charleston Southern
Charlotte,North Texas
Texas-Rio Grande Valley,Chicago State
Furman,Citadel
Clemson,Wake Forest
Winthrop,Coastal Carolina
Colgate,Navy
Colorado,USC
Colorado State,Air Force
Columbia,Cornell
Louisville,UConn
Denver,IUPUI
Illinois State,Drake
Duke,North Carolina State
Eastern Illinois,Austin Peay
Eastern Kentucky,Jacksonville State
UMass,Elon
Evansville,Loyola (IL)
Fairfield,Manhattan
Bryant,Fairleigh Dickinson
Old Dominion,Florida Atlantic
Florida Gulf Coast,ETSU
Florida International,East Carolina
New Mexico,Fresno State
Seton Hall,Georgetown
Georgia,Arkansas
Georgia State,Little Rock
Miami (FL),Georgia Tech
Texas Southern,Grambling
Coppin State,Hampton
Hawaii,UC-Riverside
Holy Cross,Lehigh
Howard,Maryland-Eastern Shore
Idaho,Cal State Bakersfield
Michigan State,Illinois
Oral Roberts,Incarnate Word
Northwestern,Indiana
Prairie View,Jackson State
Kansas,Oklahoma State
Kansas State,West Virginia
Kentucky,Tennessee
La Salle,Temple
High Point,Liberty
Mercer,Lipscomb
LSU,Vanderbilt
Gonzaga,Loyola Marymount
Albany (NY),Maine
Rider,Marist
Tulsa,Marshall
Vermont,UMBC
McNeese State,Houston Baptist
Memphis,LeMoyne-Owen
Middle Tennessee,UTSA
Mississippi State,Texas A&M
Missouri,Alabama
UMKC,New Mexico State
Northern Colorado,Montana
North Dakota,Montana State
Morehead State,UT-Martin
Robert Morris,Mount St. Mary's
