Winner,Loser
St. Joseph's,Holy Cross
Rider,Howard
Kentucky,Coppin State
Liberty,Union (KY)
Bucknell,Loyola (MD)
Marshall,Binghamton
Purdue,Michigan
UMKC,North Dakota State
Morehead State,Kent State
LIU-Brooklyn,NJIT
UNC,Rutgers
North Carolina-Asheville,Western Carolina
North Carolina State,Alabama A&M
North Texas,Panhandle State
Fort Wayne,Oral Roberts
Colorado State,San Francisco
Seton Hall,South Florida
South Dakota,Midland Lutheran
St. Bonaventure,Siena
Stanford,Yale
Syracuse,Providence
Texas Christian,Chicago State
UTEP,Western New Mexico
Utah Valley,Florida International
Valparaiso,Ball State
Wisconsin,Minnesota
Wyoming,Kennesaw State
Xavier,Albany (NY)
Akron,Arkansas-Pine Bluff
Arkansas,North Carolina A&T
Auburn,Georgia Southern
Boise State,Louisiana Tech
Quinnipiac,Boston University
Bryant,Oberlin
Canisius,Northwestern State
Central Connecticut,Brown
UCF,Furman
Chattanooga,Montreat
Clemson,East Carolina
Colorado,Maryland-Eastern Shore
New Hampshire,Cornell
Dayton,George Mason
Drake,Southern Illinois
Eastern Washington,Sacramento State
American,Fordham
Fresno State,San Jose State
Gonzaga,Lafayette
Hampton,Dominican (CA)
Harvard,Monmouth
New Mexico State,Idaho
Creighton,Illinois State
Indiana State,Bradley
Iona,Hofstra
Illinois,Iowa
Kansas,Texas-Arlington
Towson,La Salle
Lehigh,St. Peter's
Longwood,William & Mary
Marist,Penn
Maryland,North Florida
Middle Tennessee,Tennessee State
Montana,Northern Arizona
Montana State,Weber State
North Carolina Central,Milligan
Duke,North Carolina-Greensboro
Princeton,Northeastern
Missouri State,Northern Iowa
Notre Dame,Georgetown
Northern Colorado,Portland State
Radford,Dickinson College
Rhode Island,Boston College
Rice,LSU
Richmond,Wake Forest
Saint Mary's (CA),Mississippi State
Sam Houston State,Western New Mexico
Delaware,Santa Clara
South Carolina,Jacksonville State
Savannah State,Southeastern Louisiana
Washington,USC
SMU,Southeast Missouri State
Southern Miss,Mississippi Valley State
Stephen F. Austin,Louisiana-Monroe
Stony Brook,Colgate
Tennessee,UT-Martin
Georgia State,Texas A&M-Corpus Christi
UTEP,Air Force
Army,Texas-Rio Grande Valley
New Mexico,Texas Tech
UCLA,Washington State
Utah State,Hawaii
Vanderbilt,Marquette
Vermont,Mount St. Mary's
VCU,Wofford
St. John's (NY),West Virginia
Wichita State,Evansville
Alabama State,Albany State (GA)
Appalachian State,Milligan
Arkansas State,South Alabama
Belmont,Miami (OH)
Bowling Green State,UTSA
Bucknell,Dartmouth
BYU,Buffalo
Long Beach State,Cal Poly
Cal State Fullerton,Pacific
Cal State Northridge,UC-Davis
Loyola Marymount,UC-Irvine
Fort Wayne,Centenary (LA)
UCF,Princeton
Georgia State,Chattanooga
Cleveland State,Loyola (IL)
Colorado State,Dominican (CA)
Davidson,Saint Joseph's (ME)
American,Delaware
Denver,Louisiana
Detroit,Green Bay
ETSU,Campbell
Furman,Northeastern
Houston,Rogers State
IUPUI,Western Illinois
Jacksonville,Bethune-Cookman
Columbia,Maine
UMBC,Niagara
Memphis,Lipscomb
Charlotte,Mercer
Miami (FL),Pepperdine
Ole Miss,Alcorn State
Southeastern Louisiana,Mississippi Valley State
Missouri,Old Dominion
South Dakota State,UMKC
Texas A&M-Corpus Christi,Montreat
Morehead State,Binghamton
Morgan State,Robert Morris
Murray State,Southern Illinois-Edwardsville
LIU-Brooklyn,Navy
UNLV,Central Michigan
North Carolina-Wilmington,Toledo
North Dakota,South Dakota School of Mines
North Texas,Little Rock
Ohio,Norfolk State
Oklahoma,Central Arkansas
Oakland,Oral Roberts
Arizona,Oregon
Oregon State,Arizona State
San Francisco,Hampton
Santa Clara,Fordham
South Dakota,Doane College
Southern Miss,Savannah State
Southern Utah,North Dakota State
St. Francis (NY),NJIT
Tennessee Tech,Crowley's Ridge
Tulane,Lamar
Tulsa,Texas Christian
Villanova,Temple
Iowa State,Virginia
VCU,New Hampshire
Virginia Tech,South Carolina Upstate
Wagner,Albany (NY)
Cornell,Wofford
Wright State,Milwaukee
Youngstown State,UIC
Arkansas,Texas-Arlington
Auburn,Grambling
Ball State,North Carolina A&T
Boise State,New Mexico State
Brown,Bryant
UCSB,Fresno Pacific
Charleston Southern,High Point
Cincinnati,Seton Hall
Citadel,Chowan
Coastal Carolina,Radford
UConn,South Florida
Duquesne,Northwestern State
Northern Colorado,Eastern Washington
Fairfield,Army
Liberty,Gardner-Webb
George Washington,Holy Cross
Georgia,Eastern Kentucky
Georgia Tech,Mercer
Gonzaga,Oklahoma State
Harvard,MIT
Idaho,Louisiana Tech
Idaho State,Sacramento State
Ohio State,Indiana
Kansas State,North Florida
James Madison,Kent State
Kentucky,Louisville
UMass,Boston University
Michigan State,Minnesota
Montana,Weber State
Montana State,Northern Arizona
Nevada,Hawaii
Virginia Military Institute,North Carolina-Asheville
Northern Illinois,Utah Valley
Portland,Utah
Purdue,Northwestern
St. Joseph's,Siena
Saint Mary's (CA),Hartford
Samford,Eastern Michigan
San Diego State,Occidental
USC,Washington State
College of Charleston,Tennessee
Texas,Coppin State
Texas A&M,McNeese State
Texas State,Texas-Tyler
Washington,UCLA
Utah State,San Jose State
Western Michigan,Eastern Illinois
Winthrop,Presbyterian
Florida,Xavier
Lehigh,Yale
Arkansas State,Western Kentucky
Wichita State,Bradley
BYU,Fresno Pacific
Butler,Valparaiso
Cleveland State,UIC
Hampton,Colorado State
Creighton,Drake
Dayton,New Mexico
Milwaukee,Detroit
Evansville,Indiana State
Georgetown,DePaul
Marquette,West Virginia
Missouri State,Illinois State
North Carolina State,San Diego
North Texas,Louisiana
Arizona State,Oregon
St. John's (NY),Providence
Bowling Green State,Saint Louis
San Francisco,Dominican (CA)
Boston College,South Carolina
Southern Illinois,Northern Iowa
SMU,Dallas Christian
South Dakota State,Southern Utah
Syracuse,Notre Dame
Western Illinois,Purdue Calumet
Wright State,Green Bay
Loyola (IL),Youngstown State
Air Force,Florida A&M
Albany (NY),New Hampshire
Baylor,Texas Southern
Colorado,Cal State Bakersfield
Charleston Southern,Radford
Clemson,Citadel
Coastal Carolina,High Point
Elon,Columbia
Denver,Little Rock
Duke,Miami (FL)
Duquesne,Norfolk State
Lafayette,Fairleigh Dickinson
Virginia Military Institute,Gardner-Webb
Eastern Kentucky,Georgia Southern
Charlotte,Georgia Tech
George Washington,Howard
Portland State,Idaho State
Illinois,Wisconsin
Kansas,Miami (OH)
La Salle,Binghamton
Colgate,Longwood
Florida International,Louisiana-Monroe
Maine,Boston University
Stony Brook,UMBC
Memphis,Tennessee State
Michigan,Penn State
Ole Miss,Southeastern Louisiana
Morehead State,College of Charleston
Presbyterian,Navy
UNC,Saint Francis (PA)
Liberty,North Carolina-Asheville
Robert Morris,Ohio
Oregon State,Arizona
Pepperdine,Seattle
Rice,Texas Christian
Bucknell,Richmond
Sacred Heart,Holy Cross
South Alabama,Middle Tennessee
Marshall,St. Bonaventure
Stanford,University of California
Tennessee Tech,Bluefield College (VA)
UTEP,Sam Houston State
Texas Tech,Texas A&M-Corpus Christi
Tulane,Texas-Rio Grande Valley
Vanderbilt,Davidson
Villanova,Rutgers
Virginia,LSU
Virginia Tech,Mount St. Mary's
Gonzaga,Wake Forest
Akron,Oral Roberts
Alabama,Toledo
American,Brown
Army,Dartmouth
Auburn,Florida State
Austin Peay,Chattanooga
Ball State,Southern Illinois-Edwardsville
Jacksonville,Campbell
Central Connecticut,UMass
Coppin State,Wilmington (DE)
Buffalo,Cornell
Hofstra,Drexel
Eastern Illinois,Anderson (IN)
Fairfield,Niagara
Florida,Rhode Island
Florida Atlantic,Florida Memorial
Belmont,Florida Gulf Coast
Fresno State,Nevada
Furman,Virginia Wise
George Mason,Delaware
Georgia State,VCU
Green Bay,Houston Baptist
Hartford,St. Francis (NY)
Iowa State,Northern Illinois
James Madison,Northeastern
Kansas State,Savannah State
Kennesaw State,South Carolina Upstate
Kentucky,Penn
Loyola (MD),Marist
ETSU,Mercer
Milwaukee,Butler
Monmouth,Bryant
Nebraska,North Dakota
East Carolina,North Carolina Central
Michigan State,Northwestern
Oklahoma,Maryland-Eastern Shore
Oklahoma State,UTSA
Wagner,Quinnipiac
Rider,Manhattan
St. Peter's,Canisius
Santa Clara,Bethany (CA)
Siena,Iona
Southeast Missouri State,UT-Martin
St. John's (NY),Georgetown
Stephen F. Austin,Wiley
Stetson,Lipscomb
Texas A&M,Nicholls State
Old Dominion,Towson
North Carolina-Wilmington,William & Mary
Alabama A&M,Grambling
Jackson State,Alabama State
Prairie View,Alcorn State
Mississippi Valley State,Arkansas-Pine Bluff
Baylor,Morgan State
Bethune-Cookman,Carver Bible
Boston University,New Hampshire
Southern Illinois,Bradley
UC-Riverside,La Sierra
Colorado State,Wyoming
Missouri State,Creighton
West Virginia,DePaul
Eastern Michigan,Ferris State
Indiana State,Illinois State
Ohio State,Iowa
Lamar,Louisiana College
Louisiana-Monroe,Union (KY)
Maryland,Colgate
Minnesota,Indiana
Navy,Longwood
Lehigh,NJIT
North Carolina A&T,Hiwassee
Northern Iowa,Evansville
Louisiana State-Shreveport,Northwestern State
Notre Dame,UConn
Pitt,Providence
South Carolina,South Carolina State
Texas Southern,Southern
Vermont,Stony Brook
Texas,Arkansas
Texas State,Texas-Rio Grande Valley
Texas Tech,Delaware State
Utah Valley,Haskell Indian Nations Institute
Virginia,Howard
Wichita State,Drake
Air Force,Utah
St. Bonaventure,Little Rock
Harvard,Boston College
UC-Irvine,Cal State Fullerton
North Florida,Campbell
UCF,Marshall
Colorado,Western New Mexico
Appalachian State,Davidson
Delaware,William & Mary
Duke,Alabama-Birmingham
North Carolina State,Elon
Lipscomb,Florida Gulf Coast
Temple,Fordham
George Washington,La Salle
Western Carolina,Georgia Southern
Hofstra,George Mason
Yale,Holy Cross
James Madison,Towson
Kansas,UMKC
ETSU,Kennesaw State
Columbia,Lafayette
Long Beach State,Cal State Northridge
Louisville,Seton Hall
Hartford,Maine
Mercer,South Carolina Upstate
Middle Tennessee,North Texas
Missouri,North Alabama
Nebraska,Savannah State
BYU,UNLV
New Mexico,Cal State Bakersfield
North Carolina-Wilmington,Georgia State
Old Dominion,Northeastern
Purdue,Penn State
Princeton,Marist
Tulane,Rice
Richmond,Charlotte
Marquette,Rutgers
Duquesne,St. Joseph's
Dayton,Saint Louis
Ole Miss,SMU
Southern Miss,Houston
Belmont,Stetson
Tennessee,Memphis
Texas-Arlington,Houston Baptist
San Diego State,Texas Christian
UTEP,Tulsa
VCU,Drexel
Wake Forest,High Point
Wisconsin,Michigan
Jackson State,Alabama A&M
Alabama State,Grambling
Texas Southern,Alcorn State
Arizona,University of California
Stanford,Arizona State
LIU-Brooklyn,Bryant
UCSB,UC-Davis
Central Connecticut,St. Francis (NY)
Cincinnati,Xavier
Eastern Kentucky,Jacksonville State
Sacred Heart,Fairleigh Dickinson
Florida Atlantic,South Alabama
Florida International,Arkansas State
College of Charleston,Furman
Idaho,Hawaii
Illinois,Northwestern
Wright State,UIC
Fort Wayne,Western Illinois
Liberty,Charleston Southern
Longwood,South Dakota
Louisiana,Troy
Fresno State,Louisiana Tech
Detroit,Loyola (IL)
Saint Mary's (CA),Loyola Marymount
Quinnipiac,Monmouth
Morehead State,Tennessee Tech
Mount St. Mary's,Saint Francis (PA)
Murray State,Tennessee State
Samford,North Carolina-Greensboro
North Dakota State,Oral Roberts
Northern Arizona,Idaho State
Northern Colorado,Montana
Oakland,IUPUI
Cal Poly,Pacific
Pepperdine,San Diego
Presbyterian,Gardner-Webb
Montana State,Sacramento State
Boise State,San Jose State
Seattle,Eastern Washington
South Dakota State,Centenary (LA)
Villanova,South Florida
Southern,Prairie View
Vermont,Albany (NY)
Coastal Carolina,Virginia Military Institute
Wagner,Robert Morris
Washington,Oregon
Washington State,Oregon State
Denver,Western Kentucky
North Carolina-Asheville,Winthrop
Wofford,Citadel
Butler,Cleveland State
Campbell,Kennesaw State
Canisius,Siena
Drake,Bradley
Wichita State,Illinois State
Indiana State,Northern Iowa
Iona,St. Peter's
Loyola (MD),Manhattan
Fairfield,Marist
Missouri State,Evansville
Rider,Niagara
Creighton,Southern Illinois
Valparaiso,Youngstown State
Akron,Kent State
Alabama-Birmingham,UTEP
American,Lehigh
Appalachian State,Georgia Southern
University of California,Arizona State
Arkansas,Tennessee
Little Rock,Troy
Alabama State,Arkansas-Pine Bluff
LSU,Auburn
Belmont,North Florida
Boston College,Georgia Tech
BYU,Air Force
Brown,Lyndon State
Bryant,St. Francis (NY)
Bowling Green State,Buffalo
Cal Poly,UC-Davis
Cal State Fullerton,UC-Riverside
Lamar,Central Arkansas
LIU-Brooklyn,Central Connecticut
Utah Valley,Chicago State
Clemson,Miami (FL)
Army,Colgate
Colorado,Missouri
Columbia,Union (NY)
Hampton,Coppin State
Cornell,Stony Brook
Harvard,Dartmouth
Drexel,Delaware
ETSU,Florida Gulf Coast
Tennessee Tech,Eastern Kentucky
Elon,Samford
Quinnipiac,Fairleigh Dickinson
Florida,Ole Miss
Florida Atlantic,Arkansas State
Florida International,South Alabama
Furman,Citadel
West Virginia,Georgetown
Georgia,Kentucky
Georgia State,Towson
Gonzaga,Portland
Grambling,Southern
Green Bay,Milwaukee
Boise State,Hawaii
Holy Cross,Lafayette
Houston,UCF
Duquesne,Houston Baptist
Detroit,UIC
IUPUI,Fort Wayne
Jackson State,Alcorn State
Richmond,La Salle
Coastal Carolina,Liberty
Jacksonville,Lipscomb
Long Beach State,UC-Irvine
Middle Tennessee,Louisiana
Denver,Louisiana-Monroe
Wright State,Loyola (IL)
Loyola Marymount,San Diego
Marshall,Southern Miss
Maine,UMBC
McNeese State,Texas A&M-Corpus Christi
Memphis,East Carolina
Alabama,Mississippi State
Alabama A&M,Mississippi Valley State
UMKC,Southern Utah
Sacred Heart,Monmouth
Morehead State,Jacksonville State
Morgan State,Howard
Robert Morris,Mount St. Mary's
Austin Peay,Murray State
Bucknell,Navy
Nebraska,Iowa State
Utah State,Nevada
UNLV,Texas Christian
Binghamton,New Hampshire
New Mexico State,Fresno State
Nicholls State,Texas-Arlington
NJIT,Marywood
Bethune-Cookman,Norfolk State
North Carolina A&T,Florida A&M
Delaware State,North Carolina Central
Chattanooga,North Carolina-Greensboro
North Carolina State,Wake Forest
VCU,North Carolina-Wilmington
North Dakota State,Centenary (LA)
Hofstra,Northeastern
Weber State,Northern Arizona
Northern Colorado,Montana State
Ball State,Northern Illinois
Notre Dame,St. John's (NY)
Oakland,Western Illinois
Texas A&M,Oklahoma
Oklahoma State,Kansas State
Old Dominion,George Mason
Pacific,UCSB
Penn State,Michigan State
Saint Mary's (CA),Pepperdine
Pitt,Marquette
Portland State,Eastern Washington
Texas Southern,Prairie View
North Carolina-Asheville,Presbyterian
Radford,High Point
Rutgers,Providence
Montana,Sacramento State
George Washington,St. Joseph's
Idaho,San Jose State
San Francisco,Santa Clara
Seattle,Cal State Northridge
Syracuse,Seton Hall
South Carolina,Vanderbilt
South Carolina State,Maryland-Eastern Shore
Stetson,South Carolina Upstate
Oral Roberts,South Dakota State
Southeast Missouri State,Eastern Illinois
Southeastern Louisiana,Stephen F. Austin
Southern Illinois-Edwardsville,South Dakota
St. Bonaventure,Charlotte
Tennessee State,UT-Martin
UConn,Texas
Sam Houston State,UTSA
Texas State,Northwestern State
Baylor,Texas Tech
Eastern Michigan,Toledo
Tulane,SMU
Tulsa,Rice
San Diego State,Utah
UNC,Virginia
Charleston Southern,Virginia Military Institute
Virginia Tech,Florida State
Wagner,Saint Francis (PA)
Washington,Oregon State
Washington State,Oregon
Western Carolina,Davidson
James Madison,William & Mary
Winthrop,Gardner-Webb
College of Charleston,Wofford
Wyoming,New Mexico
Yale,Baruch College
Arizona,Stanford
Boston University,Vermont
Butler,Youngstown State
Rider,Canisius
Indiana State,Drake
Duke,Maryland
Creighton,Evansville
Fairfield,St. Peter's
Hartford,Albany (NY)
Iona,Loyola (MD)
Marist,Manhattan
UMass,Dayton
Kansas,Michigan
Niagara,Siena
North Dakota,Longwood
Northern Iowa,Bradley
Northwestern,Indiana
Miami (OH),Ohio
Ohio State,Minnesota
Purdue,Iowa
Xavier,Rhode Island
Louisville,South Florida
USC,UCLA
Southern Illinois,Illinois State
Temple,Saint Louis
Valparaiso,Cleveland State
Villanova,Cincinnati
Western Michigan,Central Michigan
Missouri State,Wichita State
Arkansas-Pine Bluff,Alabama A&M
Belmont,Jacksonville
Binghamton,Stony Brook
Campbell,Mercer
Coppin State,Howard
ETSU,Stetson
Alcorn State,Grambling
Jackson State,Southern
Lipscomb,North Florida
Marquette,Notre Dame
Marshall,Savannah State
Mississippi Valley State,Alabama State
Morgan State,Hampton
Norfolk State,Florida A&M
Bethune-Cookman,North Carolina A&T
North Carolina Central,Maryland-Eastern Shore
Elon,North Carolina-Greensboro
Delaware State,South Carolina State
Austin Peay,UT-Martin
Baylor,Oklahoma
Boston College,North Carolina State
UConn,Rutgers
Northern Illinois,Eastern Michigan
Florida Atlantic,Manhattan
Fort Wayne,Southern Illinois-Edwardsville
Kent State,Bowling Green State
Kentucky,Auburn
Michigan State,Wisconsin
New Hampshire,Hartford
Pacific,Cal State Bakersfield
Penn State,Illinois
Florida,Tennessee
Texas,Texas Tech
BYU,Utah
Youngstown State,Wilberforce
Ohio,Akron
Alabama,South Carolina
Maine,Albany (NY)
Bucknell,American
Arizona State,Tulsa
Holy Cross,Army
Ball State,Western Michigan
Binghamton,UMBC
Indiana State,Bradley
Central Michigan,Toledo
Cincinnati,South Florida
Clemson,Georgia Tech
Wichita State,Creighton
Davidson,Furman
Dayton,St. Joseph's
Seton Hall,DePaul
Duquesne,Saint Louis
Evansville,Drake
Florida State,Duke
George Washington,Fordham
Pitt,Georgetown
Wofford,Georgia Southern
Idaho,Nevada
Northern Iowa,Illinois State
Northwestern,Iowa
Kansas,Iowa State
Colorado,Kansas State
La Salle,Penn
Lafayette,Colgate
McNeese State,Lamar
Lehigh,Navy
Long Beach State,UC-Davis
LSU,Arkansas
Ohio State,Michigan
Missouri,Nebraska
Missouri State,Southern Illinois
New Mexico,Colorado State
NJIT,Texas-Rio Grande Valley
North Carolina-Wilmington,Delaware
George Mason,Northeastern
Northwestern State,Nicholls State
Southern Miss,Rice
Texas-Arlington,Sam Houston State
San Diego State,UNLV
SMU,Memphis
Syracuse,St. John's (NY)
Stephen F. Austin,Central Arkansas
Temple,St. Bonaventure
Texas A&M,Oklahoma State
UTSA,Texas A&M-Corpus Christi
Texas Christian,Wyoming
Hofstra,Towson
UTEP,Tulane
Vanderbilt,Georgia
Villanova,Louisville
Maryland,Wake Forest
VCU,William & Mary
Xavier,UMass
North Carolina-Greensboro,Appalachian State
Little Rock,Louisiana-Monroe
Arkansas State,Louisiana
Belmont,Lipscomb
Utah State,Boise State
Cal Poly,Cal State Fullerton
UC-Riverside,Cal State Northridge
University of California,Washington State
UCSB,UC-Irvine
UMKC,Centenary (LA)
Charleston Southern,Presbyterian
Chicago State,Houston Baptist
Chattanooga,Citadel
Coastal Carolina,Winthrop
Drexel,Old Dominion
Eastern Kentucky,Eastern Illinois
Gonzaga,Pepperdine
Green Bay,Loyola (IL)
Liberty,High Point
IUPUI,North Dakota State
Jacksonville,South Carolina Upstate
Murray State,Jacksonville State
James Madison,Georgia State
LIU-Brooklyn,Mount St. Mary's
San Jose State,Louisiana Tech
Miami (OH),Buffalo
Florida Atlantic,Middle Tennessee
Milwaukee,UIC
Minnesota,Purdue
Mississippi State,Ole Miss
Montana,Eastern Washington
Montana State,Portland State
New Mexico State,Hawaii
UNC,Virginia Tech
North Dakota,Minot State
ETSU,North Florida
North Texas,Florida International
Northern Colorado,Idaho State
Oral Roberts,Southern Utah
Oregon,USC
UCLA,Oregon State
Portland,Loyola Marymount
Bryant,Quinnipiac
Virginia Military Institute,Radford
Rhode Island,Richmond
Robert Morris,Fairleigh Dickinson
Central Connecticut,Sacred Heart
Saint Francis (PA),Monmouth
Saint Mary's (CA),San Francisco
Santa Clara,San Diego
Morehead State,Southeast Missouri State
St. Francis (NY),Wagner
Stanford,Washington
Tennessee Tech,UT-Martin
Troy,Western Kentucky
Utah Valley,Seattle
Weber State,Sacramento State
West Virginia,Providence
Western Carolina,Elon
South Dakota State,Western Illinois
Butler,Detroit
Kennesaw State,Florida Gulf Coast
Loyola (MD),Fairfield
Siena,Marist
Iona,Rider
Stetson,Mercer
Valparaiso,Wright State
UNLV,Air Force
Alabama A&M,Alabama State
Boston University,Albany (NY)
Mississippi Valley State,Alcorn State
Arizona,Arizona State
Arkansas,Alabama
Little Rock,Louisiana
Arkansas State,Middle Tennessee
Ball State,Central Michigan
Belmont,Campbell
Nevada,Boise State
Yale,Brown
UC-Irvine,Cal Poly
Idaho,Cal State Bakersfield
Cal State Northridge,Cal State Fullerton
UCSB,UC-Riverside
Southern Utah,Centenary (LA)
Northwestern State,Central Arkansas
Charleston Southern,Winthrop
Charlotte,Fordham
Chattanooga,Samford
Chicago State,Texas-Rio Grande Valley
Coastal Carolina,Presbyterian
American,Colgate
College of Charleston,Citadel
Colorado,Oklahoma State
Colorado State,Texas Christian
Columbia,Cornell
North Carolina Central,Coppin State
Wofford,Davidson
Bethune-Cookman,Delaware State
Denver,Florida International
UConn,DePaul
Wichita State,Drake
Duke,Virginia
Duquesne,Temple
East Carolina,Tulane
Eastern Illinois,Morehead State
South Carolina,Florida
Florida State,North Carolina State
Utah State,Fresno State
George Mason,Georgia State
Harvard,George Washington
Furman,Georgia Southern
Gonzaga,Loyola Marymount
Green Bay,UIC
Hampton,Norfolk State
Virginia Military Institute,High Point
Old Dominion,Hofstra
North Carolina A&T,Howard
Evansville,Illinois State
Indiana,Michigan
Iowa State,Baylor
Oakland,Fort Wayne
IUPUI,South Dakota State
ETSU,Jacksonville
UT-Martin,Jacksonville State
James Madison,North Carolina-Wilmington
Kansas,Nebraska
Kansas State,Texas Tech
Kentucky,LSU
Lafayette,Navy
Army,Lehigh
Long Beach State,Pacific
LIU-Brooklyn,Wagner
Hawaii,Louisiana Tech
Louisville,Marquette
Maine,Binghamton
Canisius,Manhattan
Maryland-Eastern Shore,Florida A&M
UMass,La Salle
McNeese State,Texas State
Memphis,Marshall
Miami (FL),Boston College
Michigan State,Northwestern
Loyola (IL),Milwaukee
Georgia,Ole Miss
Montana,Portland State
Morgan State,South Carolina State
San Diego State,New Mexico
New Mexico State,San Jose State
NJIT,Houston Baptist
North Carolina-Asheville,Gardner-Webb
North Dakota,South Dakota
North Florida,South Carolina Upstate
Northern Arizona,Sacramento State
Northern Illinois,Toledo
Northern Iowa,Southern Illinois
Kent State,Ohio
Ohio State,Penn State
Oral Roberts,UMKC
UCLA,Oregon
Oregon State,USC
Pitt,Seton Hall
Portland,Pepperdine
Prairie View,Grambling
Quinnipiac,Central Connecticut
Liberty,Radford
Robert Morris,Monmouth
Georgetown,Rutgers
Bryant,Sacred Heart
Saint Francis (PA),Fairleigh Dickinson
Saint Louis,St. Joseph's
Saint Mary's (CA),Santa Clara
St. Peter's,Niagara
Sam Houston State,Nicholls State
San Francisco,San Diego
Louisiana-Monroe,South Alabama
Eastern Kentucky,Southeast Missouri State
Southern,Arkansas-Pine Bluff
Houston,SMU
Southern Miss,UCF
Mount St. Mary's,St. Francis (NY)
Washington State,Stanford
Stony Brook,New Hampshire
Syracuse,Cincinnati
Tennessee,Vanderbilt
Tennessee State,Austin Peay
Murray State,Tennessee Tech
Texas,Oklahoma
Texas A&M,Missouri
Texas A&M-Corpus Christi,Southeastern Louisiana
Lamar,Texas-Arlington
UTEP,Rice
Stephen F. Austin,UTSA
Texas Southern,Jackson State
Delaware,Towson
Troy,North Texas
Tulsa,Alabama-Birmingham
Vermont,UMBC
Villanova,Maryland
VCU,Northeastern
Virginia Tech,Wake Forest
Weber State,Idaho State
Western Carolina,Appalachian State
Western Illinois,North Dakota State
Florida Atlantic,Western Kentucky
William & Mary,Drexel
Wisconsin,Illinois
Utah,Wyoming
Xavier,Dayton
Cleveland State,Youngstown State
Bowling Green State,Miami (OH)
Missouri State,Bradley
Bucknell,Holy Cross
Buffalo,Akron
Washington,University of California
Valparaiso,Detroit
Mercer,Florida Gulf Coast
Georgia Tech,UNC
Indiana State,Creighton
Iona,Marist
Minnesota,Iowa
Mississippi State,Auburn
Montana State,Eastern Washington
Rhode Island,St. Bonaventure
South Florida,Providence
St. John's (NY),Notre Dame
Kennesaw State,Stetson
West Virginia,Purdue
Western Michigan,Eastern Michigan
Wright State,Butler
Arkansas-Pine Bluff,Alcorn State
Appalachian State,Elon
Arkansas State,Lamar
Kansas,Baylor
Hartford,Binghamton
Brown,Quinnipiac
Chattanooga,College of Charleston
Colgate,Dartmouth
UConn,Villanova
Coppin State,South Carolina State
Delaware State,Florida A&M
Alabama-Birmingham,East Carolina
Fairleigh Dickinson,Houston Baptist
Idaho,Fresno State
Hampton,North Carolina A&T
Norfolk State,Howard
Lipscomb,Campbell
Manhattan,Niagara
UMBC,Boston University
Bethune-Cookman,Maryland-Eastern Shore
Missouri,Kansas State
North Carolina-Greensboro,Davidson
Pitt,Syracuse
Jackson State,Prairie View
Fairfield,Rider
Loyola (MD),St. Peter's
Citadel,Samford
Siena,Canisius
Mississippi Valley State,Southern
Albany (NY),Stony Brook
Texas Southern,Grambling
Alabama,Kentucky
BYU,Texas Christian
Drake,Illinois State
Tennessee,Georgia
Illinois,Michigan State
Longwood,NJIT
Marquette,DePaul
Nebraska,Colorado
UNC,Clemson
Northwestern,Michigan
Oklahoma,Texas Tech
Savannah State,Stetson
Georgetown,Seton Hall
Southern Illinois,Evansville
Eastern Kentucky,Southern Illinois-Edwardsville
Maine,Vermont
Alabama-Birmingham,SMU
American,Army
Boston College,Virginia
Bowling Green State,Ohio
Bucknell,Lafayette
Buffalo,Kent State
UC-Irvine,Cal State Bakersfield
Cal State Fullerton,Long Beach State
Seattle,Cal State Northridge
East Carolina,UCF
UMass,Charlotte
Colgate,Lehigh
Creighton,Bradley
Delaware,Northeastern
Ball State,Eastern Michigan
Saint Louis,Fordham
George Mason,Drexel
Georgia Tech,Wake Forest
Hofstra,North Carolina-Wilmington
Houston,Tulsa
Indiana State,Missouri State
Duquesne,La Salle
Louisiana,Centenary (LA)
Louisville,St. John's (NY)
Florida State,Miami (FL)
Miami (OH),Akron
Holy Cross,Navy
Colorado State,UNLV
Nicholls State,Central Arkansas
Duke,North Carolina State
UTSA,Northwestern State
Notre Dame,Cincinnati
Ohio State,Iowa
Oklahoma State,Iowa State
Old Dominion,James Madison
Purdue,Penn State
Richmond,George Washington
Rhode Island,St. Joseph's
Saint Mary's (CA),San Diego
San Diego State,Air Force
South Carolina,Arkansas
Southeastern Louisiana,McNeese State
Memphis,Southern Miss
Xavier,St. Bonaventure
Temple,Penn
Texas,Texas A&M
Texas-Arlington,Texas A&M-Corpus Christi
Texas State,Sam Houston State
Toledo,Western Michigan
William & Mary,Towson
Utah,New Mexico
Vanderbilt,Ole Miss
VCU,Georgia State
Marshall,West Virginia
Northern Iowa,Wichita State
Albany (NY),Binghamton
Florida,Auburn
Tennessee Tech,Austin Peay
Boston University,Stony Brook
Bryant,Fairleigh Dickinson
Cal Poly,UC-Riverside
Florida Gulf Coast,Campbell
Central Michigan,Northern Illinois
Citadel,Appalachian State
Cleveland State,Detroit
College of Charleston,Western Carolina
Denver,Arkansas State
Eastern Washington,Northern Arizona
Elon,Davidson
Little Rock,Florida International
Furman,Samford
Gardner-Webb,Charleston Southern
UMBC,Hartford
Hawaii,Fresno State
Montana,Idaho State
North Florida,Kennesaw State
Liberty,Virginia Military Institute
North Texas,Louisiana-Monroe
Loyola (MD),Manhattan
Virginia Tech,Maryland
Mercer,Jacksonville
Middle Tennessee,Troy
UMKC,IUPUI
Central Connecticut,Monmouth
