Winner,Loser
Texas Tech,Florida Atlantic
Belmont,Western Kentucky
Wichita State,Arkansas State
Alabama,Mercer
Arizona State,Longwood
Colorado State,Arkansas-Fort Smith
Georgia,Georgia Tech
Iowa,Southern Utah
Missouri,Stephen F. Austin
Montana,UC-Irvine
New Mexico,Rice
Oklahoma State,Tulsa
UTEP,Incarnate Word
UCLA,South Dakota
Weber State,Pepperdine
Northern Colorado,Wyoming
UCSB,San Diego Christian
Nevada,UC-Davis
Portland,Hartford
Sacramento State,Cal State Northridge
Saint Mary's (CA),Dayton
San Francisco,Radford
University of California,Seattle
Washington,Bethune-Cookman
Princeton,USC
Gardner-Webb,Toccoa Falls
Bradley,Southeast Missouri State
St. John's (NY),St. Joseph's
Houston,Providence
Central Connecticut,Maine
Cornell,Lafayette
Delaware,Cal State Bakersfield
Duke,Evansville
Florida,James Madison
George Washington,New Hampshire
Georgetown,North Texas
Hampton,Appalachian State
Manhattan,Hofstra
Iowa State,Maryland-Eastern Shore
Northern Arizona,Jacksonville
Georgia State,UMass
Oakland,Towson
Ohio,Prairie View
Seton Hall,Wagner
St. Bonaventure,Northeastern
Toledo,Jackson State
Vanderbilt,Houston Baptist
West Virginia,Coppin State
Alabama-Birmingham,New Orleans
Baylor,Southern
Louisiana-Monroe,Centenary (LA)
Memphis,Siena
Mississippi State,Little Rock
Nebraska,UTSA
Nicholls State,Mobile
UT-Martin,Blue Mountain College
Creighton,South Carolina Upstate
Eastern Washington,Great Falls
Louisville,Albany (NY)
Wofford,UNC
Tennessee,Furman
Utah,Northwestern State
Utah State,Youngstown State
Utah Valley,Montana Tech
UC-Riverside,Valparaiso
UNLV,Mississippi Valley State
Oregon,Central Arkansas
Kansas State,Washington State
Fort Wayne,Liberty
Chattanooga,Jacksonville State
Tulane,South Alabama
Eastern Illinois,St. Francis (IL)
Florida State,Southern Miss
Presbyterian,Piedmont
Louisiana Tech,Alabama State
North Carolina-Greensboro,Southeastern
Purdue,Tennessee State
Butler,Western Illinois
UCF,South Carolina State
Charleston Southern,Johnson & Wales (NC)
Cincinnati,Cleveland State
East Carolina,Grambling
Fordham,Florida A&M
Bowling Green State,Green Bay
Harvard,Boston University
Kennesaw State,Samford
Kent State,Oregon State
Loyola (MD),Drexel
Marquette,American
Maryland,Fairleigh Dickinson
Michigan State,Long Beach State
Lipscomb,Navy
North Dakota State,North Carolina-Wilmington
Notre Dame,Southeastern Louisiana
Rhode Island,Iona
Saint Francis (PA),Lehigh
South Florida,Charlotte
Stephen F. Austin,Arlington Baptist
Troy,Milligan
Vermont,Quinnipiac
Grand Canyon,Longwood
Indiana,Tennessee Tech
Minnesota,Oral Roberts
Omaha,Montana State
Northern Illinois,UIC
Portland,Sacramento State
South Dakota,Northland
Texas-Arlington,Cal Poly
Arizona,UConn
BYU,Idaho State
UC-Irvine,Idaho
DePaul,Miami (OH)
Michigan,Alabama A&M
Texas A&M,Buffalo
UTEP,Howard
San Diego State,Gonzaga
San Jose State,Santa Clara
Portland State,University of California
Kansas,Stanford
Dartmouth,Bryant
IUPUI,Indiana-Kokomo
Liberty,Alabama State
Georgia,Temple
Oklahoma State,Texas-Rio Grande Valley
Utah Valley,Sam Houston State
Campbell,Allen
Colgate,Pittsburgh-Bradford
NJIT,Bryn Athyn
Arizona State,Pacific
Brown,Marist
Clemson,Louisiana
Louisiana Tech,Fort Wayne
Radford,North Carolina A&T
Texas Tech,Abilene Christian
Air Force,Johnson & Wales
UMass,Maine
UC-Davis,Lamar
Middle Tennessee,Princeton
Elon,Indiana State
Providence,Sacred Heart
Ball State,Jackson State
LIU-Brooklyn,Binghamton
Bucknell,La Salle
Central Michigan,Southern Illinois-Edwardsville
College of Charleston,Coastal Carolina
Mount St. Mary's,Coppin State
Murray State,Detroit
ETSU,Georgia Southern
Fairfield,New Hampshire
Florida,Incarnate Word
Hartford,Florida International
George Mason,Morgan State
Marshall,Eastern Kentucky
Ole Miss,Bradley
South Dakota State,UMKC
North Carolina State,Jacksonville
Howard,North Carolina-Wilmington
Oakland,Eastern Michigan
Oklahoma,Northwestern
Old Dominion,Norfolk State
Rider,Penn State
Pitt,Towson
Canisius,Robert Morris
Stony Brook,Rutgers
Saint Louis,Southeast Missouri State
Siena,Holy Cross
USC,Akron
St. Bonaventure,Syracuse
Vanderbilt,Alcorn State
Virginia,Hampton
VCU,Virginia Military Institute
Wichita State,Florida Gulf Coast
Monmouth,Yale
Arkansas State,Culver-Stockton
Western Kentucky,Austin Peay
Drake,Maryland-Eastern Shore
Duquesne,San Francisco
LSU,North Florida
Western Michigan,Milwaukee
Nebraska,Delaware State
Texas State,Rice
UT-Martin,Arkansas-Pine Bluff
Villanova,Hofstra
Texas,Alabama
Wright State,Georgia Tech
Iowa,Colorado
Missouri State,Loyola (IL)
New Mexico,Prairie View
Xavier,Northern Iowa
Texas Christian,William & Mary
North Dakota State,UTEP
Washington State,Bethune-Cookman
Weber State,Presentation College
UC-Riverside,UC-Merced
Cal State Fullerton,Loyola Marymount
UNLV,Northern Colorado
Saint Mary's (CA),North Carolina-Asheville
San Diego,Life Pacific
Nevada,Southern Illinois
New Mexico State,Davidson
Washington,Montana
Miami (FL),Hawaii
George Washington,Harvard
Georgetown,Alabama A&M
Memphis,Loyola (MD)
Seton Hall,Manhattan
Tennessee,Wake Forest
West Virginia,Fordham
Boston College,Richmond
Georgia State,Chattanooga
Niagara,Cornell
Louisville,Grand Canyon
Central Connecticut,UMass-Lowell
UNC,Ohio State
Auburn,UConn
Toledo,Cleveland State
Illinois State,Evansville
St. Peter's,St. Francis (NY)
Alabama-Birmingham,Mississippi Valley State
Dayton,Wagner
North Carolina A&T,Lamar
Minnesota,Florida Atlantic
Colorado State,Long Beach State
UIC,Trinity Christian
Seattle,Nicholls State
USC,Middle Tennessee
UCLA,Kentucky
Radford,UC-Davis
Wisconsin,Green Bay
Idaho State,Cal State Northridge
Princeton,Akron
Mississippi State,Southern Miss
Southern Illinois,Duquesne
Illinois,Missouri
BYU,Texas Southern
New Mexico State,Miami (FL)
UCSB,Sacramento State
San Francisco,Nevada
Hawaii,Davidson
Davidson,Akron
Princeton,Hawaii
USC,New Mexico State
Miami (FL),Middle Tennessee
South Carolina,Limestone
Butler,Georgetown
Villanova,DePaul
Georgia Tech,Coppin State
Penn,Delaware State
Rhode Island,Florida Gulf Coast
Syracuse,Eastern Michigan
Arkansas,Cal State Bakersfield
Xavier,Marquette
Boise State,Colorado State
Grand Canyon,Morgan State
New Mexico,Air Force
SMU,UCF
Utah State,San Jose State
Wisconsin,Chicago State
Wyoming,San Diego State
Cal State Northridge,San Diego Christian
Nevada,Fresno State
Virginia Tech,North Carolina A&T
Central Arkansas,Texas A&M-Corpus Christi
Delaware,Cornell
Bowling Green State,Lourdes
Tulsa,East Carolina
Seton Hall,Creighton
Albany (NY),Kent State
Buffalo,NJIT
ETSU,Tusculum
Fairfield,St. Peter's
Indiana State,Valparaiso
Fort Wayne,Olivet
Jacksonville,Middle Georgia State
Marshall,Southern Miss
McNeese State,Incarnate Word
Mercer,Kennesaw State
North Carolina-Wilmington,Greensboro
Northern Kentucky,IUPUI
Quinnipiac,Monmouth
Hartford,Rutgers
Houston,South Florida
Providence,St. John's (NY)
Tulane,Temple
UT-Martin,Tennessee State
Wright State,UIC
Austin Peay,Southern Illinois-Edwardsville
Drake,Bradley
Green Bay,Detroit
Jacksonville State,Eastern Kentucky
Lamar,Houston Baptist
Oakland,Milwaukee
UMKC,Avila
Murray State,Eastern Illinois
New Orleans,Abilene Christian
Nicholls State,Northwestern State
Montana,Northern Arizona
Southern Illinois,Northern Iowa
Belmont,Southeast Missouri State
Southeastern Louisiana,Stephen F. Austin
Montana State,Southern Utah
Tennessee Tech,Morehead State
UTSA,Rice
Western Kentucky,Louisiana Tech
BYU,Portland
Denver,Colorado Mesa
Gonzaga,Pacific
LSU,Memphis
San Diego,San Francisco
North Texas,UTEP
Utah Valley,UC-Riverside
New Mexico State,UC-Irvine
Santa Clara,Pepperdine
Seattle,Grambling
Saint Mary's (CA),Loyola Marymount
Kentucky,Louisville
Eastern Michigan,Rochester (MI)
Southern,Ecclesia
Robert Morris,Bryant
St. Francis (NY),Sacred Heart
Canisius,Rider
Fairleigh Dickinson,LIU-Brooklyn
Toledo,Penn
Prairie View,Jarvis Christian
Florida Gulf Coast,Florida Memorial
Michigan State,Cleveland State
Akron,Concord
Appalachian State,Texas State
Ball State,Florida A&M
Boston University,Army
Bucknell,American
Central Connecticut,Saint Francis (PA)
Central Michigan,Lawrence
Coastal Carolina,Texas-Arlington
Colgate,Holy Cross
Lehigh,Lafayette
Loyola (MD),Navy
Marist,Siena
Iona,Niagara
Ohio,Northwestern Ohio
West Virginia,Oklahoma State
Wagner,Mount St. Mary's
Louisiana,Little Rock
Arkansas State,Louisiana-Monroe
Indiana,Youngstown State
Iowa,Northern Illinois
Maryland,UMBC
Nebraska,Stetson
Idaho,North Dakota
South Alabama,Georgia State
Texas Tech,Baylor
Georgia Southern,Troy
Kansas State,Iowa State
Northern Colorado,Eastern Washington
Kansas,Texas
Utah,Oregon
Washington,USC
Hawaii,Howard
Oregon State,Colorado
UCLA,Washington State
Wichita State,UConn
UNC,Wake Forest
Northwestern,Brown
Ohio State,Miami (OH)
VCU,Fordham
Arkansas,Tennessee
Western Carolina,Citadel
Green Bay,Oakland
Penn State,Coppin State
Furman,Virginia Military Institute
Columbia,Maine
Duke,Florida State
Elon,Drexel
La Salle,Saint Louis
Minnesota,Harvard
North Carolina-Asheville,Campbell
North Carolina Central,St. Andrews
Notre Dame,Georgia Tech
South Carolina Upstate,North Greenville
Montana,Southern Utah
St. Bonaventure,UMass
Oklahoma,Texas Christian
Virginia,Boston College
Winthrop,High Point
Xavier,DePaul
Auburn,Cornell
North Dakota State,Jamestown
South Dakota State,Presentation College
Western Kentucky,Southern Miss
Binghamton,Elmira
Saint Mary's (CA),BYU
Butler,Villanova
Clemson,North Carolina State
College of Charleston,Towson
Duquesne,Dayton
Florida,Vanderbilt
Gardner-Webb,Liberty
George Washington,St. Joseph's
Illinois,Grand Canyon
Fort Wayne,Concordia (MI)
Northeastern,James Madison
Yale,Kennesaw State
Loyola (IL),Evansville
Marquette,Georgetown
McNeese State,Northwestern State
Miami (FL),Pitt
Radford,Presbyterian
Rhode Island,George Mason
Richmond,Davidson
San Diego,Pepperdine
Seattle,UC-Riverside
South Dakota,Denver
Western Michigan,Chicago State
William & Mary,Hofstra
Wisconsin,UMass-Lowell
Wright State,IUPUI
Middle Tennessee,Alabama-Birmingham
UC-Davis,Holy Names
Charleston Southern,Longwood
Jacksonville State,Morehead State
Mississippi State,North Florida
Nevada,New Mexico
North Carolina-Greensboro,Wofford
Colorado State,San Jose State
Alabama,Texas A&M
Houston,Temple
Michigan,Jacksonville
Florida International,Florida Atlantic
Fresno State,Air Force
Gonzaga,Santa Clara
Long Beach State,Texas A&M-International
Manhattan,Fairfield
Marshall,Louisiana Tech
Milwaukee,Detroit
New Hampshire,Dartmouth
Nicholls State,Incarnate Word
Delaware,North Carolina-Wilmington
Montana State,Northern Arizona
Northern Kentucky,UIC
Old Dominion,Charlotte
Norfolk State,Stony Brook
Belmont,UT-Martin
Tennessee Tech,Eastern Kentucky
Abilene Christian,Sam Houston State
Austin Peay,Eastern Illinois
New Orleans,Houston Baptist
Murray State,Southern Illinois-Edwardsville
Oral Roberts,Omaha
Purdue,Lipscomb
Samford,Chattanooga
Lamar,Texas A&M-Corpus Christi
Texas-Rio Grande Valley,Hampton
North Texas,UTSA
Utah Valley,Cal State Fullerton
Arizona,Arizona State
San Francisco,Portland
UTEP,Rice
Idaho State,Weber State
Cal Poly,Notre Dame (CA)
Cal State Northridge,Morgan State
UCSB,Pacific Union
Pacific,Loyola Marymount
Sacramento State,Portland State
San Diego State,Utah State
University of California,Stanford
Boise State,UNLV
Michigan State,Savannah State
St. Peter's,Monmouth
Canisius,Iona
Florida Gulf Coast,Florida Tech
UMBC,Centenary (NJ)
Rider,Niagara
St. Francis (NY),Wagner
Appalachian State,Texas-Arlington
Bradley,Northern Iowa
Creighton,Providence
LIU-Brooklyn,Mount St. Mary's
ETSU,Mercer
Sacred Heart,Fairleigh Dickinson
Southeast Missouri State,Tennessee State
Tulsa,Tulane
Saint Francis (PA),Bryant
Robert Morris,Central Connecticut
Texas State,Coastal Carolina
Maryland-Eastern Shore,Central Pennsylvania College
Western Illinois,Lincoln Christian
Louisiana,Arkansas State
Southeastern Louisiana,Central Arkansas
Cincinnati,Memphis
UCF,East Carolina
Illinois State,Indiana State
Northern Colorado,Idaho
South Alabama,Georgia Southern
Drake,Southern Illinois
Troy,Georgia State
Missouri State,Valparaiso
Little Rock,Louisiana-Monroe
Eastern Washington,North Dakota
Seton Hall,St. John's (NY)
Kentucky,Georgia
Ole Miss,South Carolina
Utah,Oregon State
Syracuse,Virginia Tech
SMU,South Florida
UCLA,Washington
USC,Washington State
Oregon,Colorado
Youngstown State,Cleveland State
Quinnipiac,Siena
Stetson,Florida National University
Alabama A&M,Grambling
West Virginia,Kansas State
Arkansas-Pine Bluff,Mississippi Valley State
Prairie View,Alcorn State
Texas,Iowa State
Jackson State,Alabama State
Texas Southern,Southern
Colgate,American
Army,Loyola (MD)
Ball State,Eastern Michigan
Texas Christian,Baylor
Miami (OH),Bowling Green State
Boston University,Bucknell
Buffalo,Toledo
Central Michigan,Ohio
College of Charleston,Delaware
Elon,Towson
Vermont,Harvard
Michigan,Iowa
Jacksonville,Trinity Baptist
William & Mary,James Madison
Kennesaw State,Carver Bible
Lafayette,Holy Cross
Liberty,Charleston Southern
Manhattan,Marist
Maryland,Penn State
Navy,Lehigh
North Carolina-Wilmington,Drexel
North Florida,Florida National University
Hofstra,Northeastern
UMKC,South Carolina Upstate
Auburn,Tennessee
Vanderbilt,Alabama
Western Michigan,Akron
Wisconsin,Indiana
Xavier,Butler
IUPUI,Green Bay
Omaha,Doane College
Northern Illinois,Kent State
Texas-Rio Grande Valley,Our Lady of the Lake
San Diego State,Colorado State
Georgetown,DePaul
Texas Tech,Kansas
Louisville,Pitt
Mississippi State,Arkansas
Nebraska,Northwestern
Florida,Texas A&M
Georgia,Ole Miss
Marquette,Providence
Hartford,Albany (NY)
Bethune-Cookman,South Carolina State
Clemson,Boston College
Brown,NJIT
Gardner-Webb,Campbell
UCF,Memphis
Davidson,Saint Louis
North Carolina Central,Delaware State
Duquesne,George Washington
Florida State,UNC
Fordham,Richmond
High Point,North Carolina-Asheville
Lipscomb,Fisk
Presbyterian,Longwood
UMBC,New Hampshire
George Mason,UMass
Morgan State,Maryland-Eastern Shore
Purdue,Rutgers
Radford,Winthrop
Rhode Island,La Salle
St. Joseph's,VCU
Sam Houston State,Central Arkansas
East Carolina,South Florida
Stony Brook,Maine
Tulsa,UConn
Wake Forest,Syracuse
Abilene Christian,McNeese State
Bradley,Valparaiso
Creighton,St. John's (NY)
Dayton,St. Bonaventure
Drake,Illinois State
Florida A&M,Howard
Alabama State,Grambling
Jackson State,Alabama A&M
Kentucky,LSU
Indiana State,Loyola (IL)
New Orleans,Lamar
Norfolk State,Coppin State
South Dakota State,North Dakota State
Prairie View,Southern
South Dakota,Western Illinois
Southern Illinois,Evansville
Stephen F. Austin,Nicholls State
Texas A&M-Corpus Christi,Northwestern State
Texas Southern,Alcorn State
Boise State,New Mexico
Georgia Tech,Miami (FL)
Minnesota,Illinois
Notre Dame,North Carolina State
Oklahoma,Oklahoma State
Missouri,South Carolina
Utah State,Fresno State
Virginia,Virginia Tech
Cal State Fullerton,UC-Riverside
Nevada,Wyoming
UNLV,San Jose State
Eastern Illinois,Morehead State
Austin Peay,UT-Martin
Western Carolina,Chattanooga
Cleveland State,Green Bay
Fairleigh Dickinson,Central Connecticut
Alabama-Birmingham,Florida Atlantic
Middle Tennessee,Florida International
Furman,Citadel
Georgia Southern,Arkansas State
Georgia State,Little Rock
Ohio State,Iowa
UIC,IUPUI
UTSA,Louisiana Tech
Vermont,UMass-Lowell
Mount St. Mary's,Bryant
Robert Morris,St. Francis (NY)
Saint Francis (PA),LIU-Brooklyn
Wagner,Sacred Heart
Wichita State,Houston
Wofford,Virginia Military Institute
Belmont,Tennessee Tech
Colorado,Arizona State
Southern Illinois-Edwardsville,Eastern Kentucky
Louisiana,Appalachian State
Louisiana-Monroe,Coastal Carolina
Michigan State,Maryland
Murray State,Southeast Missouri State
Charlotte,North Texas
Oral Roberts,Fort Wayne
Old Dominion,Rice
ETSU,Samford
Southern Miss,UTEP
Tennessee State,Jacksonville State
Texas-Arlington,Troy
Texas State,South Alabama
Youngstown State,Milwaukee
Eastern Washington,Portland State
Idaho State,Southern Utah
Missouri State,Northern Iowa
Montana,North Dakota
Montana State,Northern Colorado
Cincinnati,Temple
Tulane,SMU
Arizona,Utah
Weber State,Northern Arizona
Cal Poly,UCSB
USC,University of California
UC-Davis,UC-Irvine
Idaho,Sacramento State
Long Beach State,Hawaii
Santa Clara,Loyola Marymount
San Diego,Portland
Saint Mary's (CA),Pacific
Stanford,UCLA
Gonzaga,Pepperdine
BYU,San Francisco
Cornell,Central Pennsylvania College
Lehigh,Holy Cross
Toledo,Akron
Bucknell,Army
Lafayette,Colgate
William & Mary,Delaware
Drexel,College of Charleston
Hofstra,James Madison
Iona,St. Peter's
Loyola (MD),Boston University
Monmouth,Manhattan
Navy,American
Northeastern,Elon
Rider,Fairfield
Rutgers,Wisconsin
Niagara,Siena
Towson,North Carolina-Wilmington
Penn State,Northwestern
Canisius,Quinnipiac
Wright State,Detroit
Northern Kentucky,Oakland
Oregon State,Oregon
Clemson,Louisville
UConn,East Carolina
UMass,Dayton
Bowling Green State,Eastern Michigan
Creighton,Georgetown
Georgia,Alabama
Michigan,Illinois
Providence,Xavier
Virginia Tech,Pitt
Maine,Binghamton
Florida,Missouri
New Hampshire,Albany (NY)
Bryant,Sacred Heart
Virginia,UNC
North Carolina-Greensboro,Virginia Military Institute
Nevada,Air Force
Buffalo,Ball State
Baylor,Texas
Seton Hall,Butler
Campbell,Winthrop
Colorado,Arizona
Columbia,Sarah Lawrence
Georgia State,Arkansas State
Harvard,Dartmouth
Drake,Indiana State
VCU,La Salle
Longwood,Gardner-Webb
Purdue,Nebraska
North Dakota State,South Dakota
DePaul,St. John's (NY)
LSU,Texas A&M
New Mexico State,Chicago State
Milwaukee,Cleveland State
Fort Wayne,Denver
Duquesne,Fordham
Appalachian State,Louisiana-Monroe
Western Michigan,Miami (OH)
Ohio,Northern Illinois
Rice,Charlotte
Notre Dame,Syracuse
Boston College,Wake Forest
Savannah State,Coppin State
Eastern Illinois,Eastern Kentucky
Evansville,Bradley
Furman,Mercer
Rhode Island,George Washington
Bethune-Cookman,Howard
Sam Houston State,Incarnate Word
Lipscomb,Kennesaw State
Liberty,Presbyterian
Maryland-Eastern Shore,Hampton
New Orleans,McNeese State
Memphis,Tulsa
Ole Miss,Mississippi State
Montana State,North Dakota
Southern Illinois-Edwardsville,Morehead State
Morgan State,Florida A&M
Mount St. Mary's,Central Connecticut
NJIT,South Carolina Upstate
Stephen F. Austin,Northwestern State
Oklahoma State,Iowa State
Penn,Princeton
San Francisco,Pepperdine
Radford,North Carolina-Asheville
Robert Morris,LIU-Brooklyn
Saint Francis (PA),St. Francis (NY)
Texas Tech,Kansas State
Valparaiso,Southern Illinois
Wagner,Fairleigh Dickinson
Washington,Washington State
Southeastern Louisiana,Abilene Christian
ETSU,Chattanooga
Fresno State,Colorado State
Eastern Washington,Sacramento State
Middle Tennessee,Florida Atlantic
Georgia Southern,Little Rock
Central Arkansas,Lamar
Indiana,Minnesota
Southern Miss,UTSA
Tennessee Tech,Tennessee State
Texas-Arlington,South Alabama
Texas State,Troy
Alabama State,Mississippi Valley State
Jackson State,Alcorn State
Auburn,Arkansas
Jacksonville State,Belmont
UCLA,University of California
Old Dominion,North Texas
South Carolina,Vanderbilt
Southern,Grambling
Arkansas-Pine Bluff,Alabama A&M
South Carolina State,Delaware State
Florida Gulf Coast,Stetson
Alabama-Birmingham,Florida International
Georgia Tech,Yale
Stony Brook,Hartford
High Point,Charleston Southern
Kent State,Central Michigan
Louisiana Tech,UTEP
Western Kentucky,Marshall
Jacksonville,North Florida
Vermont,UMBC
West Virginia,Oklahoma
Wofford,Citadel
Youngstown State,Green Bay
Austin Peay,Southeast Missouri State
Nicholls State,Houston Baptist
Louisiana,Coastal Carolina
Texas-Rio Grande Valley,UMKC
Murray State,UT-Martin
South Dakota State,Omaha
North Carolina State,Duke
Oral Roberts,Western Illinois
St. Joseph's,St. Bonaventure
Saint Louis,Richmond
Samford,Western Carolina
Texas Southern,Prairie View
Villanova,Marquette
Wyoming,Boise State
Idaho State,Northern Arizona
Montana,Northern Colorado
New Mexico,San Jose State
Tennessee,Kentucky
Kansas,Texas Christian
Utah Valley,Cal State Bakersfield
Weber State,Southern Utah
Cal State Fullerton,Cal Poly
Hawaii,Cal State Northridge
UC-Irvine,Long Beach State
Portland State,Idaho
Gonzaga,Loyola Marymount
Utah State,UNLV
Pacific,BYU
Santa Clara,Portland
Grand Canyon,Seattle
UCSB,UC-Riverside
Saint Mary's (CA),San Diego
UCF,Temple
Davidson,George Mason
Iona,Fairfield
Delaware,North Carolina-Wilmington
Northern Kentucky,Detroit
Illinois State,Missouri State
Niagara,Marist
Northeastern,James Madison
St. Peter's,Quinnipiac
Towson,College of Charleston
Wright State,Oakland
Siena,Canisius
William & Mary,Drexel
Elon,Hofstra
Loyola (IL),Northern Iowa
Ohio State,Michigan State
Wichita State,South Florida
Cincinnati,SMU
Rider,Manhattan
Miami (FL),Florida State
Maryland,Iowa
Arizona State,Utah
Stanford,USC
Colgate,Navy
Arkansas-Pine Bluff,Alabama State
Army,American
Boston University,Lehigh
Coppin State,Florida A&M
North Carolina A&T,Delaware State
Holy Cross,Loyola (MD)
Bucknell,Lafayette
Bethune-Cookman,Maryland-Eastern Shore
Morgan State,Savannah State
North Carolina Central,Norfolk State
Alabama A&M,Mississippi Valley State
Grambling,Alcorn State
Jackson State,Southern
Indiana,Penn State
Georgetown,St. John's (NY)
Buffalo,Akron
Alabama,South Carolina
Bowling Green State,Northern Illinois
Radford,Charleston Southern
Eastern Michigan,Central Michigan
Gardner-Webb,High Point
Kentucky,Texas A&M
Memphis,Tulane
Miami (OH),Kent State
North Carolina-Asheville,Longwood
Ball State,Ohio
Oklahoma,Texas Tech
Campbell,Presbyterian
Dayton,Richmond
Rhode Island,Saint Louis
Toledo,Western Michigan
West Virginia,Baylor
Liberty,Winthrop
Bradley,Southern Illinois
Creighton,Butler
Nebraska,Wisconsin
UNC,Boston College
South Alabama,Trinity Baptist
Virginia,Syracuse
VCU,Duquesne
Auburn,Ole Miss
Kansas,Iowa State
Marquette,Seton Hall
Purdue,Michigan
Tennessee,Vanderbilt
Boise State,Fresno State
San Diego State,San Jose State
Albany (NY),Stony Brook
Furman,Chattanooga
UConn,UCF
Vermont,Dartmouth
Davidson,George Washington
Detroit,Cleveland State
Florida,Mississippi State
George Mason,St. Joseph's
Georgia Tech,Notre Dame
Hartford,UMass-Lowell
Indiana State,Northern Iowa
IUPUI,Milwaukee
UMBC,Maine
UMass,La Salle
Michigan State,Rutgers
New Hampshire,Binghamton
Oakland,Youngstown State
Duke,Pitt
Quinnipiac,Marist
St. Bonaventure,Fordham
Virginia Tech,Wake Forest
Western Carolina,Mercer
Wofford,Harvard
Central Arkansas,Incarnate Word
Evansville,Missouri State
Abilene Christian,Houston Baptist
UIC,Green Bay
Loyola (IL),Illinois State
Kansas State,Oklahoma State
Southeastern Louisiana,Lamar
Nicholls State,McNeese State
Stephen F. Austin,New Orleans
Sam Houston State,Texas A&M-Corpus Christi
Valparaiso,Drake
Villanova,Xavier
LSU,Arkansas
Louisville,Florida State
Missouri,Georgia
New Mexico,Wyoming
Northwestern,Minnesota
Temple,SMU
Texas,Texas Christian
Colorado State,Utah State
UNLV,Air Force
Long Beach State,Cal State Northridge
USC,Colorado
Hawaii,Cal Poly
Army,Lafayette
Samford,Citadel
American,Loyola (MD)
Georgia State,Appalachian State
Boston University,Colgate
Wagner,Bryant
Bucknell,Lehigh
Marshall,Charlotte
Georgia Southern,Coastal Carolina
College of Charleston,Northeastern
Delaware,Drexel
ETSU,North Carolina-Greensboro
Tennessee State,Eastern Illinois
North Carolina-Wilmington,Elon
Manhattan,Fairfield
LIU-Brooklyn,Fairleigh Dickinson
Florida Gulf Coast,South Carolina Upstate
Houston,Tulsa
Iona,Siena
South Dakota,Fort Wayne
Jacksonville,Kennesaw State
Mount St. Mary's,Sacred Heart
Navy,Holy Cross
North Florida,Lipscomb
Wright State,Northern Kentucky
Ohio State,Maryland
Saint Francis (PA),Robert Morris
St. Francis (NY),Central Connecticut
Stetson,NJIT
Hofstra,Towson
William & Mary,James Madison
Alabama-Birmingham,Southern Miss
Little Rock,Texas-Arlington
Texas State,Arkansas State
Iowa,Illinois
Jacksonville State,Murray State
North Dakota,Idaho State
Denver,North Dakota State
Western Kentucky,Old Dominion
South Dakota State,Oral Roberts
Southeast Missouri State,Morehead State
Belmont,Southern Illinois-Edwardsville
Eastern Kentucky,UT-Martin
Tennessee Tech,Austin Peay
Florida International,UTSA
Omaha,Western Illinois
Arizona,Oregon State
BYU,Pepperdine
Wichita State,East Carolina
Gonzaga,Portland
New Mexico State,Grand Canyon
Middle Tennessee,Louisiana Tech
North Carolina State,Clemson
Weber State,Northern Colorado
Florida Atlantic,UTEP
Utah Valley,UMKC
Stanford,Washington State
Oregon,Arizona State
Texas-Rio Grande Valley,Cal State Bakersfield
Cal State Fullerton,UC-Irvine
UC-Davis,UC-Riverside
Loyola Marymount,San Francisco
Pacific,San Diego
Montana,Sacramento State
Seattle,Chicago State
Portland State,Montana State
Saint Mary's (CA),Santa Clara
UCLA,Utah
Washington,University of California
Yale,Brown
Butler,Marquette
Campbell,High Point
Canisius,St. Peter's
Winthrop,Charleston Southern
Dayton,VCU
Detroit,Youngstown State
Gardner-Webb,Radford
Hampton,Delaware State
IUPUI,Green Bay
Kent State,Ohio
Longwood,Liberty
Niagara,Monmouth
Oakland,Cleveland State
Penn State,Nebraska
North Carolina-Asheville,Presbyterian
Rider,Quinnipiac
Providence,DePaul
UIC,Milwaukee
Penn,Cornell
Princeton,Columbia
Idaho,Eastern Washington
Rhode Island,St. Bonaventure
Duke,Wake Forest
Duquesne,La Salle
Kansas,Kansas State
Albany (NY),Maine
UMBC,UMass-Lowell
Michigan,Michigan State
Purdue,Minnesota
Seton Hall,Georgetown
Boston College,Dartmouth
Citadel,Chattanooga
South Carolina,Georgia
Ole Miss,Florida
Oklahoma,Texas Christian
UConn,Tulane
Akron,Bowling Green State
Arizona,Oregon
Buffalo,Miami (OH)
Florida State,Syracuse
George Mason,Saint Louis
Hartford,Binghamton
Georgia Tech,Pitt
Mount St. Mary's,Saint Francis (PA)
Memphis,Temple
Texas Tech,West Virginia
Vermont,Stony Brook
Xavier,Creighton
Georgia Southern,Appalachian State
Central Connecticut,Bryant
Clemson,Miami (FL)
Georgia State,Coastal Carolina
Iowa State,Baylor
Auburn,Mississippi State
North Dakota,Weber State
North Dakota State,Oral Roberts
North Texas,Rice
South Dakota State,Denver
Florida Atlantic,UTSA
Arkansas-Pine Bluff,Southern
Bethune-Cookman,Florida A&M
Toledo,Central Michigan
Hofstra,Drexel
ETSU,Virginia Military Institute
Belmont,Eastern Illinois
Robert Morris,Fairleigh Dickinson
Delaware,James Madison
LIU-Brooklyn,Wagner
Louisville,Virginia Tech
Loyola (IL),Bradley
Mercer,Samford
Nicholls State,Central Arkansas
North Carolina A&T,Morgan State
North Carolina Central,Coppin State
Northern Colorado,Idaho State
Northern Illinois,Eastern Michigan
Abilene Christian,Northwestern State
Montana,Portland State
